RRI_inf,PPI_inf,PPI_pix,label
886.71875,882.8125,878.0487804878048,0.0
875.0,878.90625,878.0487804878048,0.0
855.46875,851.5625,848.780487804878,0.0
871.09375,875.0,878.0487804878048,0.0
875.0,875.0,868.2926829268292,0.0
835.9375,839.84375,848.780487804878,0.0
875.0,867.1875,848.780487804878,0.0
847.65625,851.5625,868.2926829268292,0.0
851.5625,851.5625,848.780487804878,0.0
824.21875,824.21875,809.7560975609756,0.0
859.375,859.375,829.2682926829268,0.0
894.53125,894.53125,917.0731707317074,0.0
878.90625,878.90625,858.5365853658536,0.0
875.0,875.0,897.560975609756,0.0
851.5625,851.5625,848.780487804878,0.0
835.9375,835.9375,839.0243902439024,0.0
816.40625,820.3125,800.0,0.0
839.84375,835.9375,848.780487804878,0.0
839.84375,839.84375,839.0243902439024,0.0
898.4375,898.4375,887.8048780487804,0.0
886.71875,886.71875,887.8048780487804,0.0
882.8125,882.8125,878.0487804878048,0.0
882.8125,882.8125,878.0487804878048,0.0
867.1875,871.09375,878.0487804878048,0.0
871.09375,867.1875,858.5365853658536,0.0
851.5625,851.5625,809.7560975609756,0.0
843.75,843.75,887.8048780487804,0.0
820.3125,820.3125,800.0,0.0
835.9375,832.03125,848.780487804878,0.0
828.125,832.03125,829.2682926829268,0.0
816.40625,820.3125,819.5121951219512,0.0
824.21875,820.3125,819.5121951219512,0.0
847.65625,843.75,848.780487804878,0.0
843.75,847.65625,839.0243902439024,0.0
832.03125,832.03125,829.2682926829268,0.0
832.03125,828.125,829.2682926829268,0.0
816.40625,820.3125,790.2439024390244,0.0
820.3125,820.3125,848.780487804878,0.0
816.40625,812.5,800.0,0.0
800.78125,804.6875,800.0,0.0
800.78125,800.78125,809.7560975609756,0.0
800.78125,800.78125,790.2439024390244,0.0
832.03125,824.21875,829.2682926829268,0.0
804.6875,808.59375,800.0,0.0
800.78125,800.78125,809.7560975609756,0.0
781.25,785.15625,780.4878048780488,0.0
835.9375,828.125,829.2682926829268,0.0
832.03125,835.9375,819.5121951219512,0.0
832.03125,832.03125,829.2682926829268,0.0
835.9375,839.84375,858.5365853658536,0.0
851.5625,847.65625,839.0243902439024,0.0
847.65625,847.65625,848.780487804878,0.0
847.65625,851.5625,848.780487804878,0.0
820.3125,816.40625,819.5121951219512,0.0
824.21875,828.125,819.5121951219512,0.0
816.40625,816.40625,819.5121951219512,0.0
781.25,781.25,760.9756097560976,0.0
785.15625,785.15625,790.2439024390244,0.0
792.96875,789.0625,790.2439024390244,0.0
808.59375,816.40625,819.5121951219512,0.0
812.5,808.59375,809.7560975609756,0.0
863.28125,859.375,858.5365853658536,0.0
890.625,894.53125,897.560975609756,0.0
847.65625,851.5625,848.780487804878,0.0
859.375,855.46875,848.780487804878,0.0
867.1875,867.1875,858.5365853658536,0.0
847.65625,851.5625,848.780487804878,0.0
824.21875,820.3125,839.0243902439024,0.0
839.84375,839.84375,829.2682926829268,0.0
832.03125,832.03125,829.2682926829268,0.0
808.59375,812.5,800.0,0.0
832.03125,828.125,819.5121951219512,0.0
835.9375,835.9375,848.780487804878,0.0
871.09375,871.09375,868.2926829268292,0.0
917.96875,917.96875,917.0731707317074,0.0
902.34375,906.25,907.3170731707318,0.0
933.59375,929.6875,926.829268292683,0.0
921.875,925.78125,926.829268292683,0.0
871.09375,875.0,868.2926829268292,0.0
878.90625,867.1875,878.0487804878048,0.0
863.28125,867.1875,858.5365853658536,0.0
839.84375,843.75,848.780487804878,0.0
812.5,808.59375,790.2439024390244,0.0
847.65625,847.65625,848.780487804878,0.0
863.28125,863.28125,868.2926829268292,0.0
882.8125,878.90625,868.2926829268292,0.0
906.25,906.25,907.3170731707318,0.0
917.96875,921.875,917.0731707317074,0.0
921.875,921.875,936.5853658536586,0.0
925.78125,929.6875,907.3170731707318,0.0
925.78125,921.875,926.829268292683,0.0
914.0625,917.96875,926.829268292683,0.0
890.625,882.8125,878.0487804878048,0.0
878.90625,886.71875,878.0487804878048,0.0
886.71875,886.71875,887.8048780487804,0.0
863.28125,859.375,858.5365853658536,0.0
882.8125,886.71875,897.560975609756,0.0
929.6875,929.6875,926.829268292683,0.0
925.78125,929.6875,917.0731707317074,0.0
949.21875,945.3125,936.5853658536586,0.0
976.5625,972.65625,975.609756097561,0.0
917.96875,929.6875,917.0731707317074,0.0
929.6875,921.875,936.5853658536586,0.0
933.59375,933.59375,917.0731707317074,0.0
917.96875,917.96875,936.5853658536586,0.0
894.53125,894.53125,878.0487804878048,0.0
882.8125,882.8125,868.2926829268292,0.0
878.90625,882.8125,907.3170731707318,0.0
894.53125,890.625,887.8048780487804,0.0
894.53125,894.53125,878.0487804878048,0.0
902.34375,902.34375,917.0731707317074,0.0
890.625,890.625,878.0487804878048,0.0
886.71875,882.8125,887.8048780487804,0.0
882.8125,886.71875,887.8048780487804,0.0
925.78125,921.875,917.0731707317074,0.0
906.25,906.25,887.8048780487804,0.0
925.78125,925.78125,936.5853658536586,0.0
914.0625,917.96875,917.0731707317074,0.0
898.4375,898.4375,887.8048780487804,0.0
882.8125,882.8125,887.8048780487804,0.0
851.5625,851.5625,858.5365853658536,0.0
824.21875,832.03125,829.2682926829268,0.0
804.6875,800.78125,790.2439024390244,0.0
835.9375,832.03125,839.0243902439024,0.0
851.5625,855.46875,858.5365853658536,0.0
898.4375,890.625,897.560975609756,0.0
906.25,910.15625,887.8048780487804,0.0
