valley_location,PPI
20.0,0.0
106.0,839.0243902439024
204.0,956.0975609756098
385.0,1765.8536585365853
462.0,751.219512195122
549.0,848.780487804878
631.0,800.0
714.0,809.7560975609756
804.0,878.0487804878048
886.0,800.0
973.0,848.780487804878
1054.0,790.2439024390244
1137.0,809.7560975609756
1221.0,819.5121951219512
1305.0,819.5121951219512
1384.0,770.7317073170732
1466.0,800.0
1549.0,809.7560975609756
1633.0,819.5121951219512
1717.0,819.5121951219512
1800.0,809.7560975609756
1881.0,790.2439024390244
1964.0,809.7560975609756
2050.0,839.0243902439024
2131.0,790.2439024390244
2211.0,780.4878048780488
2292.0,790.2439024390244
2378.0,839.0243902439024
2457.0,770.7317073170732
2534.0,751.219512195122
2610.0,741.4634146341464
2690.0,780.4878048780488
2771.0,790.2439024390244
2854.0,809.7560975609756
2936.0,800.0
3020.0,819.5121951219512
3103.0,809.7560975609756
3187.0,819.5121951219512
3268.0,790.2439024390244
3348.0,780.4878048780488
3428.0,780.4878048780488
3505.0,751.219512195122
3582.0,751.219512195122
3666.0,819.5121951219512
3748.0,800.0
3840.0,897.560975609756
3924.0,819.5121951219512
4014.0,878.0487804878048
4102.0,858.5365853658536
4190.0,858.5365853658536
4273.0,809.7560975609756
4360.0,848.780487804878
4443.0,809.7560975609756
4530.0,848.780487804878
4612.0,800.0
4693.0,790.2439024390244
4775.0,800.0
4863.0,858.5365853658536
4950.0,848.780487804878
5036.0,839.0243902439024
5123.0,848.780487804878
5211.0,858.5365853658536
5297.0,839.0243902439024
5378.0,790.2439024390244
5461.0,809.7560975609756
5544.0,809.7560975609756
5625.0,790.2439024390244
5712.0,848.780487804878
5796.0,819.5121951219512
5881.0,829.2682926829268
5962.0,790.2439024390244
6042.0,780.4878048780488
6116.0,721.9512195121952
6188.0,702.439024390244
6266.0,760.9756097560976
6339.0,712.1951219512196
6411.0,702.439024390244
6487.0,741.4634146341464
6566.0,770.7317073170732
6648.0,800.0
6732.0,819.5121951219512
6814.0,800.0
6896.0,800.0
6977.0,790.2439024390244
7062.0,829.2682926829268
7146.0,819.5121951219512
7230.0,819.5121951219512
7316.0,839.0243902439024
7407.0,887.8048780487804
7494.0,848.780487804878
7581.0,848.780487804878
7668.0,848.780487804878
7754.0,839.0243902439024
7838.0,819.5121951219512
7923.0,829.2682926829268
8007.0,819.5121951219512
8089.0,800.0
8173.0,819.5121951219512
8258.0,829.2682926829268
8341.0,809.7560975609756
8423.0,800.0
8504.0,790.2439024390244
8590.0,839.0243902439024
8676.0,839.0243902439024
8764.0,858.5365853658536
8851.0,848.780487804878
8939.0,858.5365853658536
9029.0,878.0487804878048
9120.0,887.8048780487804
9210.0,878.0487804878048
9297.0,848.780487804878
9380.0,809.7560975609756
9464.0,819.5121951219512
9545.0,790.2439024390244
9624.0,770.7317073170732
9706.0,800.0
9790.0,819.5121951219512
9879.0,868.2926829268292
9970.0,887.8048780487804
10060.0,878.0487804878048
10149.0,868.2926829268292
10240.0,887.8048780487804
10357.0,1141.4634146341464
10467.0,1073.1707317073171
10564.0,946.3414634146342
10646.0,800.0
10718.0,702.439024390244
10782.0,624.390243902439
10860.0,760.9756097560976
10923.0,614.6341463414634
11015.0,897.560975609756
11099.0,819.5121951219512
11199.0,975.609756097561
