Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
33.515,35.185,33.183,39.425,32.905,35.084
33.498000000000005,35.134,33.228,39.263000000000005,32.915,34.998000000000005
33.485,35.084,33.29,39.104,32.941,34.914
33.479,35.034,33.371,38.946,32.984,34.832
33.48,34.986,33.472,38.789,33.049,34.751999999999995
33.492,34.938,33.594,38.633,33.135999999999996,34.675
33.515,34.891,33.738,38.477,33.248000000000005,34.603
33.551,34.846,33.904,38.32,33.385999999999996,34.535
33.602,34.802,34.091,38.163000000000004,33.551,34.473
33.669000000000004,34.758,34.296,38.005,33.744,34.417
33.751999999999995,34.715,34.519,37.847,33.963,34.368
33.852,34.671,34.756,37.69,34.208,34.325
33.968,34.629,35.003,37.534,34.476,34.289
34.1,34.586,35.258,37.38,34.766,34.260999999999996
34.245,34.544000000000004,35.516999999999996,37.229,35.074,34.239000000000004
34.403,34.501999999999995,35.775,37.082,35.397,34.224000000000004
34.571999999999996,34.461,36.029,36.941,35.731,34.217
34.748000000000005,34.419000000000004,36.275,36.806,36.07,34.216
34.93,34.379,36.51,36.679,36.413000000000004,34.222
35.114000000000004,34.338,36.73,36.56,36.753,34.234
35.298,34.299,36.933,36.451,37.088,34.251
35.479,34.26,37.117,36.352,37.413000000000004,34.274
35.655,34.221,37.28,36.263000000000005,37.724000000000004,34.301
35.824,34.183,37.421,36.185,38.018,34.332
35.982,34.146,37.539,36.118,38.293,34.367
36.129,34.108000000000004,37.634,36.062,38.546,34.403
36.263000000000005,34.069,37.708,36.016999999999996,38.774,34.442
36.383,34.029,37.76,35.982,38.977,34.48
36.488,33.989000000000004,37.792,35.957,39.153,34.519
36.578,33.948,37.806999999999995,35.94,39.301,34.556999999999995
36.654,33.908,37.804,35.931999999999995,39.422,34.594
36.714,33.867,37.786,35.93,39.516,34.63
36.759,33.827,37.755,35.934,39.583,34.664
36.79,33.788000000000004,37.711999999999996,35.943000000000005,39.625,34.696
36.809,33.75,37.66,35.955,39.644,34.725
36.816,33.711999999999996,37.598,35.969,39.641,34.751999999999995
36.811,33.676,37.53,35.984,39.62,34.775
36.798,33.641,37.455999999999996,36.0,39.582,34.793
36.775999999999996,33.607,37.378,36.015,39.529,34.806999999999995
36.747,33.574,37.296,36.029,39.465,34.817
36.711999999999996,33.543,37.211999999999996,36.04,39.389,34.821999999999996
36.671,33.512,37.126999999999995,36.049,39.306,34.821999999999996
36.626,33.483000000000004,37.041,36.054,39.216,34.818000000000005
36.577,33.454,36.955,36.056,39.122,34.81
36.524,33.427,36.87,36.055,39.024,34.797
36.469,33.399,36.787,36.048,38.926,34.781
36.412,33.372,36.705,36.037,38.827,34.76
36.353,33.345,36.625,36.02,38.729,34.736
36.292,33.318000000000005,36.547,35.998000000000005,38.633,34.709
36.231,33.291,36.472,35.971,38.538000000000004,34.679
36.17,33.264,36.399,35.938,38.445,34.646
36.109,33.236999999999995,36.329,35.899,38.353,34.611
36.048,33.21,36.262,35.854,38.264,34.574
35.988,33.183,36.196999999999996,35.803000000000004,38.176,34.536
35.928000000000004,33.157,36.134,35.747,38.092,34.495
35.869,33.133,36.071999999999996,35.684,38.009,34.453
35.811,33.111999999999995,36.012,35.615,37.93,34.411
35.751999999999995,33.096,35.952,35.541,37.852,34.367
35.694,33.086,35.891999999999996,35.461,37.775999999999996,34.323
35.637,33.085,35.83,35.376999999999995,37.702,34.279
35.58,33.095,35.768,35.29,37.629,34.236
35.525,33.119,35.705,35.2,37.556,34.193000000000005
35.471,33.159,35.641,35.107,37.482,34.15
35.418,33.219,35.578,35.014,37.407,34.109
35.368,33.3,35.515,34.921,37.330999999999996,34.068000000000005
35.319,33.404,35.453,34.83,37.255,34.027
35.273,33.534,35.393,34.74,37.178000000000004,33.988
35.229,33.688,35.336999999999996,34.654,37.102,33.948
35.188,33.869,35.284,34.571,37.027,33.91
35.149,34.074,35.235,34.494,36.953,33.873000000000005
35.113,34.302,35.191,34.421,36.882,33.836999999999996
35.080999999999996,34.551,35.152,34.353,36.815,33.803000000000004
35.051,34.818000000000005,35.118,34.289,36.751,33.77
35.025999999999996,35.099000000000004,35.089,34.229,36.693000000000005,33.74
35.004,35.39,35.065,34.172,36.64,33.711999999999996
34.986999999999995,35.689,35.047,34.118,36.592,33.686
34.974000000000004,35.99,35.033,34.066,36.55,33.662
34.966,36.29,35.025,34.016,36.515,33.64
34.961,36.585,35.021,33.966,36.485,33.619
34.961,36.87,35.021,33.918,36.461999999999996,33.6
34.965,37.143,35.025,33.868,36.444,33.582
34.972,37.4,35.033,33.819,36.433,33.566
34.982,37.639,35.043,33.768,36.426,33.55
34.994,37.858000000000004,35.056,33.717,36.424,33.535
35.009,38.055,35.069,33.665,36.427,33.52
35.025,38.23,35.083,33.611999999999995,36.433,33.506
35.042,38.381,35.098,33.558,36.442,33.491
35.061,38.508,35.111,33.501999999999995,36.453,33.475
35.079,38.613,35.123000000000005,33.444,36.466,33.459
35.098,38.695,35.133,33.385,36.479,33.442
35.115,38.754,35.141,33.325,36.494,33.424
35.132,38.792,35.147,33.264,36.508,33.407
35.147,38.811,35.149,33.201,36.523,33.389
35.16,38.813,35.147,33.137,36.536,33.372
35.171,38.798,35.141999999999996,33.071999999999996,36.547,33.355
35.18,38.768,35.134,33.005,36.556999999999995,33.338
35.187,38.725,35.123000000000005,32.937,36.564,33.321
35.192,38.671,35.108000000000004,32.869,36.567,33.303000000000004
35.194,38.607,35.091,32.799,36.567,33.285
35.194,38.535,35.071,32.729,36.563,33.266999999999996
35.191,38.455,35.048,32.659,36.554,33.249
35.187,38.37,35.023,32.59,36.54,33.23
35.18,38.28,34.995,32.522,36.521,33.211
35.17,38.186,34.965,32.455999999999996,36.496,33.192
35.159,38.089,34.931999999999995,32.394,36.465,33.173
35.145,37.991,34.896,32.336,36.428000000000004,33.154
35.129,37.89,34.858000000000004,32.281,36.385999999999996,33.135999999999996
35.11,37.788000000000004,34.818000000000005,32.231,36.339,33.12
35.09,37.684,34.775999999999996,32.184,36.287,33.105
35.068000000000005,37.579,34.732,32.141999999999996,36.231,33.093
35.044000000000004,37.474000000000004,34.687,32.104,36.17,33.085
35.019,37.368,34.641,32.069,36.106,33.082
34.993,37.260999999999996,34.593,32.037,36.038000000000004,33.086999999999996
34.966,37.154,34.545,32.008,35.968,33.102
34.937,37.046,34.496,31.980999999999998,35.897,33.129
34.908,36.938,34.448,31.956,35.824,33.171
