Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-1527319.0,-1437489.0,-1440441.0,-1426031.0,-1409767.0,-1404439.0
-1527585.0,-1437577.0,-1440739.0,-1426105.0,-1409395.0,-1404111.0
-1528343.0,-1437547.0,-1440531.0,-1426611.0,-1410211.0,-1404201.0
-1528283.0,-1437251.0,-1441139.0,-1426551.0,-1410123.0,-1404543.0
-1528149.0,-1438067.0,-1441613.0,-1427293.0,-1410389.0,-1404957.0
-1528343.0,-1437533.0,-1441317.0,-1427381.0,-1410583.0,-1404647.0
-1529173.0,-1437977.0,-1441643.0,-1427559.0,-1410745.0,-1404721.0
-1528817.0,-1437919.0,-1442133.0,-1428139.0,-1411131.0,-1404601.0
-1528699.0,-1437325.0,-1442253.0,-1428123.0,-1410463.0,-1404467.0
-1529425.0,-1437859.0,-1442327.0,-1428465.0,-1410523.0,-1404483.0
-1530197.0,-1437785.0,-1442237.0,-1428643.0,-1410865.0,-1404261.0
-1530375.0,-1437681.0,-1442831.0,-1429119.0,-1411175.0,-1403265.0
-1530331.0,-1437207.0,-1443009.0,-1429385.0,-1411221.0,-1402583.0
-1530109.0,-1437977.0,-1442935.0,-1429965.0,-1411607.0,-1402509.0
-1530405.0,-1437859.0,-1443247.0,-1430275.0,-1411859.0,-1401411.0
-1530939.0,-1437547.0,-1443543.0,-1430795.0,-1411799.0,-1400297.0
-1531087.0,-1437993.0,-1443839.0,-1430453.0,-1411621.0,-1399289.0
-1531207.0,-1438215.0,-1443751.0,-1431345.0,-1412393.0,-1398175.0
-1532007.0,-1438335.0,-1444433.0,-1431581.0,-1412407.0,-1397581.0
-1531369.0,-1438231.0,-1444359.0,-1431627.0,-1412675.0,-1396973.0
-1531859.0,-1438453.0,-1445161.0,-1432353.0,-1412779.0,-1395861.0
-1532289.0,-1438111.0,-1445383.0,-1432487.0,-1412941.0,-1395297.0
-1533091.0,-1438779.0,-1445991.0,-1432413.0,-1413343.0,-1395089.0
-1533077.0,-1438453.0,-1445695.0,-1433199.0,-1412897.0,-1394049.0
-1533255.0,-1439239.0,-1446451.0,-1433421.0,-1413031.0,-1393589.0
-1533433.0,-1439343.0,-1446941.0,-1433779.0,-1413417.0,-1394049.0
-1534279.0,-1439759.0,-1447343.0,-1433927.0,-1413283.0,-1393145.0
