Resting_ECG,Resting_PPG,Resting_GSR
-0.597,32.45,3.1830000000000003
-0.5,32.429,3.1839999999999997
-0.39899999999999997,32.407,3.1839999999999997
-0.34600000000000003,32.384,3.1839999999999997
-0.28,32.361,3.1830000000000003
-0.249,32.336999999999996,3.1839999999999997
-0.212,32.313,3.1839999999999997
-0.17,32.287,3.1830000000000003
-0.08900000000000001,32.262,3.1830000000000003
-0.0,32.235,3.182
0.075,32.207,3.1830000000000003
0.131,32.178000000000004,3.1830000000000003
0.18899999999999997,32.149,3.1830000000000003
0.19399999999999998,32.121,3.1830000000000003
0.209,32.093,3.1839999999999997
0.233,32.067,3.1839999999999997
0.221,32.041,3.1830000000000003
0.214,32.016,3.1830000000000003
0.22899999999999998,31.991999999999997,3.1830000000000003
0.22399999999999998,31.968000000000004,3.1839999999999997
0.225,31.943,3.1830000000000003
0.23600000000000002,31.916999999999998,3.1830000000000003
0.265,31.889,3.1830000000000003
0.244,31.858,3.1839999999999997
0.218,31.826,3.1830000000000003
0.244,31.794,3.1830000000000003
0.248,31.761,3.182
0.247,31.729,3.182
0.237,31.698,3.182
0.251,31.668000000000003,3.182
0.25,31.636,3.182
0.25,31.604,3.182
0.259,31.57,3.182
0.24100000000000002,31.535,3.181
0.23800000000000002,31.499000000000002,3.181
0.247,31.464000000000002,3.181
0.24,31.429000000000002,3.181
0.212,31.395,3.181
0.221,31.363000000000003,3.181
0.258,31.331,3.181
0.242,31.301,3.181
0.20600000000000002,31.27,3.181
0.21600000000000003,31.24,3.18
0.23,31.211,3.181
0.2,31.183000000000003,3.181
0.195,31.159000000000002,3.181
0.18100000000000002,31.141,3.18
0.165,31.131,3.18
0.18,31.131999999999998,3.18
0.18,31.148000000000003,3.181
0.153,31.183000000000003,3.181
0.14400000000000002,31.239,3.18
0.163,31.322,3.181
0.14300000000000002,31.436,3.181
0.124,31.584,3.181
0.13699999999999998,31.77,3.181
0.142,31.996,3.181
0.11900000000000001,32.265,3.181
0.11699999999999999,32.577,3.18
0.115,32.931999999999995,3.18
0.109,33.327,3.181
0.10400000000000001,33.759,3.181
0.09699999999999999,34.225,3.181
0.086,34.719,3.18
0.063,35.235,3.18
0.055999999999999994,35.766999999999996,3.18
0.033,36.309,3.18
-0.009000000000000001,36.854,3.18
-0.02,37.396,3.179
-0.012,37.927,3.179
-0.039,38.442,3.18
-0.059000000000000004,38.935,3.18
-0.065,39.4,3.18
-0.057999999999999996,39.835,3.18
-0.08900000000000001,40.236,3.18
-0.12300000000000001,40.601,3.18
-0.122,40.927,3.179
-0.131,41.216,3.18
