RRI_inf,PPI_inf,PPI_pix,label
1070.3125,1058.59375,1070.0,0.0
1074.21875,1082.03125,1060.0,0.0
1062.5,1046.875,1050.0,0.0
1082.03125,1089.84375,1100.0,0.0
960.9375,964.84375,900.0,0.0
1050.78125,1046.875,1120.0,0.0
1093.75,1089.84375,1070.0,0.0
1093.75,1093.75,1100.0,0.0
1082.03125,1085.9375,1070.0,0.0
1078.125,1085.9375,1110.0,0.0
1046.875,1046.875,1030.0,0.0
921.875,921.875,930.0,0.0
1011.71875,1003.90625,990.0,0.0
910.15625,906.25,920.0,0.0
1046.875,1031.25,1040.0,0.0
988.28125,1000.0,990.0,0.0
957.03125,960.9375,960.0,0.0
1000.0,1000.0,990.0,0.0
972.65625,980.46875,980.0,0.0
1015.625,1003.90625,1010.0,0.0
1023.4375,1031.25,1020.0,0.0
988.28125,984.375,1000.0,0.0
933.59375,929.6875,940.0,0.0
937.5,945.3125,930.0,0.0
914.0625,910.15625,900.0,0.0
992.1875,988.28125,1000.0,0.0
1042.96875,1046.875,1050.0,0.0
1019.53125,1015.625,1000.0,0.0
1082.03125,1089.84375,1090.0,0.0
1027.34375,1027.34375,1020.0,0.0
1136.71875,1132.8125,1130.0,0.0
1062.5,1066.40625,1070.0,0.0
1125.0,1121.09375,1120.0,0.0
1113.28125,1128.90625,1110.0,0.0
1054.6875,1042.96875,1050.0,0.0
1144.53125,1140.625,1140.0,0.0
1089.84375,1101.5625,1100.0,0.0
1136.71875,1128.90625,1130.0,0.0
1101.5625,1121.09375,1110.0,0.0
1109.375,1093.75,1100.0,0.0
1089.84375,1097.65625,1080.0,0.0
1093.75,1085.9375,1100.0,0.0
1074.21875,1082.03125,1070.0,0.0
1101.5625,1089.84375,1110.0,0.0
1128.90625,1136.71875,1120.0,0.0
1148.4375,1144.53125,1140.0,0.0
1152.34375,1164.0625,1170.0,0.0
1132.8125,1128.90625,1140.0,0.0
1164.0625,1164.0625,1150.0,0.0
1125.0,1125.0,1110.0,0.0
1148.4375,1148.4375,1150.0,0.0
1121.09375,1125.0,1130.0,0.0
1109.375,1097.65625,1100.0,0.0
1074.21875,1093.75,1100.0,0.0
1058.59375,1039.0625,1020.0,0.0
1023.4375,1007.8125,770.0,0.0
1058.59375,1054.6875,1310.0,0.0
1058.59375,1070.3125,1080.0,0.0
980.46875,972.65625,950.0,0.0
1046.875,1050.78125,1030.0,0.0
1046.875,1039.0625,1060.0,0.0
1093.75,1089.84375,1100.0,0.0
1085.9375,1101.5625,1100.0,0.0
1054.6875,1046.875,1040.0,0.0
1066.40625,1074.21875,1090.0,0.0
1054.6875,1039.0625,1040.0,0.0
996.09375,1019.53125,1010.0,0.0
957.03125,937.5,690.0,0.0
1015.625,1023.4375,700.0,0.0
1011.71875,1003.90625,1540.0,0.0
1085.9375,1093.75,1100.0,0.0
1082.03125,1070.3125,1090.0,0.0
1078.125,1089.84375,1080.0,0.0
1046.875,1062.5,1060.0,0.0
953.125,937.5,940.0,0.0
1000.0,992.1875,990.0,0.0
996.09375,1003.90625,1000.0,0.0
992.1875,988.28125,980.0,0.0
960.9375,964.84375,980.0,0.0
1000.0,1003.90625,990.0,0.0
1027.34375,1019.53125,1030.0,0.0
1113.28125,1117.1875,1110.0,0.0
1101.5625,1097.65625,1100.0,0.0
1160.15625,1156.25,1150.0,0.0
1144.53125,1152.34375,1150.0,0.0
1132.8125,1136.71875,1140.0,0.0
1082.03125,1097.65625,1090.0,0.0
1011.71875,1015.625,1010.0,0.0
1031.25,1011.71875,1010.0,0.0
1015.625,1019.53125,1020.0,0.0
1011.71875,1015.625,1020.0,0.0
953.125,949.21875,960.0,0.0
1035.15625,1027.34375,1000.0,0.0
1058.59375,1066.40625,1060.0,0.0
988.28125,996.09375,1000.0,0.0
1054.6875,1054.6875,1040.0,0.0
1031.25,1019.53125,1020.0,0.0
1085.9375,1078.125,1100.0,0.0
1066.40625,1078.125,1060.0,0.0
1078.125,1078.125,1090.0,0.0
992.1875,992.1875,990.0,0.0
1046.875,1039.0625,1040.0,0.0
1074.21875,1078.125,1070.0,0.0
1023.4375,1039.0625,1030.0,0.0
1035.15625,1027.34375,1030.0,0.0
1046.875,1050.78125,1060.0,0.0
980.46875,964.84375,970.0,0.0
