RRI_inf,PPI_inf,PPI_pix,label
902.34375,914.0625,920,0
808.59375,824.21875,810,0
867.1875,828.125,830,0
929.6875,921.875,920,0
996.09375,984.375,990,0
1031.25,1031.25,1040,0
1015.625,1015.625,1000,0
937.5,949.21875,950,0
929.6875,929.6875,940,0
882.8125,886.71875,880,0
894.53125,898.4375,890,0
847.65625,835.9375,840,0
851.5625,855.46875,850,0
863.28125,863.28125,860,0
839.84375,839.84375,840,0
886.71875,882.8125,880,0
914.0625,917.96875,920,0
914.0625,917.96875,910,0
933.59375,929.6875,930,0
941.40625,941.40625,940,0
910.15625,914.0625,910,0
886.71875,890.625,890,0
855.46875,867.1875,860,0
847.65625,878.90625,840,0
843.75,816.40625,820,0
867.1875,851.5625,680,1
917.96875,921.875,1140,1
957.03125,957.03125,950,0
1000,996.09375,990,0
1003.90625,1003.90625,1000,0
957.03125,968.75,960,0
917.96875,914.0625,920,0
957.03125,953.125,950,0
972.65625,976.5625,980,0
914.0625,917.96875,910,0
960.9375,957.03125,960,0
968.75,968.75,970,0
929.6875,937.5,930,0
968.75,964.84375,970,0
980.46875,980.46875,970,0
949.21875,953.125,960,0
957.03125,949.21875,950,0
949.21875,953.125,940,0
937.5,941.40625,940,0
964.84375,960.9375,960,0
1000,1000,1000,0
976.5625,980.46875,990,0
968.75,960.9375,950,0
976.5625,980.46875,990,0
933.59375,937.5,930,0
933.59375,917.96875,920,0
972.65625,976.5625,980,0
984.375,988.28125,980,0
925.78125,921.875,930,0
984.375,980.46875,980,0
996.09375,1003.90625,1000,0
945.3125,937.5,930,0
1011.71875,1011.71875,1020,0
992.1875,996.09375,990,0
929.6875,929.6875,930,0
996.09375,992.1875,990,0
976.5625,984.375,980,0
898.4375,894.53125,900,0
925.78125,921.875,910,0
964.84375,972.65625,980,0
917.96875,917.96875,910,0
984.375,976.5625,980,0
1011.71875,1015.625,1010,0
957.03125,960.9375,960,0
1015.625,1007.8125,1000,0
1019.53125,1027.34375,1040,0
921.875,929.6875,920,0
976.5625,964.84375,970,0
1019.53125,1019.53125,1010,0
945.3125,953.125,960,0
949.21875,945.3125,940,0
1023.4375,1019.53125,1020,0
976.5625,980.46875,980,0
1011.71875,1007.8125,1000,0
1035.15625,1035.15625,1040,0
957.03125,960.9375,960,0
1000,996.09375,1000,0
1023.4375,1027.34375,1020,0
937.5,937.5,940,0
945.3125,937.5,940,0
949.21875,953.125,950,0
863.28125,859.375,850,0
898.4375,890.625,910,0
968.75,972.65625,960,0
902.34375,902.34375,910,0
1007.8125,1003.90625,1000,0
992.1875,988.28125,980,0
1093.75,1097.65625,1110,0
1000,1003.90625,990,0
1058.59375,1054.6875,1050,0
1082.03125,1089.84375,1100,0
992.1875,992.1875,990,0
1046.875,1042.96875,1040,0
996.09375,1003.90625,1000,0
1015.625,1007.8125,1000,0
1027.34375,1023.4375,1040,0
984.375,996.09375,980,0
1031.25,1023.4375,1030,0
1054.6875,1050.78125,1040,0
1003.90625,1007.8125,1010,0
1058.59375,1046.875,1050,0
1085.9375,1093.75,1100,0
1050.78125,1042.96875,1040,0
1183.59375,1191.40625,1190,0
1089.84375,1089.84375,1090,0
1125,1132.8125,1130,0
1097.65625,1093.75,1080,0
1078.125,1082.03125,1090,0
1000,996.09375,990,0
1082.03125,1082.03125,1090,0
