valley_location,PPI
82,0
185,1030
280,950
377,970
469,920
643,1740
732,890
828,960
918,900
1018,1000
1121,1030
1226,1050
1340,1140
1446,1060
1554,1080
1655,1010
1763,1080
1860,970
1961,1010
2057,960
2160,1030
2263,1030
2365,1020
2475,1100
2576,1010
2683,1070
2779,960
2878,990
2979,1010
3086,1070
3197,1110
3307,1100
3416,1090
3516,1000
3625,1090
3723,980
3829,1060
3932,1030
4036,1040
4145,1090
4245,1000
4352,1070
4455,1030
4562,1070
4667,1050
4775,1080
4882,1070
4992,1100
5101,1090
5205,1040
5312,1070
5413,1010
5517,1040
5617,1000
5715,980
5807,920
5906,990
6005,990
6099,940
6199,1000
6296,970
6397,1010
6501,1040
6606,1050
6714,1080
6814,1000
6922,1080
7030,1080
7133,1030
7240,1070
7340,1000
7447,1070
7556,1090
7661,1050
7777,1160
7883,1060
7996,1130
8108,1120
8216,1080
8327,1110
8429,1020
8534,1050
8628,940
8700,720
8805,1050
8902,970
8998,960
9106,1080
9207,1010
9318,1110
9425,1070
9536,1110
9644,1080
9751,1070
9858,1070
9958,1000
10061,1030
10156,950
10254,980
10352,980
10450,980
10555,1050
10652,970
10747,950
10851,1040
10955,1040
11052,970
11157,1050
