valley_location,PPI
51.0,0.0
139.0,880.0
223.0,840.0
311.0,880.0
401.0,900.0
491.0,900.0
576.0,850.0
661.0,850.0
749.0,880.0
837.0,880.0
923.0,860.0
1008.0,850.0
1091.0,830.0
1171.0,800.0
1252.0,810.0
1334.0,820.0
1416.0,820.0
1497.0,810.0
1574.0,770.0
1652.0,780.0
1734.0,820.0
1821.0,870.0
1909.0,880.0
1997.0,880.0
2092.0,950.0
2183.0,910.0
2276.0,930.0
2361.0,850.0
2451.0,900.0
2542.0,910.0
2630.0,880.0
2718.0,880.0
2804.0,860.0
2897.0,930.0
2990.0,930.0
3083.0,930.0
3176.0,930.0
3270.0,940.0
3362.0,920.0
3449.0,870.0
3540.0,910.0
3625.0,850.0
3715.0,900.0
3808.0,930.0
3903.0,950.0
3997.0,940.0
4091.0,940.0
4187.0,960.0
4281.0,940.0
4370.0,890.0
4460.0,900.0
4547.0,870.0
4635.0,880.0
4721.0,860.0
4813.0,920.0
4904.0,910.0
5000.0,960.0
5081.0,810.0
5179.0,980.0
5265.0,860.0
5356.0,910.0
5443.0,870.0
5529.0,860.0
5614.0,850.0
5695.0,810.0
5775.0,800.0
5849.0,740.0
5924.0,750.0
5997.0,730.0
6072.0,750.0
6149.0,770.0
6231.0,820.0
6311.0,800.0
6391.0,800.0
6471.0,800.0
6554.0,830.0
6638.0,840.0
6721.0,830.0
6803.0,820.0
6889.0,860.0
6972.0,830.0
7058.0,860.0
7143.0,850.0
7229.0,860.0
7315.0,860.0
7395.0,800.0
7475.0,800.0
7556.0,810.0
7638.0,820.0
7718.0,800.0
7801.0,830.0
7889.0,880.0
7972.0,830.0
8058.0,860.0
8147.0,890.0
8235.0,880.0
8320.0,850.0
8406.0,860.0
8492.0,860.0
8577.0,850.0
8653.0,760.0
8733.0,800.0
8812.0,790.0
8883.0,710.0
8960.0,770.0
9041.0,810.0
9119.0,780.0
9205.0,860.0
9295.0,900.0
9387.0,920.0
9476.0,890.0
9570.0,940.0
9660.0,900.0
9746.0,860.0
9828.0,820.0
9910.0,820.0
9992.0,820.0
10078.0,860.0
10157.0,790.0
10245.0,880.0
10333.0,880.0
10422.0,890.0
10503.0,810.0
10587.0,840.0
10674.0,870.0
10760.0,860.0
10844.0,840.0
10932.0,880.0
11023.0,910.0
11116.0,930.0
11203.0,870.0
