valley_location,PPI
3.0,0.0
99.0,960.0
191.0,920.0
281.0,900.0
370.0,890.0
462.0,920.0
551.0,890.0
640.0,890.0
733.0,930.0
821.0,880.0
904.0,830.0
984.0,800.0
1071.0,870.0
1158.0,870.0
1253.0,950.0
1353.0,1000.0
1454.0,1010.0
1553.0,990.0
1650.0,970.0
1743.0,930.0
1836.0,930.0
1925.0,890.0
2017.0,920.0
2112.0,950.0
2208.0,960.0
2305.0,970.0
2397.0,920.0
2492.0,950.0
2586.0,940.0
2672.0,860.0
2760.0,880.0
2840.0,800.0
2918.0,780.0
2997.0,790.0
3078.0,810.0
3155.0,770.0
3235.0,800.0
3321.0,860.0
3409.0,880.0
3500.0,910.0
3591.0,910.0
3679.0,880.0
3768.0,890.0
3860.0,920.0
3951.0,910.0
4040.0,890.0
4126.0,860.0
4216.0,900.0
4304.0,880.0
4398.0,940.0
4491.0,930.0
4580.0,890.0
4672.0,920.0
4766.0,940.0
4853.0,870.0
4937.0,840.0
5026.0,890.0
5112.0,860.0
5202.0,900.0
5287.0,850.0
5376.0,890.0
5458.0,820.0
5537.0,790.0
5619.0,820.0
5698.0,790.0
5780.0,820.0
5865.0,850.0
5950.0,850.0
6038.0,880.0
6118.0,800.0
6199.0,810.0
6276.0,770.0
6364.0,880.0
6461.0,970.0
6563.0,1020.0
6661.0,980.0
6753.0,920.0
6840.0,870.0
6923.0,830.0
7010.0,870.0
7101.0,910.0
7193.0,920.0
7292.0,990.0
7391.0,990.0
7493.0,1020.0
7591.0,980.0
7685.0,940.0
7780.0,950.0
7873.0,930.0
7960.0,870.0
8051.0,910.0
8141.0,900.0
8231.0,900.0
8326.0,950.0
8419.0,930.0
8512.0,930.0
8604.0,920.0
8694.0,900.0
8782.0,880.0
8868.0,860.0
8950.0,820.0
9032.0,820.0
9116.0,840.0
9198.0,820.0
9282.0,840.0
9363.0,810.0
9443.0,800.0
9519.0,760.0
9599.0,800.0
9678.0,790.0
9759.0,810.0
9842.0,830.0
9931.0,890.0
10026.0,950.0
10121.0,950.0
10217.0,960.0
10308.0,910.0
10398.0,900.0
10484.0,860.0
10569.0,850.0
10652.0,830.0
10739.0,870.0
10825.0,860.0
10911.0,860.0
10990.0,790.0
11071.0,810.0
11155.0,840.0
