Resting_ECG,Resting_PPG,Resting_GSR
0.10800000000000001,35.354,1.5030000000000001
0.11199999999999999,35.365,1.504
0.113,35.376,1.5030000000000001
0.113,35.387,1.5019999999999998
0.113,35.396,1.5019999999999998
0.12300000000000001,35.405,1.5030000000000001
0.11699999999999999,35.413000000000004,1.5030000000000001
0.121,35.42,1.501
0.121,35.426,1.501
0.13699999999999998,35.431999999999995,1.5019999999999998
0.159,35.438,1.5019999999999998
0.18,35.443000000000005,1.501
0.21,35.446,1.5
0.21,35.45,1.501
0.215,35.452,1.501
0.222,35.454,1.501
0.23399999999999999,35.455,1.5
0.255,35.457,1.5
0.292,35.458,1.501
0.298,35.458,1.5
0.289,35.459,1.499
0.28,35.458,1.499
0.259,35.455999999999996,1.5
0.222,35.452,1.5
0.209,35.446,1.499
0.2,35.438,1.4980000000000002
0.18899999999999997,35.427,1.499
0.166,35.414,1.499
0.14400000000000002,35.398,1.4980000000000002
0.107,35.38,1.4969999999999999
0.08800000000000001,35.36,1.4980000000000002
0.064,35.338,1.4980000000000002
0.051,35.315,1.4980000000000002
0.047,35.291,1.4969999999999999
0.042,35.268,1.4969999999999999
0.039,35.246,1.4980000000000002
0.043,35.225,1.4980000000000002
0.045,35.205,1.496
0.046,35.186,1.496
0.051,35.168,1.4969999999999999
0.051,35.150999999999996,1.4969999999999999
0.053,35.134,1.496
0.053,35.119,1.495
0.057,35.104,1.496
0.053,35.089,1.4969999999999999
0.057,35.076,1.496
0.059000000000000004,35.063,1.495
0.064,35.05,1.495
0.064,35.039,1.496
0.064,35.027,1.496
0.063,35.014,1.495
0.067,35.001,1.495
0.085,34.986999999999995,1.496
0.159,34.97,1.496
0.292,34.952,1.494
0.494,34.933,1.494
0.769,34.913000000000004,1.495
1.0979999999999999,34.891999999999996,1.495
1.445,34.872,1.494
1.389,34.852,1.494
0.85,34.833,1.494
0.081,34.815,1.495
-0.81,34.798,1.494
-1.7369999999999999,34.782,1.493
-2.29,34.768,1.493
-2.427,34.754,1.494
-2.285,34.743,1.493
