Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
37.555,35.468,36.663000000000004,35.423,36.125,36.966
37.488,35.46,36.645,35.429,36.15,36.931
37.422,35.45,36.63,35.436,36.173,36.897
37.356,35.437,36.618,35.443000000000005,36.193000000000005,36.861999999999995
37.291,35.42,36.61,35.451,36.211999999999996,36.827
37.226,35.399,36.606,35.458,36.229,36.792
37.161,35.376,36.606,35.464,36.243,36.756
37.098,35.349000000000004,36.61,35.468,36.255,36.72
37.035,35.32,36.617,35.472,36.266,36.681999999999995
36.974000000000004,35.288000000000004,36.629,35.474000000000004,36.275999999999996,36.644
36.914,35.256,36.645,35.475,36.285,36.605
36.856,35.222,36.665,35.476,36.294000000000004,36.566
36.8,35.19,36.688,35.477,36.304,36.528
36.746,35.158,36.715,35.477,36.315,36.489000000000004
36.695,35.129,36.744,35.476,36.326,36.45
36.645,35.103,36.775,35.475,36.336999999999996,36.412
36.597,35.080999999999996,36.806,35.472,36.348,36.375
36.548,35.063,36.836999999999996,35.469,36.359,36.34
36.5,35.051,36.867,35.465,36.369,36.306999999999995
36.45,35.044000000000004,36.894,35.46,36.378,36.275
36.398,35.041,36.918,35.453,36.384,36.247
36.345,35.042,36.939,35.444,36.388000000000005,36.222
36.289,35.047,36.955,35.434,36.388000000000005,36.2
36.231,35.054,36.967,35.422,36.385,36.183
36.174,35.064,36.975,35.408,36.379,36.17
36.117,35.077,36.979,35.393,36.369,36.161
36.064,35.091,36.98,35.378,36.356,36.157
36.014,35.108000000000004,36.978,35.361,36.342,36.158
35.97,35.126999999999995,36.973,35.345,36.325,36.162
35.931999999999995,35.149,36.967,35.329,36.308,36.17
35.900999999999996,35.173,36.958,35.315,36.292,36.181999999999995
35.878,35.2,36.946,35.303000000000004,36.275999999999996,36.196999999999996
35.863,35.229,36.931999999999995,35.292,36.260999999999996,36.215
35.858000000000004,35.258,36.915,35.282,36.248000000000005,36.236999999999995
35.863,35.287,36.895,35.274,36.236999999999995,36.260999999999996
35.876,35.316,36.872,35.265,36.227,36.289
35.898,35.344,36.848,35.257,36.218,36.318000000000005
35.927,35.37,36.821999999999996,35.248000000000005,36.21,36.349000000000004
35.961999999999996,35.394,36.794000000000004,35.238,36.203,36.381
36.001999999999995,35.416,36.764,35.226,36.196999999999996,36.414
36.046,35.434,36.733000000000004,35.214,36.19,36.445
36.093,35.449,36.7,35.2,36.181999999999995,36.473
36.141999999999996,35.46,36.667,35.185,36.174,36.498000000000005
36.193000000000005,35.466,36.632,35.168,36.164,36.52
36.245,35.467,36.596,35.152,36.153,36.537
36.296,35.461999999999996,36.56,35.134,36.14,36.551
36.346,35.452,36.523,35.116,36.126,36.562
36.393,35.437,36.485,35.098,36.111999999999995,36.57
36.437,35.418,36.446999999999996,35.08,36.097,36.575
36.475,35.395,36.408,35.064,36.083,36.578
36.508,35.37,36.369,35.05,36.071,36.579
36.536,35.344,36.329,35.037,36.06,36.577
36.556999999999995,35.318000000000005,36.288000000000004,35.028,36.051,36.571999999999996
36.571999999999996,35.291,36.248000000000005,35.02,36.045,36.565
36.58,35.264,36.207,35.015,36.041,36.555
36.582,35.236,36.165,35.013000000000005,36.04,36.542
36.577,35.209,36.122,35.012,36.041,36.525999999999996
36.566,35.181,36.079,35.012,36.045,36.507
36.548,35.153,36.036,35.013000000000005,36.051,36.484
36.524,35.125,35.993,35.014,36.059,36.458
36.494,35.097,35.951,35.015,36.07,36.429
36.459,35.07,35.91,35.016,36.083,36.397
36.419000000000004,35.043,35.87,35.016,36.099000000000004,36.361999999999995
36.376999999999995,35.016999999999996,35.830999999999996,35.016999999999996,36.118,36.326
36.330999999999996,34.992,35.794000000000004,35.018,36.139,36.288000000000004
36.284,34.967,35.759,35.019,36.162,36.249
36.236,34.943000000000005,35.726,35.022,36.186,36.209
36.188,34.921,35.694,35.025,36.21,36.17
36.139,34.899,35.662,35.029,36.233000000000004,36.129
36.09,34.879,35.63,35.033,36.254,36.089
36.042,34.86,35.597,35.036,36.27,36.048
35.993,34.843,35.564,35.038000000000004,36.28,36.008
35.943000000000005,34.828,35.532,35.038000000000004,36.284,35.969
35.894,34.816,35.499,35.037,36.28,35.931
35.844,34.805,35.467,35.033,36.266999999999996,35.894
35.795,34.795,35.436,35.029,36.245,35.858000000000004
35.747,34.787,35.407,35.024,36.214,35.823
35.699,34.779,35.379,35.019,36.175,35.789
35.653,34.77,35.353,35.015,36.128,35.756
35.609,34.760999999999996,35.329,35.010999999999996,36.074,35.724000000000004
35.566,34.751,35.306,35.009,36.014,35.694
35.524,34.741,35.287,35.008,35.951,35.664
