valley_location,PPI
47.0,0.0
116.0,690.0
188.0,720.0
260.0,720.0
335.0,750.0
403.0,680.0
469.0,660.0
542.0,730.0
611.0,690.0
681.0,700.0
751.0,700.0
821.0,700.0
893.0,720.0
968.0,750.0
1041.0,730.0
1110.0,690.0
1181.0,710.0
1253.0,720.0
1321.0,680.0
1387.0,660.0
1456.0,690.0
1526.0,700.0
1594.0,680.0
1661.0,670.0
1731.0,700.0
1803.0,720.0
1871.0,680.0
1940.0,690.0
2014.0,740.0
2083.0,690.0
2153.0,700.0
2219.0,660.0
2286.0,670.0
2354.0,680.0
2423.0,690.0
2488.0,650.0
2554.0,660.0
2625.0,710.0
2692.0,670.0
2759.0,670.0
2823.0,640.0
2887.0,640.0
2952.0,650.0
3021.0,690.0
3088.0,670.0
3154.0,660.0
3227.0,730.0
3295.0,680.0
3365.0,700.0
3430.0,650.0
3503.0,730.0
3578.0,750.0
3647.0,690.0
3716.0,690.0
3786.0,700.0
3861.0,750.0
3938.0,770.0
4006.0,680.0
4077.0,710.0
4150.0,730.0
4224.0,740.0
4294.0,700.0
4363.0,690.0
4435.0,720.0
4512.0,770.0
4583.0,710.0
4656.0,730.0
4731.0,750.0
4806.0,750.0
4879.0,730.0
4951.0,720.0
5021.0,700.0
5092.0,710.0
5165.0,730.0
5236.0,710.0
5310.0,740.0
5385.0,750.0
5460.0,750.0
5530.0,700.0
5601.0,710.0
5674.0,730.0
5746.0,720.0
5813.0,670.0
5883.0,700.0
5953.0,700.0
6024.0,710.0
6092.0,680.0
6161.0,690.0
6232.0,710.0
6305.0,730.0
6378.0,730.0
6449.0,710.0
6522.0,730.0
6596.0,740.0
6670.0,740.0
6741.0,710.0
6812.0,710.0
6882.0,700.0
6950.0,680.0
7019.0,690.0
7090.0,710.0
7155.0,650.0
7223.0,680.0
7296.0,730.0
7368.0,720.0
7438.0,700.0
7511.0,730.0
7586.0,750.0
7660.0,740.0
7730.0,700.0
7807.0,770.0
7877.0,700.0
7953.0,760.0
8022.0,690.0
8089.0,670.0
8160.0,710.0
8234.0,740.0
8311.0,770.0
8387.0,760.0
8462.0,750.0
8537.0,750.0
8617.0,800.0
8691.0,740.0
8767.0,760.0
8838.0,710.0
8913.0,750.0
8987.0,740.0
9056.0,690.0
9132.0,760.0
9205.0,730.0
9276.0,710.0
9423.0,1470.0
9504.0,810.0
9579.0,750.0
9653.0,740.0
9735.0,820.0
9814.0,790.0
9892.0,780.0
9967.0,750.0
10047.0,800.0
10131.0,840.0
10202.0,710.0
10282.0,800.0
10362.0,800.0
10446.0,840.0
10518.0,720.0
10598.0,800.0
10678.0,800.0
10756.0,780.0
10829.0,730.0
10908.0,790.0
10991.0,830.0
11074.0,830.0
11148.0,740.0
11228.0,800.0
11311.0,830.0
11393.0,820.0
11467.0,740.0
