RRI_inf,PPI_pix
695.3125,710.0
734.375,700.0
746.09375,760.0
781.25,790.0
789.0625,810.0
789.0625,750.0
769.53125,790.0
718.75,720.0
753.90625,750.0
753.90625,740.0
726.5625,690.0
699.21875,720.0
707.03125,1030.0
699.21875,1090.0
671.875,670.0
707.03125,750.0
750.0,740.0
808.59375,890.0
824.21875,1040.0
769.53125,590.0
890.625,1650.0
843.75,780.0
800.78125,600.0
742.1875,910.0
738.28125,690.0
769.53125,740.0
710.9375,740.0
738.28125,1470.0
746.09375,720.0
730.46875,770.0
746.09375,700.0
714.84375,1360.0
730.46875,710.0
722.65625,600.0
679.6875,650.0
675.78125,1680.0
664.0625,1050.0
644.53125,710.0
625.0,790.0
613.28125,650.0
597.65625,910.0
601.5625,840.0
597.65625,790.0
589.84375,1050.0
589.84375,740.0
656.25,1120.0
664.0625,700.0
660.15625,640.0
683.59375,650.0
691.40625,660.0
699.21875,650.0
675.78125,680.0
699.21875,680.0
691.40625,690.0
679.6875,660.0
683.59375,660.0
644.53125,730.0
640.625,780.0
667.96875,800.0
656.25,790.0
675.78125,790.0
691.40625,1910.0
703.125,1000.0
644.53125,1320.0
656.25,1070.0
753.90625,830.0
777.34375,740.0
796.875,760.0
785.15625,760.0
773.4375,1180.0
769.53125,830.0
734.375,730.0
710.9375,790.0
718.75,790.0
765.625,790.0
812.5,820.0
800.78125,750.0
816.40625,780.0
769.53125,810.0
761.71875,680.0
738.28125,780.0
687.5,730.0
671.875,700.0
703.125,730.0
738.28125,730.0
781.25,700.0
769.53125,660.0
777.34375,680.0
785.15625,600.0
785.15625,600.0
781.25,1210.0
781.25,650.0
730.46875,930.0
734.375,710.0
734.375,2480.0
730.46875,1340.0
730.46875,910.0
714.84375,3240.0
683.59375,3450.0
679.6875,610.0
660.15625,880.0
613.28125,810.0
601.5625,800.0
593.75,800.0
632.8125,780.0
644.53125,760.0
675.78125,780.0
679.6875,850.0
664.0625,790.0
664.0625,810.0
652.34375,850.0
648.4375,840.0
628.90625,850.0
601.5625,850.0
597.65625,880.0
601.5625,810.0
593.75,830.0
609.375,910.0
632.8125,890.0
636.71875,880.0
710.9375,820.0
757.8125,730.0
820.3125,720.0
789.0625,720.0
839.84375,710.0
863.28125,680.0
878.90625,670.0
843.75,630.0
824.21875,690.0
800.78125,670.0
773.4375,770.0
