RRI_inf,PPI_pix
683.59375,690.0
660.15625,660.0
660.15625,660.0
660.15625,660.0
671.875,650.0
671.875,720.0
703.125,680.0
714.84375,710.0
730.46875,740.0
742.1875,730.0
730.46875,740.0
734.375,750.0
707.03125,690.0
699.21875,700.0
691.40625,700.0
710.9375,690.0
734.375,740.0
761.71875,760.0
781.25,790.0
746.09375,740.0
812.5,790.0
824.21875,860.0
832.03125,840.0
773.4375,750.0
769.53125,790.0
765.625,740.0
753.90625,760.0
746.09375,740.0
726.5625,750.0
707.03125,670.0
742.1875,760.0
769.53125,770.0
796.875,810.0
761.71875,740.0
742.1875,760.0
714.84375,720.0
687.5,680.0
710.9375,710.0
714.84375,700.0
730.46875,730.0
734.375,730.0
699.21875,690.0
738.28125,750.0
753.90625,750.0
765.625,760.0
718.75,730.0
718.75,720.0
746.09375,730.0
742.1875,770.0
746.09375,730.0
707.03125,720.0
722.65625,710.0
742.1875,740.0
777.34375,770.0
726.5625,730.0
746.09375,740.0
753.90625,760.0
765.625,760.0
722.65625,740.0
734.375,740.0
730.46875,720.0
746.09375,740.0
703.125,710.0
718.75,710.0
738.28125,730.0
710.9375,720.0
757.8125,760.0
792.96875,790.0
757.8125,750.0
707.03125,730.0
710.9375,670.0
687.5,710.0
664.0625,660.0
636.71875,640.0
667.96875,660.0
699.21875,690.0
726.5625,730.0
726.5625,730.0
691.40625,700.0
703.125,690.0
726.5625,730.0
761.71875,760.0
773.4375,790.0
718.75,700.0
734.375,750.0
773.4375,780.0
789.0625,760.0
746.09375,750.0
750.0,760.0
773.4375,780.0
773.4375,760.0
777.34375,770.0
726.5625,750.0
714.84375,690.0
753.90625,760.0
781.25,780.0
761.71875,750.0
726.5625,740.0
750.0,740.0
789.0625,780.0
816.40625,850.0
781.25,770.0
734.375,730.0
757.8125,750.0
765.625,760.0
730.46875,760.0
738.28125,730.0
773.4375,760.0
734.375,730.0
789.0625,800.0
796.875,810.0
785.15625,790.0
765.625,710.0
792.96875,800.0
722.65625,740.0
699.21875,700.0
714.84375,710.0
714.84375,710.0
703.125,710.0
730.46875,720.0
738.28125,750.0
726.5625,740.0
695.3125,690.0
734.375,700.0
746.09375,760.0
781.25,790.0
789.0625,790.0
789.0625,790.0
769.53125,760.0
718.75,700.0
753.90625,780.0
753.90625,740.0
726.5625,720.0
699.21875,710.0
707.03125,740.0
699.21875,660.0
671.875,680.0
707.03125,710.0
750.0,730.0
808.59375,710.0
824.21875,940.0
769.53125,790.0
890.625,870.0
843.75,850.0
800.78125,750.0
742.1875,760.0
738.28125,660.0
769.53125,860.0
710.9375,680.0
738.28125,770.0
746.09375,720.0
730.46875,680.0
746.09375,820.0
