RRI_inf,PPI_pix
878.90625,890.0
843.75,830.0
824.21875,820.0
800.78125,800.0
773.4375,770.0
769.53125,780.0
785.15625,770.0
820.3125,830.0
792.96875,780.0
812.5,810.0
839.84375,840.0
847.65625,850.0
847.65625,830.0
859.375,870.0
871.09375,880.0
812.5,810.0
839.84375,830.0
898.4375,910.0
890.625,890.0
878.90625,880.0
820.3125,820.0
730.46875,730.0
726.5625,710.0
730.46875,730.0
687.5,710.0
695.3125,680.0
664.0625,670.0
664.0625,630.0
671.875,690.0
699.21875,670.0
757.8125,790.0
804.6875,800.0
757.8125,750.0
703.125,720.0
726.5625,720.0
742.1875,740.0
757.8125,730.0
765.625,780.0
703.125,700.0
679.6875,700.0
648.4375,630.0
648.4375,640.0
675.78125,670.0
699.21875,720.0
718.75,720.0
664.0625,660.0
675.78125,690.0
703.125,690.0
765.625,760.0
750.0,760.0
722.65625,720.0
710.9375,700.0
726.5625,740.0
738.28125,730.0
746.09375,750.0
726.5625,720.0
703.125,700.0
718.75,730.0
757.8125,740.0
769.53125,780.0
750.0,760.0
722.65625,710.0
753.90625,740.0
792.96875,800.0
808.59375,820.0
750.0,750.0
753.90625,740.0
773.4375,760.0
777.34375,790.0
742.1875,750.0
722.65625,710.0
769.53125,760.0
816.40625,840.0
816.40625,810.0
750.0,750.0
757.8125,750.0
812.5,810.0
800.78125,810.0
730.46875,740.0
722.65625,690.0
722.65625,740.0
714.84375,700.0
703.125,720.0
667.96875,660.0
675.78125,660.0
699.21875,710.0
679.6875,680.0
679.6875,680.0
664.0625,660.0
671.875,680.0
683.59375,680.0
691.40625,690.0
718.75,720.0
691.40625,670.0
683.59375,710.0
722.65625,720.0
746.09375,730.0
730.46875,730.0
738.28125,750.0
738.28125,720.0
722.65625,740.0
710.9375,690.0
687.5,700.0
707.03125,700.0
722.65625,740.0
753.90625,740.0
757.8125,750.0
722.65625,730.0
707.03125,700.0
734.375,730.0
750.0,750.0
738.28125,730.0
695.3125,720.0
707.03125,700.0
714.84375,700.0
679.6875,660.0
664.0625,660.0
660.15625,670.0
648.4375,610.0
660.15625,1200.0
671.875,620.0
660.15625,860.0
683.59375,680.0
699.21875,750.0
707.03125,620.0
683.59375,780.0
691.40625,700.0
699.21875,710.0
710.9375,720.0
714.84375,690.0
703.125,690.0
683.59375,720.0
722.65625,760.0
757.8125,800.0
785.15625,790.0
812.5,780.0
769.53125,750.0
753.90625,740.0
753.90625,800.0
785.15625,800.0
804.6875,820.0
828.125,780.0
773.4375,740.0
734.375,710.0
726.5625,720.0
730.46875,750.0
734.375,770.0
789.0625,840.0
828.125,800.0
792.96875,740.0
738.28125,740.0
765.625,770.0
769.53125,1230.0
