Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-1140509.0,-1231557.0,-1133267.0,-1066081.0,-1075619.0,-900621.0
-1139229.0,-1232019.0,-1132581.0,-1065383.0,-1075117.0,-899847.0
-1138173.0,-1232217.0,-1131433.0,-1064577.0,-1074683.0,-899227.0
-1137817.0,-1232613.0,-1129731.0,-1064471.0,-1074155.0,-898555.0
-1137435.0,-1232929.0,-1128939.0,-1063785.0,-1074023.0,-898047.0
-1137395.0,-1232903.0,-1128135.0,-1063417.0,-1073903.0,-897701.0
-1136973.0,-1233311.0,-1127489.0,-1063509.0,-1073837.0,-897437.0
-1137409.0,-1233761.0,-1126459.0,-1063325.0,-1074035.0,-897741.0
-1136683.0,-1233747.0,-1126155.0,-1062493.0,-1074365.0,-897039.0
-1137025.0,-1233497.0,-1125773.0,-1062163.0,-1074457.0,-897569.0
-1137157.0,-1233233.0,-1124863.0,-1062507.0,-1074709.0,-897497.0
-1137777.0,-1232837.0,-1124639.0,-1062137.0,-1075171.0,-897915.0
-1137923.0,-1231965.0,-1124915.0,-1062031.0,-1074959.0,-898087.0
-1137949.0,-1231491.0,-1124467.0,-1061979.0,-1075329.0,-898565.0
-1137897.0,-1230699.0,-1124427.0,-1062415.0,-1075501.0,-898463.0
-1138147.0,-1230001.0,-1123993.0,-1062189.0,-1075869.0,-899299.0
-1137831.0,-1228959.0,-1124111.0,-1062599.0,-1075711.0,-899349.0
-1138609.0,-1228193.0,-1124335.0,-1062573.0,-1075711.0,-899583.0
-1138319.0,-1227943.0,-1124349.0,-1062651.0,-1075763.0,-899767.0
-1138331.0,-1227297.0,-1124415.0,-1062783.0,-1075725.0,-900051.0
-1138305.0,-1226913.0,-1124203.0,-1062915.0,-1075461.0,-900305.0
-1137857.0,-1226293.0,-1124191.0,-1062677.0,-1075197.0,-900071.0
-1137579.0,-1226319.0,-1124559.0,-1062599.0,-1075421.0,-900693.0
-1138239.0,-1226189.0,-1124639.0,-1062837.0,-1074867.0,-900367.0
