Resting_ECG,Resting_PPG,Resting_GSR
0.18100000000000002,33.909,0.9109999999999999
0.161,33.907,0.9109999999999999
0.122,33.909,0.9109999999999999
0.096,33.917,0.9109999999999999
0.09300000000000001,33.931999999999995,0.91
0.07200000000000001,33.958,0.9109999999999999
0.04,33.995,0.9109999999999999
0.006,34.046,0.9109999999999999
-0.008,34.113,0.91
-0.02,34.196,0.91
-0.042,34.298,0.9109999999999999
-0.07200000000000001,34.416,0.9109999999999999
-0.073,34.553000000000004,0.91
-0.063,34.705999999999996,0.91
-0.07400000000000001,34.875,0.91
-0.096,35.056999999999995,0.9109999999999999
-0.10800000000000001,35.251999999999995,0.91
-0.106,35.455999999999996,0.91
-0.115,35.668,0.91
-0.142,35.883,0.91
-0.162,36.099000000000004,0.91
-0.163,36.313,0.909
-0.171,36.521,0.909
-0.18600000000000003,36.722,0.91
-0.205,36.913000000000004,0.91
-0.20800000000000002,37.091,0.909
-0.198,37.254,0.909
-0.196,37.400999999999996,0.91
-0.213,37.53,0.91
-0.20600000000000002,37.641,0.909
-0.18100000000000002,37.733000000000004,0.909
-0.182,37.806999999999995,0.91
-0.191,37.861999999999995,0.91
-0.185,37.899,0.909
-0.17300000000000001,37.919000000000004,0.9079999999999999
-0.16399999999999998,37.923,0.909
-0.165,37.913000000000004,0.909
-0.16399999999999998,37.89,0.909
-0.15,37.856,0.909
-0.14,37.811,0.909
-0.138,37.757,0.909
-0.15,37.696,0.909
-0.146,37.628,0.909
-0.132,37.556,0.909
-0.129,37.48,0.91
-0.134,37.402,0.91
-0.132,37.321,0.909
-0.124,37.24,0.909
-0.122,37.158,0.909
-0.129,37.077,0.91
-0.126,36.997,0.91
-0.11699999999999999,36.918,0.909
-0.11800000000000001,36.84,0.91
-0.121,36.764,0.91
-0.124,36.689,0.91
-0.122,36.614000000000004,0.909
-0.11800000000000001,36.54,0.91
-0.11599999999999999,36.468,0.91
-0.125,36.396,0.91
-0.124,36.325,0.91
-0.11699999999999999,36.256,0.91
-0.115,36.189,0.91
-0.11699999999999999,36.124,0.91
-0.115,36.062,0.909
-0.11199999999999999,36.003,0.909
-0.109,35.946999999999996,0.91
-0.109,35.896,0.91
-0.106,35.849000000000004,0.91
-0.107,35.808,0.909
-0.10400000000000001,35.773,0.909
-0.10300000000000001,35.744,0.91
-0.10300000000000001,35.722,0.909
-0.102,35.705999999999996,0.909
-0.085,35.696999999999996,0.909
-0.051,35.694,0.91
-0.048,35.696999999999996,0.91
-0.027999999999999997,35.705999999999996,0.909
0.008,35.72,0.909
0.033,35.739000000000004,0.91
0.028999999999999998,35.763000000000005,0.91
0.039,35.789,0.91
0.08900000000000001,35.819,0.909
0.171,35.852,0.91
0.175,35.885999999999996,0.91
0.115,35.92,0.91
0.046,35.954,0.91
-0.02,35.986999999999995,0.91
-0.07,36.016,0.91
-0.077,36.043,0.91
-0.073,36.065,0.91
-0.08900000000000001,36.083,0.91
-0.10099999999999999,36.097,0.91
-0.109,36.105,0.91
-0.11199999999999999,36.109,0.91
-0.11599999999999999,36.107,0.909
-0.121,36.1,0.91
-0.122,36.088,0.91
-0.111,36.073,0.909
-0.10800000000000001,36.053000000000004,0.909
-0.11,36.03,0.91
-0.106,36.004,0.91
-0.09300000000000001,35.974000000000004,0.91
-0.092,35.941,0.91
-0.09300000000000001,35.907,0.91
-0.085,35.871,0.91
-0.071,35.834,0.91
-0.061,35.796,0.909
-0.057,35.757,0.909
-0.053,35.717,0.91
-0.011000000000000001,35.678000000000004,0.91
0.077,35.638000000000005,0.91
0.222,35.598,0.909
0.335,35.556999999999995,0.91
0.578,35.515,0.91
0.9279999999999999,35.473,0.91
1.3530000000000002,35.429,0.909
1.4369999999999998,35.385999999999996,0.91
1.183,35.342,0.91
0.815,35.299,0.909
0.439,35.256,0.909
-0.049,35.213,0.909
-0.537,35.171,0.91
-0.905,35.128,0.91
