RRI_inf,PPI_pix
906.25,870.0
906.25,900.0
902.34375,920.0
867.1875,890.0
820.3125,790.0
871.09375,880.0
886.71875,900.0
820.3125,820.0
890.625,890.0
914.0625,910.0
925.78125,940.0
875.0,880.0
890.625,870.0
925.78125,950.0
761.71875,750.0
707.03125,680.0
753.90625,740.0
890.625,910.0
882.8125,840.0
917.96875,950.0
914.0625,930.0
871.09375,870.0
921.875,920.0
902.34375,870.0
945.3125,940.0
949.21875,950.0
914.0625,970.0
871.09375,990.0
828.125,660.0
886.71875,910.0
878.90625,880.0
875.0,870.0
878.90625,880.0
914.0625,890.0
921.875,940.0
949.21875,920.0
972.65625,990.0
964.84375,990.0
964.84375,970.0
933.59375,900.0
933.59375,930.0
933.59375,950.0
921.875,920.0
914.0625,910.0
906.25,910.0
914.0625,920.0
878.90625,870.0
890.625,890.0
898.4375,920.0
894.53125,880.0
910.15625,910.0
902.34375,880.0
929.6875,950.0
902.34375,1740.0
839.84375,830.0
851.5625,850.0
863.28125,870.0
875.0,900.0
906.25,900.0
886.71875,890.0
898.4375,910.0
910.15625,940.0
949.21875,930.0
914.0625,900.0
878.90625,860.0
878.90625,870.0
871.09375,900.0
906.25,840.0
859.375,830.0
812.5,830.0
828.125,830.0
871.09375,920.0
878.90625,830.0
824.21875,740.0
753.90625,790.0
796.875,790.0
789.0625,700.0
695.3125,670.0
683.59375,750.0
750.0,860.0
843.75,910.0
894.53125,940.0
914.0625,880.0
886.71875,920.0
957.03125,960.0
964.84375,860.0
863.28125,820.0
843.75,870.0
886.71875,910.0
894.53125,960.0
933.59375,840.0
847.65625,930.0
917.96875,980.0
937.5,870.0
839.84375,650.0
714.84375,680.0
710.9375,760.0
753.90625,830.0
839.84375,910.0
914.0625,970.0
968.75,1010.0
1019.53125,1030.0
1031.25,1010.0
1011.71875,970.0
953.125,940.0
933.59375,840.0
875.0,870.0
847.65625,800.0
800.78125,760.0
757.8125,840.0
832.03125,890.0
882.8125,890.0
894.53125,900.0
902.34375,920.0
914.0625,930.0
929.6875,930.0
941.40625,940.0
945.3125,930.0
941.40625,890.0
894.53125,890.0
894.53125,880.0
878.90625,880.0
886.71875,860.0
859.375,840.0
847.65625,860.0
859.375,830.0
804.6875,690.0
730.46875,800.0
789.0625,800.0
