RRI_inf,PPI_pix
882.8125,890.0
839.84375,830.0
882.8125,880.0
878.90625,880.0
816.40625,820.0
855.46875,840.0
875.0,880.0
832.03125,840.0
785.15625,780.0
828.125,820.0
859.375,870.0
792.96875,780.0
828.125,830.0
863.28125,860.0
914.0625,920.0
851.5625,850.0
890.625,880.0
878.90625,880.0
832.03125,840.0
769.53125,770.0
820.3125,810.0
855.46875,850.0
855.46875,870.0
773.4375,770.0
839.84375,830.0
855.46875,840.0
863.28125,880.0
859.375,870.0
753.90625,730.0
750.0,770.0
730.46875,710.0
714.84375,730.0
761.71875,750.0
738.28125,750.0
707.03125,720.0
667.96875,660.0
691.40625,690.0
746.09375,750.0
785.15625,780.0
804.6875,800.0
804.6875,790.0
812.5,820.0
816.40625,790.0
808.59375,840.0
800.78125,780.0
757.8125,800.0
707.03125,700.0
699.21875,660.0
691.40625,700.0
738.28125,730.0
757.8125,780.0
828.125,830.0
761.71875,750.0
847.65625,840.0
828.125,840.0
890.625,870.0
921.875,930.0
898.4375,910.0
906.25,910.0
906.25,900.0
878.90625,880.0
859.375,860.0
871.09375,870.0
816.40625,820.0
718.75,710.0
679.6875,640.0
675.78125,700.0
699.21875,700.0
765.625,760.0
800.78125,810.0
835.9375,830.0
867.1875,860.0
796.875,1180.0
722.65625,1040.0
718.75,810.0
796.875,930.0
921.875,930.0
921.875,910.0
906.25,860.0
863.28125,870.0
863.28125,860.0
875.0,870.0
855.46875,810.0
832.03125,850.0
843.75,800.0
804.6875,810.0
812.5,870.0
871.09375,890.0
878.90625,820.0
824.21875,880.0
878.90625,910.0
910.15625,860.0
851.5625,880.0
882.8125,920.0
917.96875,920.0
917.96875,830.0
839.84375,880.0
890.625,910.0
902.34375,840.0
843.75,870.0
878.90625,920.0
914.0625,890.0
894.53125,940.0
941.40625,900.0
898.4375,830.0
839.84375,860.0
863.28125,890.0
878.90625,840.0
851.5625,920.0
910.15625,930.0
910.15625,850.0
863.28125,930.0
929.6875,930.0
933.59375,880.0
894.53125,930.0
925.78125,950.0
949.21875,920.0
929.6875,960.0
945.3125,900.0
902.34375,920.0
933.59375,920.0
914.0625,890.0
875.0,820.0
851.5625,870.0
855.46875,880.0
894.53125,960.0
945.3125,890.0
890.625,890.0
914.0625,950.0
917.96875,850.0
859.375,910.0
914.0625,900.0
890.625,840.0
851.5625,880.0
