RRI_inf,PPI_inf,PPI_pix,label
867.1875,867.1875,880.0,0.0
839.84375,847.65625,840.0,0.0
816.40625,808.59375,810.0,0.0
820.3125,820.3125,810.0,0.0
785.15625,792.96875,810.0,0.0
808.59375,800.78125,780.0,0.0
847.65625,851.5625,850.0,0.0
898.4375,894.53125,910.0,0.0
863.28125,871.09375,870.0,0.0
859.375,859.375,870.0,0.0
855.46875,855.46875,850.0,0.0
859.375,855.46875,860.0,0.0
859.375,863.28125,850.0,0.0
851.5625,843.75,840.0,0.0
851.5625,859.375,860.0,0.0
855.46875,855.46875,860.0,0.0
859.375,863.28125,870.0,0.0
851.5625,855.46875,850.0,0.0
843.75,843.75,840.0,0.0
820.3125,816.40625,810.0,0.0
824.21875,820.3125,820.0,0.0
828.125,839.84375,830.0,0.0
847.65625,843.75,850.0,0.0
820.3125,824.21875,830.0,0.0
785.15625,777.34375,770.0,0.0
792.96875,792.96875,780.0,0.0
796.875,800.78125,820.0,0.0
792.96875,800.78125,780.0,0.0
773.4375,765.625,780.0,0.0
800.78125,796.875,790.0,0.0
812.5,804.6875,800.0,0.0
828.125,835.9375,840.0,0.0
816.40625,828.125,830.0,0.0
812.5,800.78125,800.0,0.0
808.59375,812.5,810.0,0.0
804.6875,816.40625,800.0,0.0
753.90625,746.09375,760.0,0.0
773.4375,765.625,760.0,0.0
785.15625,789.0625,780.0,0.0
765.625,773.4375,770.0,0.0
757.8125,742.1875,760.0,0.0
769.53125,773.4375,780.0,0.0
781.25,785.15625,760.0,0.0
781.25,785.15625,790.0,0.0
746.09375,746.09375,750.0,0.0
789.0625,773.4375,780.0,0.0
785.15625,792.96875,790.0,0.0
781.25,773.4375,780.0,0.0
804.6875,808.59375,800.0,0.0
828.125,824.21875,820.0,0.0
835.9375,843.75,840.0,0.0
785.15625,789.0625,780.0,0.0
792.96875,781.25,790.0,0.0
820.3125,820.3125,820.0,0.0
843.75,847.65625,830.0,0.0
816.40625,828.125,850.0,0.0
781.25,773.4375,760.0,0.0
789.0625,777.34375,790.0,0.0
785.15625,792.96875,780.0,0.0
792.96875,800.78125,800.0,0.0
781.25,785.15625,780.0,0.0
757.8125,761.71875,750.0,0.0
718.75,718.75,730.0,0.0
675.78125,675.78125,670.0,0.0
695.3125,675.78125,680.0,0.0
734.375,730.46875,720.0,0.0
734.375,734.375,760.0,0.0
753.90625,761.71875,750.0,0.0
722.65625,722.65625,710.0,0.0
730.46875,738.28125,740.0,0.0
765.625,750.0,760.0,0.0
816.40625,816.40625,810.0,0.0
828.125,835.9375,830.0,0.0
808.59375,820.3125,650.0,0.0
785.15625,777.34375,950.0,0.0
808.59375,804.6875,800.0,0.0
789.0625,789.0625,800.0,0.0
796.875,800.78125,800.0,0.0
765.625,765.625,760.0,0.0
765.625,761.71875,750.0,0.0
761.71875,765.625,770.0,0.0
753.90625,753.90625,760.0,0.0
746.09375,738.28125,740.0,0.0
777.34375,777.34375,760.0,0.0
761.71875,757.8125,770.0,0.0
796.875,796.875,790.0,0.0
847.65625,847.65625,850.0,0.0
835.9375,835.9375,810.0,0.0
843.75,839.84375,860.0,0.0
835.9375,843.75,840.0,0.0
781.25,789.0625,800.0,0.0
742.1875,730.46875,730.0,0.0
765.625,753.90625,750.0,0.0
796.875,796.875,800.0,0.0
785.15625,792.96875,800.0,0.0
773.4375,773.4375,760.0,0.0
777.34375,781.25,780.0,0.0
777.34375,777.34375,770.0,0.0
800.78125,792.96875,790.0,0.0
824.21875,828.125,840.0,0.0
851.5625,851.5625,850.0,0.0
859.375,863.28125,870.0,0.0
859.375,875.0,850.0,0.0
855.46875,847.65625,860.0,0.0
859.375,859.375,860.0,0.0
847.65625,851.5625,840.0,0.0
843.75,843.75,860.0,0.0
796.875,800.78125,780.0,0.0
812.5,800.78125,810.0,0.0
832.03125,832.03125,830.0,0.0
878.90625,878.90625,870.0,0.0
875.0,878.90625,890.0,0.0
867.1875,871.09375,860.0,0.0
843.75,855.46875,860.0,0.0
734.375,753.90625,730.0,0.0
710.9375,687.5,700.0,0.0
718.75,699.21875,710.0,0.0
695.3125,703.125,670.0,0.0
683.59375,679.6875,700.0,0.0
691.40625,683.59375,690.0,0.0
742.1875,742.1875,740.0,0.0
781.25,781.25,780.0,0.0
859.375,855.46875,850.0,0.0
886.71875,894.53125,900.0,0.0
859.375,867.1875,870.0,0.0
878.90625,878.90625,880.0,0.0
859.375,867.1875,860.0,0.0
863.28125,859.375,860.0,0.0
847.65625,859.375,840.0,0.0
816.40625,820.3125,840.0,0.0
808.59375,812.5,800.0,0.0
769.53125,757.8125,750.0,0.0
773.4375,765.625,770.0,0.0
851.5625,843.75,830.0,0.0
929.6875,925.78125,940.0,0.0
937.5,945.3125,940.0,0.0
949.21875,953.125,960.0,0.0
960.9375,957.03125,960.0,0.0
937.5,953.125,950.0,0.0
867.1875,871.09375,870.0,0.0
