valley_location,PPI
25.0,0.0
104.0,790.0
185.0,810.0
265.0,800.0
341.0,760.0
420.0,790.0
494.0,740.0
567.0,730.0
640.0,730.0
707.0,670.0
776.0,690.0
846.0,700.0
917.0,710.0
990.0,730.0
1069.0,790.0
1148.0,790.0
1228.0,800.0
1307.0,790.0
1387.0,800.0
1468.0,810.0
1547.0,790.0
1629.0,820.0
1711.0,820.0
1789.0,780.0
1868.0,790.0
1946.0,780.0
2027.0,810.0
2105.0,780.0
2185.0,800.0
2266.0,810.0
2346.0,800.0
2427.0,810.0
2508.0,810.0
2593.0,850.0
2675.0,820.0
2757.0,820.0
2837.0,800.0
2912.0,750.0
2983.0,710.0
3056.0,730.0
3128.0,720.0
3207.0,790.0
3279.0,720.0
3354.0,750.0
3428.0,740.0
3502.0,740.0
3574.0,720.0
3650.0,760.0
3732.0,820.0
3817.0,850.0
3900.0,830.0
3983.0,830.0
4061.0,780.0
4134.0,730.0
4205.0,710.0
4276.0,710.0
4350.0,740.0
4419.0,690.0
4489.0,700.0
4560.0,710.0
4633.0,730.0
4705.0,720.0
4782.0,770.0
4861.0,790.0
4939.0,780.0
5019.0,800.0
5096.0,770.0
5173.0,770.0
5257.0,840.0
5337.0,800.0
5420.0,830.0
5498.0,780.0
5577.0,790.0
5649.0,720.0
5724.0,750.0
5800.0,760.0
5880.0,800.0
5954.0,740.0
6034.0,800.0
6115.0,810.0
6198.0,830.0
6279.0,810.0
6362.0,830.0
6447.0,850.0
6529.0,820.0
6610.0,810.0
6686.0,760.0
6761.0,750.0
6830.0,690.0
6897.0,670.0
6964.0,670.0
7031.0,670.0
7098.0,670.0
7162.0,640.0
7232.0,700.0
7304.0,720.0
7382.0,780.0
7460.0,780.0
7538.0,780.0
7617.0,790.0
7698.0,810.0
7773.0,750.0
7850.0,770.0
7928.0,780.0
8006.0,780.0
8078.0,720.0
8154.0,760.0
8228.0,740.0
8308.0,800.0
8384.0,760.0
8462.0,780.0
8541.0,790.0
8622.0,810.0
8696.0,740.0
8775.0,790.0
8851.0,760.0
8928.0,770.0
9001.0,730.0
9073.0,720.0
9147.0,740.0
9222.0,750.0
9297.0,750.0
9371.0,740.0
9446.0,750.0
9519.0,730.0
9586.0,670.0
9657.0,710.0
9728.0,710.0
9804.0,760.0
9882.0,780.0
9963.0,810.0
10044.0,810.0
10127.0,830.0
10205.0,780.0
10285.0,800.0
10364.0,790.0
10444.0,800.0
10520.0,760.0
10596.0,760.0
10672.0,760.0
10743.0,710.0
10812.0,690.0
10887.0,750.0
10965.0,780.0
11049.0,840.0
11128.0,790.0
11207.0,790.0
