RRI_inf,PPI_inf,PPI_pix
808.59375,812.5,760.0
847.65625,847.65625,810.0
878.90625,882.8125,850.0
839.84375,843.75,880.0
890.625,894.53125,840.0
906.25,902.34375,900.0
906.25,914.0625,880.0
843.75,839.84375,940.0
851.5625,855.46875,1720.0
859.375,863.28125,830.0
890.625,882.8125,840.0
886.71875,890.625,930.0
855.46875,859.375,840.0
808.59375,808.59375,820.0
800.78125,800.78125,790.0
867.1875,863.28125,850.0
917.96875,917.96875,940.0
953.125,949.21875,950.0
910.15625,917.96875,900.0
937.5,937.5,940.0
953.125,949.21875,960.0
906.25,910.15625,910.0
945.3125,941.40625,920.0
914.0625,917.96875,930.0
878.90625,882.8125,870.0
929.6875,921.875,930.0
917.96875,921.875,940.0
882.8125,882.8125,880.0
937.5,933.59375,910.0
929.6875,933.59375,950.0
878.90625,878.90625,870.0
906.25,902.34375,920.0
906.25,910.15625,880.0
828.125,828.125,830.0
875.0,871.09375,880.0
890.625,890.625,890.0
859.375,859.375,860.0
914.0625,910.15625,910.0
906.25,910.15625,910.0
875.0,875.0,880.0
832.03125,832.03125,820.0
855.46875,855.46875,860.0
871.09375,871.09375,870.0
855.46875,855.46875,850.0
812.5,812.5,810.0
843.75,839.84375,840.0
855.46875,859.375,860.0
902.34375,898.4375,900.0
921.875,917.96875,920.0
898.4375,898.4375,870.0
855.46875,867.1875,890.0
789.0625,785.15625,790.0
777.34375,777.34375,760.0
800.78125,796.875,810.0
816.40625,816.40625,810.0
855.46875,851.5625,840.0
945.3125,945.3125,950.0
898.4375,898.4375,870.0
812.5,812.5,840.0
839.84375,839.84375,860.0
859.375,859.375,850.0
847.65625,851.5625,850.0
906.25,902.34375,860.0
917.96875,925.78125,950.0
890.625,890.625,900.0
867.1875,867.1875,870.0
886.71875,882.8125,880.0
851.5625,855.46875,870.0
804.6875,800.78125,780.0
839.84375,843.75,840.0
855.46875,851.5625,880.0
851.5625,851.5625,820.0
839.84375,839.84375,850.0
886.71875,886.71875,880.0
875.0,878.90625,880.0
902.34375,906.25,900.0
832.03125,832.03125,820.0
875.0,871.09375,890.0
910.15625,910.15625,900.0
910.15625,914.0625,910.0
851.5625,847.65625,870.0
847.65625,851.5625,830.0
855.46875,851.5625,860.0
851.5625,847.65625,840.0
855.46875,855.46875,870.0
828.125,828.125,800.0
773.4375,777.34375,790.0
792.96875,796.875,790.0
820.3125,812.5,820.0
847.65625,843.75,860.0
839.84375,847.65625,810.0
816.40625,812.5,820.0
871.09375,871.09375,890.0
890.625,890.625,870.0
867.1875,867.1875,890.0
871.09375,878.90625,860.0
875.0,871.09375,880.0
890.625,894.53125,900.0
839.84375,835.9375,840.0
859.375,859.375,860.0
863.28125,863.28125,840.0
847.65625,851.5625,860.0
804.6875,800.78125,800.0
843.75,843.75,840.0
820.3125,824.21875,820.0
847.65625,835.9375,830.0
832.03125,839.84375,870.0
792.96875,792.96875,780.0
750.0,746.09375,740.0
746.09375,750.0,750.0
785.15625,781.25,770.0
796.875,800.78125,760.0
859.375,855.46875,900.0
839.84375,839.84375,850.0
835.9375,839.84375,820.0
871.09375,875.0,890.0
886.71875,882.8125,870.0
878.90625,882.8125,890.0
855.46875,855.46875,840.0
890.625,886.71875,880.0
878.90625,878.90625,900.0
882.8125,886.71875,890.0
800.78125,808.59375,800.0
742.1875,738.28125,730.0
726.5625,722.65625,740.0
761.71875,750.0,720.0
859.375,847.65625,870.0
957.03125,964.84375,960.0
996.09375,992.1875,950.0
917.96875,917.96875,920.0
863.28125,867.1875,1050.0
