valley_location,PPI
71.0,0.0
155.0,840.0
237.0,820.0
320.0,830.0
406.0,860.0
485.0,790.0
556.0,710.0
635.0,790.0
714.0,790.0
789.0,750.0
873.0,840.0
961.0,880.0
1044.0,830.0
1133.0,890.0
1220.0,870.0
1310.0,900.0
1393.0,830.0
1481.0,880.0
1571.0,900.0
1660.0,890.0
1740.0,800.0
1813.0,730.0
1887.0,740.0
1959.0,720.0
2045.0,860.0
2142.0,970.0
2241.0,990.0
2311.0,700.0
2437.0,1260.0
2512.0,750.0
2596.0,840.0
2683.0,870.0
2770.0,870.0
2855.0,850.0
2940.0,850.0
3020.0,800.0
3098.0,780.0
3182.0,840.0
3260.0,780.0
3333.0,730.0
3414.0,810.0
3498.0,840.0
3577.0,790.0
3661.0,840.0
3750.0,890.0
3832.0,820.0
3915.0,830.0
3994.0,790.0
4073.0,790.0
4154.0,810.0
4238.0,840.0
4327.0,890.0
4418.0,910.0
4508.0,900.0
4597.0,890.0
4687.0,900.0
4762.0,750.0
4847.0,850.0
4928.0,810.0
5009.0,810.0
5093.0,840.0
5231.0,1380.0
5361.0,1300.0
5440.0,790.0
5519.0,790.0
5600.0,810.0
5677.0,770.0
5760.0,830.0
5838.0,780.0
5921.0,830.0
6012.0,910.0
6096.0,840.0
6186.0,900.0
6268.0,820.0
6355.0,870.0
6444.0,890.0
6526.0,820.0
6617.0,910.0
6695.0,780.0
6782.0,870.0
6868.0,860.0
6955.0,870.0
7035.0,800.0
7127.0,920.0
7215.0,880.0
7299.0,840.0
7387.0,880.0
7468.0,810.0
7550.0,820.0
7633.0,830.0
7720.0,870.0
7806.0,860.0
7886.0,800.0
7971.0,850.0
8049.0,780.0
8136.0,870.0
8205.0,690.0
8392.0,1870.0
8478.0,860.0
8601.0,1230.0
8729.0,1280.0
8851.0,1220.0
8928.0,770.0
9005.0,770.0
9085.0,800.0
9167.0,820.0
9252.0,850.0
9331.0,790.0
9416.0,850.0
9502.0,860.0
9593.0,910.0
9683.0,900.0
9772.0,890.0
9861.0,890.0
9949.0,880.0
10035.0,860.0
10122.0,870.0
10206.0,840.0
10294.0,880.0
10378.0,840.0
10464.0,860.0
10542.0,780.0
10620.0,780.0
10703.0,830.0
10787.0,840.0
10869.0,820.0
10953.0,840.0
11037.0,840.0
11123.0,860.0
11204.0,810.0
11287.0,830.0
11374.0,870.0
11463.0,890.0
