RRI_inf,PPI_inf,PPI_pix
789.0625,789.0625,1130.0
753.90625,750.0,810.0
773.4375,769.53125,780.0
800.78125,796.875,1510.0
851.5625,851.5625,880.0
859.375,859.375,900.0
898.4375,898.4375,980.0
906.25,906.25,800.0
890.625,894.53125,900.0
855.46875,855.46875,680.0
882.8125,886.71875,990.0
914.0625,914.0625,940.0
917.96875,917.96875,940.0
878.90625,878.90625,680.0
882.8125,886.71875,670.0
871.09375,867.1875,720.0
816.40625,816.40625,740.0
828.125,828.125,710.0
839.84375,835.9375,790.0
816.40625,816.40625,680.0
816.40625,812.5,860.0
851.5625,847.65625,1140.0
878.90625,878.90625,1250.0
859.375,863.28125,1010.0
867.1875,867.1875,950.0
839.84375,843.75,880.0
832.03125,835.9375,780.0
800.78125,800.78125,840.0
835.9375,835.9375,800.0
839.84375,843.75,1200.0
828.125,824.21875,1000.0
812.5,820.3125,1020.0
851.5625,847.65625,1420.0
863.28125,863.28125,870.0
832.03125,832.03125,780.0
859.375,859.375,1260.0
847.65625,843.75,780.0
828.125,828.125,740.0
832.03125,835.9375,1430.0
828.125,828.125,1000.0
789.0625,785.15625,790.0
753.90625,753.90625,700.0
753.90625,750.0,760.0
769.53125,769.53125,690.0
792.96875,789.0625,870.0
777.34375,777.34375,1290.0
812.5,812.5,1200.0
851.5625,851.5625,990.0
851.5625,855.46875,880.0
816.40625,820.3125,860.0
859.375,859.375,1350.0
843.75,847.65625,1330.0
816.40625,816.40625,1090.0
828.125,832.03125,780.0
835.9375,835.9375,1380.0
851.5625,851.5625,660.0
835.9375,835.9375,1140.0
917.96875,914.0625,1170.0
875.0,878.90625,980.0
820.3125,824.21875,1100.0
765.625,765.625,860.0
730.46875,730.46875,670.0
718.75,707.03125,830.0
742.1875,738.28125,1050.0
855.46875,847.65625,970.0
976.5625,972.65625,990.0
964.84375,968.75,940.0
902.34375,906.25,850.0
929.6875,929.6875,710.0
910.15625,914.0625,760.0
890.625,894.53125,810.0
824.21875,820.3125,870.0
820.3125,820.3125,820.0
828.125,828.125,720.0
777.34375,777.34375,950.0
804.6875,804.6875,680.0
859.375,863.28125,1100.0
847.65625,851.5625,1490.0
910.15625,910.15625,1040.0
933.59375,933.59375,960.0
914.0625,917.96875,800.0
859.375,859.375,860.0
875.0,875.0,880.0
867.1875,867.1875,900.0
871.09375,871.09375,820.0
843.75,843.75,840.0
867.1875,871.09375,710.0
878.90625,875.0,890.0
839.84375,839.84375,830.0
878.90625,878.90625,680.0
859.375,859.375,860.0
859.375,859.375,740.0
851.5625,855.46875,1030.0
843.75,843.75,660.0
816.40625,812.5,1410.0
777.34375,781.25,860.0
808.59375,804.6875,800.0
812.5,812.5,770.0
796.875,796.875,770.0
746.09375,746.09375,820.0
730.46875,726.5625,870.0
753.90625,746.09375,890.0
816.40625,812.5,890.0
855.46875,851.5625,840.0
785.15625,792.96875,880.0
789.0625,785.15625,960.0
792.96875,792.96875,980.0
769.53125,773.4375,890.0
796.875,796.875,900.0
863.28125,863.28125,860.0
890.625,890.625,940.0
894.53125,902.34375,930.0
855.46875,855.46875,1270.0
898.4375,898.4375,730.0
941.40625,941.40625,660.0
929.6875,933.59375,710.0
925.78125,929.6875,1100.0
910.15625,910.15625,940.0
882.8125,878.90625,1120.0
914.0625,917.96875,780.0
929.6875,933.59375,860.0
910.15625,906.25,810.0
863.28125,867.1875,900.0
906.25,898.4375,940.0
929.6875,929.6875,690.0
