RRI_inf,PPI_inf,PPI_pix
871.09375,875.0,840.0
843.75,847.65625,860.0
804.6875,800.78125,910.0
828.125,824.21875,900.0
804.6875,804.6875,820.0
796.875,792.96875,810.0
761.71875,765.625,910.0
730.46875,730.46875,800.0
710.9375,703.125,1270.0
710.9375,710.9375,610.0
757.8125,753.90625,950.0
785.15625,785.15625,1100.0
800.78125,804.6875,700.0
765.625,769.53125,670.0
800.78125,796.875,780.0
820.3125,824.21875,770.0
800.78125,800.78125,790.0
796.875,800.78125,810.0
820.3125,816.40625,760.0
804.6875,808.59375,840.0
777.34375,777.34375,790.0
746.09375,746.09375,720.0
769.53125,761.71875,860.0
804.6875,804.6875,910.0
843.75,839.84375,1130.0
804.6875,812.5,630.0
828.125,824.21875,1040.0
824.21875,824.21875,660.0
832.03125,832.03125,1110.0
820.3125,824.21875,840.0
835.9375,832.03125,880.0
824.21875,832.03125,900.0
796.875,796.875,670.0
769.53125,769.53125,930.0
765.625,765.625,920.0
746.09375,746.09375,1260.0
742.1875,738.28125,770.0
753.90625,746.09375,760.0
757.8125,757.8125,690.0
746.09375,742.1875,670.0
761.71875,757.8125,790.0
765.625,769.53125,1140.0
742.1875,742.1875,750.0
738.28125,738.28125,750.0
738.28125,738.28125,710.0
746.09375,746.09375,750.0
714.84375,718.75,740.0
683.59375,683.59375,760.0
671.875,671.875,690.0
671.875,671.875,700.0
703.125,699.21875,650.0
777.34375,777.34375,660.0
757.8125,761.71875,720.0
726.5625,730.46875,860.0
757.8125,753.90625,730.0
792.96875,789.0625,1450.0
867.1875,859.375,760.0
937.5,941.40625,880.0
902.34375,906.25,970.0
906.25,902.34375,850.0
898.4375,902.34375,950.0
917.96875,917.96875,950.0
878.90625,882.8125,630.0
851.5625,855.46875,610.0
898.4375,898.4375,820.0
925.78125,925.78125,950.0
925.78125,929.6875,1350.0
875.0,875.0,940.0
906.25,906.25,1070.0
937.5,933.59375,860.0
941.40625,945.3125,750.0
878.90625,882.8125,910.0
910.15625,906.25,1210.0
933.59375,933.59375,660.0
882.8125,886.71875,910.0
898.4375,894.53125,890.0
914.0625,914.0625,840.0
875.0,878.90625,930.0
855.46875,859.375,860.0
878.90625,871.09375,860.0
871.09375,871.09375,890.0
828.125,832.03125,800.0
855.46875,851.5625,730.0
832.03125,832.03125,1010.0
812.5,812.5,950.0
781.25,781.25,730.0
761.71875,761.71875,1560.0
734.375,734.375,750.0
707.03125,703.125,660.0
695.3125,687.5,710.0
675.78125,671.875,680.0
664.0625,660.15625,620.0
656.25,652.34375,790.0
652.34375,652.34375,1140.0
699.21875,695.3125,620.0
691.40625,699.21875,730.0
707.03125,707.03125,640.0
750.0,750.0,1880.0
750.0,757.8125,640.0
714.84375,714.84375,700.0
722.65625,718.75,640.0
789.0625,792.96875,1150.0
902.34375,898.4375,960.0
937.5,941.40625,760.0
960.9375,964.84375,1150.0
941.40625,945.3125,720.0
957.03125,960.9375,690.0
964.84375,960.9375,690.0
976.5625,976.5625,750.0
945.3125,945.3125,930.0
914.0625,914.0625,920.0
902.34375,906.25,640.0
851.5625,847.65625,960.0
820.3125,820.3125,970.0
843.75,843.75,1110.0
894.53125,894.53125,610.0
898.4375,894.53125,980.0
945.3125,949.21875,650.0
968.75,968.75,1240.0
925.78125,933.59375,880.0
898.4375,898.4375,930.0
917.96875,914.0625,960.0
902.34375,906.25,810.0
875.0,875.0,910.0
890.625,886.71875,880.0
925.78125,925.78125,910.0
914.0625,917.96875,880.0
867.1875,867.1875,890.0
914.0625,914.0625,740.0
878.90625,890.625,1020.0
851.5625,843.75,860.0
886.71875,878.90625,900.0
835.9375,835.9375,850.0
