RRI_inf,PPI_inf,PPI_pix
777.34375,781.25,720.0
757.8125,757.8125,1190.0
753.90625,757.8125,940.0
789.0625,785.15625,770.0
812.5,812.5,690.0
796.875,796.875,810.0
753.90625,753.90625,810.0
726.5625,726.5625,770.0
714.84375,710.9375,1470.0
714.84375,710.9375,710.0
734.375,734.375,1160.0
765.625,765.625,1050.0
792.96875,796.875,2200.0
773.4375,773.4375,890.0
777.34375,777.34375,910.0
824.21875,820.3125,1480.0
855.46875,863.28125,660.0
828.125,828.125,750.0
859.375,859.375,1650.0
890.625,890.625,730.0
910.15625,914.0625,920.0
855.46875,859.375,1760.0
878.90625,875.0,950.0
894.53125,894.53125,1800.0
890.625,894.53125,1330.0
851.5625,851.5625,1060.0
902.34375,898.4375,750.0
886.71875,886.71875,1360.0
843.75,843.75,1180.0
835.9375,839.84375,1110.0
847.65625,843.75,1360.0
847.65625,847.65625,1330.0
816.40625,816.40625,1070.0
828.125,828.125,660.0
847.65625,839.84375,1460.0
871.09375,875.0,1040.0
824.21875,824.21875,690.0
812.5,808.59375,740.0
828.125,828.125,1700.0
792.96875,796.875,1200.0
777.34375,773.4375,1040.0
796.875,796.875,760.0
769.53125,773.4375,1190.0
753.90625,750.0,910.0
765.625,765.625,750.0
785.15625,781.25,660.0
792.96875,792.96875,1260.0
765.625,769.53125,1200.0
789.0625,789.0625,660.0
796.875,796.875,1200.0
812.5,812.5,1370.0
796.875,796.875,2120.0
816.40625,816.40625,680.0
835.9375,839.84375,1290.0
851.5625,851.5625,1270.0
820.3125,820.3125,870.0
875.0,878.90625,940.0
921.875,921.875,940.0
894.53125,894.53125,2300.0
875.0,875.0,1140.0
855.46875,859.375,790.0
812.5,812.5,760.0
789.0625,785.15625,710.0
832.03125,828.125,920.0
839.84375,843.75,850.0
851.5625,847.65625,900.0
886.71875,890.625,1110.0
882.8125,882.8125,670.0
843.75,847.65625,850.0
785.15625,785.15625,790.0
792.96875,789.0625,820.0
835.9375,832.03125,860.0
894.53125,898.4375,820.0
863.28125,863.28125,760.0
914.0625,906.25,1090.0
910.15625,914.0625,1020.0
843.75,843.75,780.0
878.90625,878.90625,1370.0
863.28125,863.28125,980.0
859.375,863.28125,920.0
832.03125,835.9375,920.0
851.5625,847.65625,1130.0
875.0,875.0,720.0
843.75,843.75,680.0
882.8125,882.8125,710.0
847.65625,851.5625,1150.0
789.0625,785.15625,880.0
792.96875,792.96875,810.0
800.78125,800.78125,780.0
863.28125,863.28125,720.0
886.71875,886.71875,790.0
906.25,906.25,890.0
863.28125,867.1875,870.0
878.90625,878.90625,970.0
828.125,828.125,880.0
804.6875,800.78125,1310.0
835.9375,832.03125,700.0
855.46875,859.375,1450.0
847.65625,847.65625,710.0
859.375,859.375,1130.0
917.96875,917.96875,1200.0
937.5,937.5,1430.0
875.0,878.90625,770.0
894.53125,894.53125,730.0
898.4375,894.53125,1280.0
875.0,878.90625,680.0
789.0625,789.0625,1230.0
753.90625,750.0,1090.0
773.4375,769.53125,770.0
800.78125,796.875,1470.0
