RRI_inf,PPI_inf,PPI_pix
835.9375,835.9375,750.0
859.375,863.28125,800.0
843.75,843.75,830.0
820.3125,820.3125,850.0
859.375,859.375,860.0
867.1875,875.0,740.0
839.84375,839.84375,900.0
828.125,828.125,1280.0
816.40625,816.40625,1850.0
800.78125,800.78125,1060.0
832.03125,835.9375,810.0
832.03125,828.125,830.0
832.03125,828.125,970.0
812.5,812.5,660.0
851.5625,851.5625,930.0
832.03125,835.9375,660.0
859.375,855.46875,990.0
855.46875,855.46875,850.0
871.09375,875.0,870.0
832.03125,832.03125,820.0
769.53125,773.4375,790.0
773.4375,769.53125,740.0
773.4375,773.4375,770.0
746.09375,746.09375,750.0
796.875,800.78125,800.0
855.46875,851.5625,850.0
878.90625,878.90625,1020.0
851.5625,851.5625,730.0
863.28125,863.28125,850.0
871.09375,863.28125,900.0
878.90625,882.8125,840.0
902.34375,902.34375,890.0
902.34375,906.25,1270.0
832.03125,832.03125,1330.0
839.84375,851.5625,860.0
875.0,871.09375,900.0
898.4375,894.53125,910.0
890.625,890.625,1310.0
855.46875,855.46875,1350.0
902.34375,906.25,890.0
910.15625,910.15625,860.0
894.53125,890.625,880.0
875.0,875.0,870.0
890.625,894.53125,820.0
871.09375,871.09375,1520.0
812.5,816.40625,720.0
769.53125,765.625,700.0
738.28125,738.28125,770.0
707.03125,703.125,860.0
710.9375,707.03125,890.0
773.4375,757.8125,1020.0
875.0,871.09375,980.0
933.59375,929.6875,920.0
968.75,968.75,830.0
972.65625,980.46875,790.0
906.25,917.96875,850.0
832.03125,820.3125,780.0
832.03125,835.9375,880.0
820.3125,824.21875,800.0
824.21875,820.3125,830.0
835.9375,843.75,820.0
824.21875,820.3125,830.0
808.59375,812.5,860.0
832.03125,832.03125,780.0
839.84375,835.9375,850.0
851.5625,859.375,720.0
812.5,812.5,950.0
828.125,835.9375,870.0
835.9375,832.03125,810.0
859.375,855.46875,810.0
843.75,847.65625,830.0
800.78125,800.78125,870.0
828.125,828.125,800.0
828.125,824.21875,890.0
839.84375,839.84375,820.0
851.5625,847.65625,810.0
851.5625,855.46875,830.0
832.03125,832.03125,830.0
804.6875,808.59375,780.0
824.21875,820.3125,780.0
824.21875,824.21875,790.0
808.59375,808.59375,820.0
769.53125,777.34375,830.0
796.875,796.875,840.0
820.3125,816.40625,860.0
828.125,828.125,850.0
851.5625,855.46875,840.0
847.65625,847.65625,820.0
851.5625,851.5625,800.0
855.46875,855.46875,800.0
808.59375,808.59375,810.0
796.875,796.875,760.0
804.6875,804.6875,890.0
808.59375,800.78125,810.0
816.40625,816.40625,760.0
832.03125,835.9375,810.0
816.40625,816.40625,820.0
777.34375,773.4375,810.0
800.78125,800.78125,800.0
812.5,808.59375,800.0
812.5,816.40625,1280.0
792.96875,792.96875,1110.0
828.125,824.21875,830.0
816.40625,820.3125,840.0
785.15625,785.15625,830.0
789.0625,785.15625,800.0
812.5,816.40625,860.0
835.9375,835.9375,830.0
843.75,843.75,820.0
804.6875,804.6875,800.0
839.84375,839.84375,830.0
843.75,839.84375,1590.0
820.3125,824.21875,820.0
812.5,812.5,830.0
820.3125,820.3125,830.0
812.5,808.59375,800.0
792.96875,789.0625,810.0
804.6875,804.6875,870.0
832.03125,832.03125,880.0
835.9375,839.84375,860.0
792.96875,792.96875,840.0
812.5,824.21875,850.0
863.28125,859.375,860.0
882.8125,878.90625,860.0
859.375,871.09375,880.0
859.375,855.46875,820.0
843.75,843.75,770.0
855.46875,843.75,770.0
871.09375,882.8125,730.0
871.09375,867.1875,710.0
812.5,808.59375,730.0
