RRI_inf,PPI_inf,PPI_pix
945.3125,945.3125,760.0
914.0625,914.0625,770.0
902.34375,906.25,910.0
851.5625,847.65625,670.0
820.3125,820.3125,930.0
843.75,843.75,950.0
894.53125,894.53125,960.0
898.4375,894.53125,820.0
945.3125,949.21875,850.0
968.75,968.75,1010.0
925.78125,933.59375,970.0
898.4375,898.4375,920.0
917.96875,914.0625,880.0
902.34375,906.25,930.0
875.0,875.0,960.0
890.625,886.71875,810.0
925.78125,925.78125,900.0
914.0625,917.96875,900.0
867.1875,867.1875,900.0
914.0625,914.0625,910.0
878.90625,890.625,870.0
851.5625,843.75,730.0
886.71875,878.90625,1020.0
835.9375,835.9375,880.0
843.75,839.84375,880.0
820.3125,824.21875,850.0
796.875,800.78125,760.0
742.1875,738.28125,760.0
742.1875,742.1875,850.0
746.09375,742.1875,810.0
757.8125,753.90625,640.0
835.9375,839.84375,840.0
863.28125,863.28125,810.0
875.0,878.90625,790.0
859.375,863.28125,870.0
878.90625,878.90625,980.0
886.71875,886.71875,790.0
890.625,890.625,840.0
847.65625,851.5625,870.0
886.71875,882.8125,840.0
902.34375,902.34375,640.0
878.90625,878.90625,850.0
906.25,910.15625,1210.0
921.875,921.875,860.0
898.4375,902.34375,970.0
863.28125,863.28125,850.0
925.78125,921.875,910.0
964.84375,968.75,900.0
906.25,910.15625,960.0
933.59375,929.6875,870.0
925.78125,925.78125,960.0
851.5625,851.5625,950.0
847.65625,843.75,860.0
835.9375,835.9375,850.0
832.03125,828.125,1020.0
867.1875,871.09375,600.0
921.875,917.96875,910.0
992.1875,988.28125,950.0
953.125,957.03125,960.0
992.1875,988.28125,950.0
992.1875,996.09375,1000.0
941.40625,941.40625,980.0
953.125,953.125,940.0
929.6875,929.6875,940.0
890.625,894.53125,950.0
917.96875,914.0625,890.0
875.0,875.0,890.0
851.5625,851.5625,880.0
851.5625,851.5625,870.0
859.375,859.375,860.0
894.53125,894.53125,860.0
867.1875,867.1875,880.0
957.03125,957.03125,860.0
1011.71875,1011.71875,950.0
1078.125,1085.9375,1010.0
964.84375,968.75,1080.0
960.9375,957.03125,950.0
917.96875,921.875,880.0
855.46875,847.65625,780.0
855.46875,855.46875,1120.0
859.375,855.46875,1060.0
824.21875,820.3125,740.0
851.5625,851.5625,710.0
867.1875,867.1875,840.0
878.90625,875.0,870.0
843.75,847.65625,890.0
871.09375,871.09375,780.0
835.9375,832.03125,930.0
785.15625,781.25,810.0
789.0625,789.0625,810.0
781.25,785.15625,780.0
796.875,792.96875,780.0
828.125,824.21875,820.0
851.5625,855.46875,790.0
832.03125,835.9375,870.0
871.09375,871.09375,820.0
894.53125,894.53125,870.0
906.25,910.15625,910.0
847.65625,851.5625,900.0
878.90625,875.0,870.0
894.53125,894.53125,820.0
867.1875,871.09375,950.0
863.28125,863.28125,840.0
921.875,917.96875,870.0
949.21875,949.21875,920.0
937.5,941.40625,960.0
988.28125,988.28125,910.0
984.375,988.28125,990.0
941.40625,941.40625,1000.0
964.84375,964.84375,930.0
957.03125,957.03125,1020.0
921.875,921.875,900.0
968.75,968.75,930.0
968.75,972.65625,1150.0
921.875,921.875,800.0
976.5625,972.65625,910.0
960.9375,964.84375,970.0
898.4375,898.4375,920.0
941.40625,937.5,940.0
929.6875,929.6875,930.0
921.875,921.875,940.0
953.125,953.125,910.0
902.34375,902.34375,960.0
929.6875,925.78125,910.0
914.0625,914.0625,910.0
832.03125,832.03125,940.0
851.5625,851.5625,820.0
