RRI_inf,PPI_inf,PPI_pix
914.0625,910.15625,640.0
937.5,937.5,690.0
921.875,929.6875,790.0
832.03125,832.03125,630.0
835.9375,832.03125,960.0
835.9375,832.03125,930.0
820.3125,820.3125,850.0
812.5,812.5,620.0
886.71875,878.90625,1140.0
906.25,910.15625,880.0
894.53125,898.4375,870.0
949.21875,953.125,890.0
957.03125,949.21875,1260.0
921.875,929.6875,1400.0
843.75,847.65625,830.0
886.71875,878.90625,1170.0
875.0,878.90625,900.0
894.53125,894.53125,850.0
871.09375,871.09375,890.0
902.34375,910.15625,890.0
906.25,894.53125,1420.0
902.34375,906.25,650.0
847.65625,847.65625,1080.0
835.9375,835.9375,900.0
843.75,843.75,860.0
882.8125,878.90625,900.0
894.53125,894.53125,920.0
867.1875,871.09375,910.0
886.71875,882.8125,850.0
902.34375,902.34375,870.0
859.375,863.28125,910.0
828.125,828.125,640.0
886.71875,882.8125,700.0
914.0625,917.96875,1400.0
851.5625,851.5625,870.0
902.34375,898.4375,910.0
917.96875,921.875,940.0
906.25,906.25,920.0
843.75,843.75,820.0
882.8125,882.8125,810.0
917.96875,914.0625,820.0
945.3125,953.125,850.0
945.3125,945.3125,1220.0
851.5625,851.5625,870.0
878.90625,878.90625,640.0
902.34375,902.34375,1140.0
945.3125,937.5,620.0
902.34375,914.0625,870.0
847.65625,843.75,960.0
800.78125,796.875,650.0
820.3125,820.3125,1010.0
839.84375,839.84375,780.0
898.4375,894.53125,770.0
925.78125,925.78125,810.0
917.96875,921.875,860.0
863.28125,863.28125,850.0
890.625,886.71875,1160.0
906.25,910.15625,720.0
914.0625,917.96875,630.0
828.125,828.125,930.0
824.21875,820.3125,930.0
804.6875,800.78125,940.0
789.0625,785.15625,850.0
800.78125,796.875,780.0
855.46875,855.46875,780.0
843.75,847.65625,670.0
804.6875,804.6875,720.0
820.3125,820.3125,790.0
898.4375,894.53125,1280.0
925.78125,929.6875,1430.0
937.5,941.40625,1100.0
929.6875,933.59375,880.0
851.5625,855.46875,840.0
785.15625,789.0625,810.0
738.28125,734.375,830.0
710.9375,703.125,1050.0
722.65625,714.84375,1250.0
800.78125,792.96875,1190.0
933.59375,925.78125,1030.0
972.65625,976.5625,730.0
980.46875,992.1875,750.0
933.59375,929.6875,790.0
875.0,875.0,790.0
835.9375,839.84375,660.0
824.21875,820.3125,970.0
792.96875,785.15625,750.0
785.15625,792.96875,830.0
773.4375,769.53125,840.0
777.34375,789.0625,880.0
777.34375,781.25,1170.0
742.1875,746.09375,1010.0
710.9375,707.03125,880.0
718.75,714.84375,740.0
753.90625,750.0,740.0
785.15625,785.15625,630.0
792.96875,796.875,850.0
804.6875,800.78125,870.0
808.59375,808.59375,890.0
812.5,820.3125,1160.0
785.15625,785.15625,1370.0
835.9375,835.9375,890.0
875.0,871.09375,890.0
871.09375,871.09375,920.0
847.65625,847.65625,1150.0
871.09375,875.0,1420.0
871.09375,875.0,850.0
832.03125,832.03125,840.0
871.09375,867.1875,860.0
878.90625,882.8125,880.0
871.09375,863.28125,820.0
878.90625,886.71875,840.0
839.84375,839.84375,1230.0
835.9375,835.9375,900.0
855.46875,859.375,630.0
890.625,886.71875,660.0
906.25,906.25,640.0
910.15625,917.96875,980.0
843.75,839.84375,780.0
