RRI_inf,PPI_inf,PPI_pix
875.0,878.90625,940.0
796.875,789.0625,880.0
878.90625,875.0,800.0
917.96875,917.96875,870.0
945.3125,945.3125,910.0
964.84375,968.75,950.0
867.1875,871.09375,960.0
867.1875,863.28125,870.0
859.375,863.28125,870.0
816.40625,812.5,870.0
746.09375,746.09375,810.0
714.84375,710.9375,740.0
699.21875,691.40625,690.0
675.78125,671.875,720.0
660.15625,652.34375,1280.0
664.0625,656.25,710.0
730.46875,722.65625,660.0
738.28125,746.09375,800.0
832.03125,824.21875,870.0
867.1875,875.0,830.0
859.375,863.28125,880.0
859.375,867.1875,840.0
835.9375,835.9375,850.0
777.34375,785.15625,760.0
773.4375,765.625,770.0
792.96875,796.875,780.0
812.5,820.3125,820.0
824.21875,824.21875,840.0
765.625,777.34375,710.0
832.03125,824.21875,870.0
953.125,953.125,960.0
1007.8125,1003.90625,1010.0
1011.71875,1015.625,1030.0
980.46875,980.46875,960.0
988.28125,988.28125,990.0
964.84375,964.84375,960.0
941.40625,941.40625,950.0
937.5,937.5,930.0
964.84375,964.84375,960.0
968.75,968.75,970.0
914.0625,917.96875,890.0
929.6875,925.78125,960.0
941.40625,945.3125,940.0
953.125,953.125,950.0
929.6875,929.6875,920.0
937.5,937.5,940.0
925.78125,925.78125,930.0
878.90625,875.0,880.0
878.90625,882.8125,870.0
906.25,906.25,900.0
902.34375,902.34375,910.0
847.65625,843.75,820.0
871.09375,875.0,910.0
855.46875,855.46875,830.0
828.125,824.21875,810.0
839.84375,839.84375,870.0
828.125,824.21875,760.0
824.21875,820.3125,910.0
792.96875,800.78125,760.0
832.03125,828.125,850.0
828.125,824.21875,800.0
804.6875,808.59375,810.0
765.625,757.8125,780.0
769.53125,769.53125,760.0
761.71875,761.71875,760.0
753.90625,750.0,730.0
718.75,722.65625,750.0
710.9375,710.9375,690.0
691.40625,699.21875,700.0
679.6875,675.78125,670.0
675.78125,675.78125,680.0
695.3125,695.3125,710.0
726.5625,726.5625,700.0
785.15625,785.15625,790.0
800.78125,804.6875,810.0
769.53125,769.53125,750.0
800.78125,800.78125,810.0
816.40625,816.40625,820.0
816.40625,812.5,820.0
832.03125,835.9375,830.0
843.75,843.75,840.0
859.375,855.46875,860.0
828.125,832.03125,830.0
847.65625,843.75,840.0
867.1875,867.1875,870.0
851.5625,855.46875,870.0
898.4375,898.4375,880.0
910.15625,910.15625,890.0
898.4375,894.53125,920.0
902.34375,910.15625,910.0
917.96875,917.96875,910.0
886.71875,886.71875,870.0
894.53125,898.4375,900.0
906.25,906.25,910.0
894.53125,890.625,890.0
894.53125,898.4375,900.0
910.15625,906.25,900.0
902.34375,902.34375,910.0
863.28125,863.28125,850.0
890.625,890.625,880.0
882.8125,886.71875,890.0
832.03125,832.03125,830.0
863.28125,863.28125,870.0
863.28125,855.46875,860.0
828.125,828.125,830.0
855.46875,859.375,830.0
871.09375,875.0,900.0
839.84375,832.03125,830.0
847.65625,851.5625,860.0
863.28125,859.375,860.0
828.125,832.03125,820.0
820.3125,820.3125,830.0
824.21875,820.3125,810.0
800.78125,808.59375,810.0
761.71875,753.90625,750.0
789.0625,792.96875,790.0
812.5,808.59375,800.0
828.125,824.21875,790.0
859.375,863.28125,910.0
859.375,859.375,860.0
816.40625,816.40625,810.0
777.34375,773.4375,790.0
785.15625,781.25,770.0
820.3125,824.21875,810.0
800.78125,800.78125,810.0
796.875,792.96875,800.0
808.59375,808.59375,810.0
800.78125,804.6875,770.0
773.4375,773.4375,780.0
750.0,750.0,760.0
750.0,742.1875,750.0
757.8125,753.90625,760.0
734.375,738.28125,730.0
734.375,730.46875,750.0
