RRI_inf,PPI_inf,PPI_pix
832.03125,832.03125,780.0
871.09375,867.1875,1740.0
878.90625,882.8125,850.0
871.09375,863.28125,870.0
878.90625,886.71875,900.0
839.84375,839.84375,820.0
835.9375,835.9375,840.0
855.46875,859.375,860.0
890.625,886.71875,890.0
906.25,906.25,890.0
910.15625,917.96875,920.0
843.75,839.84375,840.0
875.0,871.09375,860.0
859.375,859.375,880.0
851.5625,851.5625,830.0
843.75,847.65625,860.0
867.1875,863.28125,850.0
863.28125,867.1875,870.0
835.9375,832.03125,860.0
828.125,832.03125,810.0
886.71875,886.71875,880.0
933.59375,933.59375,930.0
953.125,953.125,960.0
941.40625,945.3125,920.0
902.34375,902.34375,930.0
886.71875,886.71875,870.0
878.90625,878.90625,890.0
824.21875,820.3125,810.0
832.03125,835.9375,840.0
875.0,871.09375,850.0
898.4375,894.53125,910.0
871.09375,878.90625,870.0
839.84375,835.9375,870.0
902.34375,898.4375,890.0
933.59375,933.59375,910.0
933.59375,933.59375,940.0
906.25,906.25,910.0
929.6875,929.6875,910.0
914.0625,917.96875,910.0
886.71875,882.8125,900.0
914.0625,914.0625,920.0
917.96875,917.96875,910.0
851.5625,851.5625,850.0
894.53125,894.53125,880.0
902.34375,902.34375,900.0
925.78125,925.78125,930.0
914.0625,917.96875,920.0
984.375,980.46875,970.0
1003.90625,1003.90625,1010.0
949.21875,953.125,950.0
949.21875,949.21875,960.0
941.40625,937.5,940.0
878.90625,882.8125,860.0
906.25,910.15625,900.0
902.34375,902.34375,1070.0
832.03125,832.03125,670.0
796.875,789.0625,800.0
812.5,812.5,800.0
796.875,792.96875,780.0
769.53125,765.625,810.0
757.8125,761.71875,760.0
757.8125,753.90625,770.0
734.375,734.375,720.0
769.53125,765.625,750.0
796.875,796.875,790.0
839.84375,835.9375,870.0
781.25,785.15625,760.0
800.78125,800.78125,780.0
816.40625,812.5,840.0
839.84375,843.75,840.0
808.59375,812.5,800.0
816.40625,824.21875,840.0
847.65625,843.75,830.0
871.09375,867.1875,880.0
839.84375,839.84375,820.0
871.09375,875.0,910.0
886.71875,882.8125,870.0
851.5625,859.375,840.0
792.96875,785.15625,800.0
796.875,812.5,780.0
835.9375,824.21875,830.0
871.09375,867.1875,870.0
898.4375,898.4375,890.0
886.71875,894.53125,900.0
898.4375,898.4375,890.0
875.0,871.09375,880.0
808.59375,812.5,810.0
796.875,796.875,780.0
785.15625,777.34375,800.0
781.25,781.25,770.0
777.34375,777.34375,750.0
769.53125,769.53125,1000.0
820.3125,812.5,630.0
839.84375,843.75,830.0
859.375,863.28125,890.0
812.5,808.59375,760.0
828.125,832.03125,850.0
843.75,843.75,850.0
847.65625,851.5625,840.0
812.5,812.5,810.0
820.3125,820.3125,830.0
828.125,828.125,810.0
832.03125,832.03125,840.0
839.84375,843.75,830.0
843.75,839.84375,860.0
871.09375,875.0,860.0
859.375,859.375,870.0
828.125,824.21875,820.0
843.75,847.65625,860.0
839.84375,835.9375,820.0
835.9375,839.84375,830.0
800.78125,796.875,800.0
835.9375,839.84375,830.0
824.21875,820.3125,840.0
816.40625,816.40625,810.0
785.15625,785.15625,800.0
804.6875,804.6875,790.0
796.875,796.875,800.0
792.96875,792.96875,770.0
753.90625,757.8125,770.0
722.65625,722.65625,710.0
714.84375,710.9375,730.0
761.71875,757.8125,750.0
847.65625,847.65625,860.0
925.78125,917.96875,920.0
941.40625,949.21875,940.0
886.71875,886.71875,890.0
906.25,906.25,910.0
910.15625,914.0625,910.0
898.4375,910.15625,900.0
804.6875,804.6875,770.0
832.03125,832.03125,850.0
