RRI_inf,PPI_inf,PPI_pix
714.84375,718.75,780.0
734.375,730.46875,750.0
726.5625,730.46875,710.0
761.71875,761.71875,730.0
789.0625,789.0625,710.0
796.875,804.6875,770.0
781.25,781.25,800.0
750.0,750.0,780.0
765.625,765.625,790.0
789.0625,785.15625,720.0
832.03125,839.84375,1250.0
835.9375,828.125,2420.0
812.5,808.59375,1270.0
828.125,832.03125,740.0
808.59375,812.5,790.0
765.625,765.625,750.0
765.625,761.71875,780.0
789.0625,792.96875,810.0
808.59375,808.59375,1290.0
800.78125,800.78125,1050.0
765.625,769.53125,790.0
781.25,777.34375,870.0
820.3125,816.40625,790.0
824.21875,828.125,790.0
792.96875,792.96875,800.0
789.0625,789.0625,830.0
816.40625,816.40625,800.0
824.21875,816.40625,790.0
820.3125,820.3125,740.0
777.34375,781.25,700.0
734.375,734.375,700.0
703.125,703.125,740.0
699.21875,699.21875,740.0
738.28125,730.46875,770.0
753.90625,753.90625,750.0
757.8125,757.8125,1150.0
750.0,750.0,1170.0
757.8125,753.90625,1350.0
765.625,777.34375,740.0
746.09375,738.28125,720.0
714.84375,718.75,710.0
703.125,703.125,860.0
699.21875,699.21875,670.0
734.375,722.65625,710.0
769.53125,777.34375,710.0
777.34375,773.4375,740.0
730.46875,734.375,770.0
703.125,703.125,790.0
703.125,703.125,750.0
722.65625,730.46875,760.0
777.34375,769.53125,740.0
796.875,800.78125,750.0
761.71875,769.53125,720.0
746.09375,742.1875,680.0
742.1875,742.1875,740.0
753.90625,753.90625,780.0
714.84375,714.84375,710.0
699.21875,691.40625,710.0
738.28125,738.28125,780.0
769.53125,769.53125,800.0
722.65625,726.5625,850.0
722.65625,718.75,820.0
761.71875,761.71875,820.0
804.6875,808.59375,840.0
843.75,839.84375,870.0
812.5,820.3125,800.0
832.03125,828.125,820.0
847.65625,855.46875,820.0
847.65625,843.75,860.0
808.59375,808.59375,800.0
820.3125,820.3125,760.0
828.125,824.21875,760.0
843.75,847.65625,740.0
820.3125,820.3125,820.0
765.625,769.53125,850.0
746.09375,738.28125,880.0
761.71875,765.625,870.0
808.59375,804.6875,960.0
867.1875,867.1875,960.0
882.8125,886.71875,910.0
878.90625,878.90625,880.0
925.78125,929.6875,860.0
964.84375,968.75,900.0
914.0625,914.0625,880.0
851.5625,855.46875,900.0
882.8125,878.90625,940.0
910.15625,914.0625,910.0
875.0,871.09375,940.0
910.15625,910.15625,900.0
921.875,921.875,910.0
902.34375,902.34375,890.0
945.3125,941.40625,890.0
921.875,921.875,820.0
898.4375,898.4375,860.0
898.4375,898.4375,860.0
882.8125,886.71875,860.0
824.21875,820.3125,790.0
851.5625,851.5625,830.0
871.09375,867.1875,810.0
863.28125,863.28125,830.0
792.96875,796.875,810.0
824.21875,828.125,910.0
832.03125,824.21875,870.0
796.875,792.96875,790.0
839.84375,839.84375,820.0
882.8125,882.8125,840.0
875.0,875.0,840.0
808.59375,812.5,830.0
816.40625,816.40625,870.0
839.84375,839.84375,850.0
851.5625,851.5625,840.0
820.3125,820.3125,760.0
871.09375,878.90625,750.0
871.09375,867.1875,730.0
824.21875,828.125,730.0
765.625,761.71875,810.0
750.0,746.09375,870.0
722.65625,718.75,860.0
742.1875,738.28125,770.0
812.5,808.59375,1050.0
878.90625,878.90625,1160.0
855.46875,867.1875,940.0
781.25,781.25,1040.0
804.6875,808.59375,1550.0
832.03125,859.375,840.0
871.09375,851.5625,870.0
878.90625,875.0,860.0
800.78125,804.6875,790.0
761.71875,750.0,910.0
789.0625,785.15625,850.0
832.03125,824.21875,880.0
859.375,867.1875,870.0
871.09375,878.90625,820.0
