RRI_inf,PPI_inf,PPI_pix
800.78125,800.78125,770.0
781.25,781.25,830.0
777.34375,777.34375,750.0
765.625,773.4375,780.0
742.1875,738.28125,770.0
753.90625,753.90625,750.0
796.875,796.875,750.0
871.09375,871.09375,800.0
816.40625,820.3125,870.0
765.625,769.53125,800.0
750.0,757.8125,780.0
777.34375,761.71875,770.0
816.40625,812.5,1330.0
835.9375,835.9375,1080.0
785.15625,789.0625,810.0
785.15625,781.25,740.0
812.5,808.59375,820.0
828.125,828.125,830.0
843.75,843.75,860.0
835.9375,843.75,820.0
792.96875,796.875,780.0
796.875,796.875,800.0
800.78125,804.6875,800.0
789.0625,789.0625,800.0
757.8125,753.90625,760.0
710.9375,710.9375,710.0
679.6875,675.78125,680.0
675.78125,671.875,650.0
667.96875,667.96875,640.0
652.34375,652.34375,700.0
667.96875,660.15625,660.0
730.46875,726.5625,720.0
789.0625,796.875,790.0
828.125,824.21875,820.0
835.9375,843.75,850.0
820.3125,816.40625,820.0
820.3125,824.21875,830.0
847.65625,851.5625,840.0
820.3125,828.125,830.0
781.25,785.15625,790.0
820.3125,816.40625,790.0
839.84375,843.75,850.0
863.28125,859.375,850.0
812.5,824.21875,830.0
781.25,769.53125,770.0
769.53125,765.625,770.0
785.15625,777.34375,790.0
804.6875,800.78125,800.0
785.15625,789.0625,810.0
816.40625,816.40625,790.0
808.59375,804.6875,800.0
855.46875,863.28125,860.0
890.625,890.625,890.0
898.4375,902.34375,900.0
886.71875,890.625,880.0
925.78125,921.875,930.0
914.0625,917.96875,910.0
839.84375,835.9375,840.0
812.5,812.5,800.0
832.03125,835.9375,840.0
816.40625,812.5,810.0
875.0,875.0,890.0
886.71875,890.625,880.0
855.46875,855.46875,860.0
792.96875,796.875,770.0
789.0625,781.25,800.0
792.96875,785.15625,790.0
812.5,808.59375,810.0
804.6875,804.6875,1600.0
800.78125,800.78125,800.0
804.6875,804.6875,820.0
820.3125,820.3125,800.0
789.0625,792.96875,750.0
742.1875,742.1875,730.0
746.09375,742.1875,760.0
757.8125,761.71875,1090.0
789.0625,789.0625,1290.0
789.0625,792.96875,710.0
761.71875,761.71875,710.0
734.375,734.375,730.0
710.9375,714.84375,760.0
738.28125,730.46875,830.0
789.0625,792.96875,860.0
847.65625,847.65625,670.0
847.65625,851.5625,950.0
812.5,812.5,830.0
796.875,796.875,800.0
804.6875,808.59375,830.0
812.5,808.59375,770.0
824.21875,828.125,800.0
777.34375,773.4375,830.0
808.59375,804.6875,890.0
843.75,843.75,900.0
878.90625,882.8125,840.0
890.625,890.625,880.0
843.75,847.65625,860.0
875.0,875.0,880.0
867.1875,867.1875,820.0
878.90625,878.90625,840.0
828.125,832.03125,870.0
843.75,839.84375,920.0
878.90625,875.0,870.0
898.4375,902.34375,890.0
878.90625,878.90625,920.0
902.34375,902.34375,910.0
921.875,917.96875,840.0
902.34375,910.15625,860.0
843.75,843.75,880.0
855.46875,851.5625,920.0
890.625,890.625,920.0
914.0625,910.15625,940.0
937.5,937.5,830.0
921.875,929.6875,850.0
832.03125,832.03125,820.0
835.9375,832.03125,790.0
835.9375,832.03125,840.0
820.3125,820.3125,880.0
812.5,812.5,890.0
886.71875,878.90625,900.0
906.25,910.15625,970.0
894.53125,898.4375,950.0
949.21875,953.125,910.0
957.03125,949.21875,840.0
921.875,929.6875,910.0
843.75,847.65625,880.0
886.71875,878.90625,880.0
875.0,878.90625,860.0
894.53125,894.53125,880.0
871.09375,871.09375,920.0
902.34375,910.15625,940.0
906.25,894.53125,830.0
902.34375,906.25,820.0
847.65625,847.65625,840.0
835.9375,835.9375,880.0
843.75,843.75,910.0
