RRI_inf,PPI_inf,PPI_pix
933.59375,937.5,600.0
914.0625,906.25,930.0
917.96875,917.96875,930.0
886.71875,894.53125,1450.0
835.9375,843.75,950.0
789.0625,781.25,690.0
796.875,789.0625,800.0
828.125,828.125,1280.0
878.90625,878.90625,1110.0
863.28125,867.1875,610.0
882.8125,878.90625,790.0
902.34375,902.34375,980.0
878.90625,882.8125,700.0
828.125,832.03125,950.0
843.75,839.84375,910.0
824.21875,824.21875,850.0
789.0625,792.96875,820.0
753.90625,753.90625,780.0
730.46875,726.5625,740.0
699.21875,695.3125,680.0
679.6875,675.78125,760.0
664.0625,660.15625,660.0
652.34375,652.34375,1080.0
644.53125,640.625,900.0
632.8125,632.8125,670.0
640.625,636.71875,610.0
667.96875,667.96875,660.0
671.875,675.78125,650.0
781.25,777.34375,780.0
812.5,820.3125,1130.0
820.3125,824.21875,820.0
800.78125,804.6875,840.0
750.0,753.90625,770.0
742.1875,734.375,610.0
824.21875,816.40625,600.0
890.625,894.53125,860.0
921.875,925.78125,970.0
871.09375,871.09375,850.0
917.96875,917.96875,940.0
941.40625,941.40625,950.0
917.96875,921.875,870.0
886.71875,882.8125,870.0
925.78125,925.78125,930.0
937.5,937.5,930.0
886.71875,890.625,820.0
917.96875,914.0625,1130.0
894.53125,898.4375,810.0
835.9375,835.9375,720.0
855.46875,851.5625,960.0
859.375,859.375,860.0
839.84375,839.84375,830.0
835.9375,835.9375,780.0
886.71875,886.71875,880.0
917.96875,917.96875,920.0
867.1875,871.09375,930.0
812.5,812.5,780.0
796.875,792.96875,1180.0
761.71875,761.71875,670.0
753.90625,750.0,1180.0
769.53125,773.4375,790.0
761.71875,757.8125,700.0
800.78125,796.875,610.0
835.9375,835.9375,660.0
851.5625,859.375,1300.0
824.21875,828.125,1650.0
863.28125,859.375,1110.0
863.28125,867.1875,650.0
855.46875,855.46875,950.0
843.75,843.75,730.0
875.0,871.09375,1030.0
867.1875,875.0,610.0
843.75,839.84375,1000.0
851.5625,851.5625,820.0
843.75,847.65625,700.0
769.53125,769.53125,1490.0
777.34375,769.53125,980.0
773.4375,769.53125,970.0
785.15625,785.15625,860.0
781.25,781.25,1280.0
816.40625,816.40625,990.0
843.75,843.75,810.0
882.8125,882.8125,620.0
847.65625,851.5625,630.0
871.09375,871.09375,790.0
867.1875,867.1875,1410.0
843.75,847.65625,800.0
843.75,843.75,830.0
839.84375,835.9375,890.0
824.21875,828.125,930.0
808.59375,808.59375,880.0
839.84375,835.9375,710.0
871.09375,871.09375,1220.0
871.09375,875.0,1050.0
871.09375,875.0,620.0
875.0,875.0,690.0
863.28125,863.28125,760.0
839.84375,839.84375,810.0
855.46875,855.46875,820.0
847.65625,847.65625,810.0
808.59375,808.59375,800.0
808.59375,804.6875,860.0
812.5,812.5,860.0
820.3125,816.40625,880.0
804.6875,804.6875,800.0
867.1875,863.28125,840.0
871.09375,871.09375,960.0
851.5625,851.5625,870.0
832.03125,835.9375,820.0
878.90625,878.90625,620.0
898.4375,902.34375,1160.0
863.28125,867.1875,680.0
871.09375,863.28125,780.0
871.09375,875.0,1120.0
843.75,847.65625,1410.0
804.6875,800.78125,670.0
828.125,824.21875,650.0
804.6875,804.6875,760.0
796.875,792.96875,750.0
761.71875,765.625,770.0
730.46875,730.46875,790.0
710.9375,703.125,810.0
710.9375,710.9375,760.0
757.8125,753.90625,840.0
785.15625,785.15625,790.0
800.78125,804.6875,720.0
765.625,769.53125,860.0
800.78125,796.875,910.0
820.3125,824.21875,1130.0
800.78125,800.78125,630.0
796.875,800.78125,1000.0
820.3125,816.40625,680.0
804.6875,808.59375,760.0
