RRI_inf,PPI_inf,PPI_pix
839.84375,839.84375,840.0
851.5625,851.5625,820.0
820.3125,820.3125,880.0
871.09375,878.90625,860.0
871.09375,867.1875,830.0
824.21875,828.125,760.0
765.625,761.71875,750.0
750.0,746.09375,720.0
722.65625,718.75,740.0
742.1875,738.28125,810.0
812.5,808.59375,1260.0
878.90625,878.90625,1250.0
855.46875,867.1875,1040.0
781.25,781.25,1160.0
804.6875,808.59375,940.0
832.03125,859.375,1040.0
871.09375,851.5625,760.0
878.90625,875.0,790.0
800.78125,804.6875,840.0
761.71875,750.0,870.0
789.0625,785.15625,860.0
832.03125,824.21875,800.0
859.375,867.1875,900.0
871.09375,878.90625,860.0
824.21875,820.3125,850.0
867.1875,871.09375,890.0
859.375,859.375,820.0
871.09375,871.09375,860.0
878.90625,882.8125,880.0
820.3125,816.40625,860.0
859.375,859.375,820.0
882.8125,886.71875,800.0
867.1875,867.1875,830.0
816.40625,816.40625,830.0
804.6875,804.6875,810.0
828.125,824.21875,800.0
824.21875,828.125,840.0
828.125,824.21875,790.0
820.3125,820.3125,760.0
832.03125,828.125,1360.0
781.25,789.0625,910.0
750.0,750.0,700.0
750.0,753.90625,730.0
761.71875,761.71875,850.0
757.8125,742.1875,870.0
726.5625,726.5625,850.0
769.53125,757.8125,1660.0
828.125,828.125,820.0
843.75,843.75,810.0
851.5625,855.46875,810.0
863.28125,871.09375,780.0
839.84375,843.75,820.0
781.25,773.4375,1190.0
796.875,804.6875,1340.0
800.78125,800.78125,820.0
800.78125,804.6875,870.0
820.3125,816.40625,1260.0
859.375,859.375,760.0
855.46875,855.46875,820.0
816.40625,812.5,1380.0
824.21875,832.03125,810.0
859.375,851.5625,760.0
890.625,894.53125,790.0
843.75,843.75,800.0
828.125,828.125,830.0
839.84375,839.84375,880.0
828.125,820.3125,830.0
804.6875,816.40625,760.0
769.53125,769.53125,780.0
792.96875,796.875,820.0
796.875,789.0625,760.0
828.125,828.125,760.0
859.375,859.375,710.0
843.75,847.65625,720.0
789.0625,789.0625,760.0
785.15625,781.25,800.0
789.0625,789.0625,770.0
773.4375,769.53125,820.0
757.8125,761.71875,870.0
710.9375,707.03125,860.0
730.46875,726.5625,880.0
765.625,757.8125,880.0
785.15625,785.15625,870.0
781.25,785.15625,860.0
824.21875,820.3125,890.0
855.46875,855.46875,810.0
875.0,878.90625,710.0
878.90625,886.71875,820.0
878.90625,882.8125,690.0
871.09375,875.0,800.0
882.8125,882.8125,870.0
851.5625,847.65625,930.0
820.3125,832.03125,900.0
761.71875,757.8125,820.0
722.65625,722.65625,810.0
738.28125,730.46875,840.0
824.21875,816.40625,870.0
890.625,894.53125,820.0
898.4375,894.53125,750.0
882.8125,886.71875,810.0
832.03125,832.03125,840.0
835.9375,839.84375,850.0
835.9375,832.03125,800.0
839.84375,847.65625,810.0
808.59375,808.59375,760.0
785.15625,789.0625,800.0
812.5,808.59375,830.0
828.125,820.3125,870.0
859.375,863.28125,840.0
820.3125,820.3125,800.0
785.15625,785.15625,860.0
777.34375,769.53125,1240.0
789.0625,785.15625,1870.0
835.9375,835.9375,1070.0
859.375,863.28125,800.0
843.75,843.75,840.0
820.3125,820.3125,960.0
859.375,859.375,690.0
867.1875,875.0,840.0
839.84375,839.84375,780.0
828.125,828.125,900.0
816.40625,816.40625,910.0
800.78125,800.78125,840.0
832.03125,835.9375,820.0
832.03125,828.125,790.0
832.03125,828.125,740.0
812.5,812.5,770.0
851.5625,851.5625,770.0
832.03125,835.9375,780.0
859.375,855.46875,850.0
855.46875,855.46875,1040.0
