valley_location,PPI
83.0,0.0
169.0,860.0
239.0,700.0
320.0,810.0
410.0,900.0
493.0,830.0
579.0,860.0
669.0,900.0
737.0,680.0
828.0,910.0
925.0,970.0
1025.0,1000.0
1113.0,880.0
1181.0,680.0
1284.0,1030.0
1357.0,730.0
1496.0,1390.0
1602.0,1060.0
1708.0,1060.0
1817.0,1090.0
1932.0,1150.0
2016.0,840.0
2102.0,860.0
2221.0,1190.0
2337.0,1160.0
2454.0,1170.0
2567.0,1130.0
2675.0,1080.0
2781.0,1060.0
2885.0,1040.0
2988.0,1030.0
3090.0,1020.0
3191.0,1010.0
3292.0,1010.0
3394.0,1020.0
3495.0,1010.0
3595.0,1000.0
3698.0,1030.0
3794.0,960.0
3894.0,1000.0
3994.0,1000.0
4094.0,1000.0
4194.0,1000.0
4300.0,1060.0
4379.0,790.0
4454.0,750.0
4541.0,870.0
4620.0,790.0
4716.0,960.0
4818.0,1020.0
4972.0,1540.0
5081.0,1090.0
5153.0,720.0
5257.0,1040.0
5338.0,810.0
5416.0,780.0
5524.0,1080.0
5624.0,1000.0
5726.0,1020.0
5829.0,1030.0
5926.0,970.0
6029.0,1030.0
6134.0,1050.0
6220.0,860.0
6288.0,680.0
6391.0,1030.0
6489.0,980.0
6588.0,990.0
6692.0,1040.0
6797.0,1050.0
6901.0,1040.0
7014.0,1130.0
7124.0,1100.0
7200.0,760.0
7276.0,760.0
7449.0,1730.0
7556.0,1070.0
7658.0,1020.0
7766.0,1080.0
7873.0,1070.0
7979.0,1060.0
8084.0,1050.0
8196.0,1120.0
8299.0,1030.0
8405.0,1060.0
8513.0,1080.0
8614.0,1010.0
8720.0,1060.0
8823.0,1030.0
8919.0,960.0
9017.0,980.0
9111.0,940.0
9208.0,970.0
9310.0,1020.0
9412.0,1020.0
9509.0,970.0
9609.0,1000.0
9713.0,1040.0
9812.0,990.0
9911.0,990.0
10008.0,970.0
10109.0,1010.0
10207.0,980.0
10307.0,1000.0
10410.0,1030.0
10509.0,990.0
10613.0,1040.0
10711.0,980.0
10813.0,1020.0
10917.0,1040.0
11023.0,1060.0
