valley_location,PPI
24.0,0.0
119.0,950.0
209.0,900.0
276.0,670.0
374.0,980.0
472.0,980.0
567.0,950.0
633.0,660.0
733.0,1000.0
896.0,1630.0
992.0,960.0
1097.0,1050.0
1202.0,1050.0
1304.0,1020.0
1408.0,1040.0
1505.0,970.0
1596.0,910.0
1705.0,1090.0
1775.0,700.0
1877.0,1020.0
1980.0,1030.0
2083.0,1030.0
2185.0,1020.0
2284.0,990.0
2386.0,1020.0
2484.0,980.0
2581.0,970.0
2682.0,1010.0
2786.0,1040.0
2878.0,920.0
2949.0,710.0
3120.0,1710.0
3218.0,980.0
3321.0,1030.0
3420.0,990.0
3516.0,960.0
3615.0,990.0
3711.0,960.0
3808.0,970.0
3909.0,1010.0
4006.0,970.0
4104.0,980.0
4201.0,970.0
4292.0,910.0
4387.0,950.0
4483.0,960.0
4581.0,980.0
4674.0,930.0
4829.0,1550.0
4927.0,980.0
5030.0,1030.0
5100.0,700.0
5202.0,1020.0
5302.0,1000.0
5408.0,1060.0
5515.0,1070.0
5622.0,1070.0
5731.0,1090.0
5838.0,1070.0
5943.0,1050.0
6050.0,1070.0
6145.0,950.0
6242.0,970.0
6341.0,990.0
6433.0,920.0
6528.0,950.0
6623.0,950.0
6724.0,1010.0
6820.0,960.0
6919.0,990.0
7001.0,820.0
7120.0,1190.0
7219.0,990.0
7315.0,960.0
7414.0,990.0
7514.0,1000.0
7611.0,970.0
7707.0,960.0
7808.0,1010.0
7906.0,980.0
8009.0,1030.0
8109.0,1000.0
8210.0,1010.0
8303.0,930.0
8397.0,940.0
8495.0,980.0
8584.0,890.0
8652.0,680.0
8823.0,1710.0
8915.0,920.0
8986.0,710.0
9087.0,1010.0
9166.0,790.0
9266.0,1000.0
9369.0,1030.0
9435.0,660.0
9529.0,940.0
9634.0,1050.0
9736.0,1020.0
9837.0,1010.0
9937.0,1000.0
10035.0,980.0
10132.0,970.0
10235.0,1030.0
10311.0,760.0
10408.0,970.0
10507.0,990.0
10609.0,1020.0
10708.0,990.0
10810.0,1020.0
10913.0,1030.0
11019.0,1060.0
11120.0,1010.0
11224.0,1040.0
11322.0,980.0
11419.0,970.0
