valley_location,PPI
30.0,0.0
143.0,1130.0
210.0,670.0
304.0,940.0
405.0,1010.0
500.0,950.0
598.0,980.0
694.0,960.0
789.0,950.0
893.0,1040.0
982.0,890.0
1051.0,690.0
1128.0,770.0
1208.0,800.0
1309.0,1010.0
1406.0,970.0
1506.0,1000.0
1607.0,1010.0
1763.0,1560.0
1853.0,900.0
1920.0,670.0
2008.0,880.0
2102.0,940.0
2195.0,930.0
2269.0,740.0
2370.0,1010.0
2463.0,930.0
2535.0,720.0
2715.0,1800.0
2815.0,1000.0
2915.0,1000.0
3073.0,1580.0
3172.0,990.0
3274.0,1020.0
3367.0,930.0
3437.0,700.0
3535.0,980.0
3639.0,1040.0
3737.0,980.0
3803.0,660.0
3971.0,1680.0
4075.0,1040.0
4181.0,1060.0
4281.0,1000.0
4381.0,1000.0
4484.0,1030.0
4553.0,690.0
4664.0,1110.0
4786.0,1220.0
4852.0,660.0
4964.0,1120.0
5129.0,1650.0
5235.0,1060.0
5304.0,690.0
5471.0,1670.0
5578.0,1070.0
5679.0,1010.0
5786.0,1070.0
5888.0,1020.0
5993.0,1050.0
6099.0,1060.0
6200.0,1010.0
6307.0,1070.0
6416.0,1090.0
6518.0,1020.0
6625.0,1070.0
6729.0,1040.0
6828.0,990.0
6919.0,910.0
7097.0,1780.0
7183.0,860.0
7256.0,730.0
7358.0,1020.0
7458.0,1000.0
7563.0,1050.0
7664.0,1010.0
7769.0,1050.0
7879.0,1100.0
8006.0,1270.0
8078.0,720.0
8183.0,1050.0
8285.0,1020.0
8389.0,1040.0
8493.0,1040.0
8592.0,990.0
8689.0,970.0
8790.0,1010.0
8893.0,1030.0
8992.0,990.0
9081.0,890.0
9197.0,1160.0
9303.0,1060.0
9411.0,1080.0
9516.0,1050.0
9624.0,1080.0
9725.0,1010.0
9826.0,1010.0
9933.0,1070.0
10035.0,1020.0
10140.0,1050.0
10246.0,1060.0
10355.0,1090.0
10429.0,740.0
10519.0,900.0
