valley_location,PPI
27.0,0.0
131.0,1040.0
238.0,1070.0
348.0,1100.0
434.0,860.0
518.0,840.0
604.0,860.0
682.0,780.0
798.0,1160.0
987.0,1890.0
1076.0,890.0
1158.0,820.0
1266.0,1080.0
1374.0,1080.0
1474.0,1000.0
1579.0,1050.0
1686.0,1070.0
1788.0,1020.0
1895.0,1070.0
1995.0,1000.0
2101.0,1060.0
2204.0,1030.0
2305.0,1010.0
2409.0,1040.0
2507.0,980.0
2609.0,1020.0
2711.0,1020.0
2811.0,1000.0
2913.0,1020.0
3011.0,980.0
3111.0,1000.0
3213.0,1020.0
3315.0,1020.0
3423.0,1080.0
3531.0,1080.0
3613.0,820.0
3700.0,870.0
3808.0,1080.0
3913.0,1050.0
4023.0,1100.0
4127.0,1040.0
4223.0,960.0
4289.0,660.0
4376.0,870.0
4449.0,730.0
4628.0,1790.0
4730.0,1020.0
4834.0,1040.0
4938.0,1040.0
5049.0,1110.0
5158.0,1090.0
5238.0,800.0
5309.0,710.0
5427.0,1180.0
5534.0,1070.0
5639.0,1050.0
5743.0,1040.0
5849.0,1060.0
5954.0,1050.0
6059.0,1050.0
6169.0,1100.0
6272.0,1030.0
6380.0,1080.0
6489.0,1090.0
6591.0,1020.0
6699.0,1080.0
6806.0,1070.0
6906.0,1000.0
7009.0,1030.0
7108.0,990.0
7202.0,940.0
7301.0,990.0
7403.0,1020.0
7503.0,1000.0
7608.0,1050.0
7712.0,1040.0
7813.0,1010.0
7920.0,1070.0
8018.0,980.0
8119.0,1010.0
8225.0,1060.0
8323.0,980.0
8425.0,1020.0
8529.0,1040.0
8624.0,950.0
8723.0,990.0
8821.0,980.0
8920.0,990.0
9019.0,990.0
9119.0,1000.0
9222.0,1030.0
9320.0,980.0
9424.0,1040.0
9529.0,1050.0
9628.0,990.0
9730.0,1020.0
9833.0,1030.0
9932.0,990.0
10036.0,1040.0
10137.0,1010.0
10238.0,1010.0
10342.0,1040.0
10440.0,980.0
10539.0,990.0
10642.0,1030.0
10740.0,980.0
10844.0,1040.0
