RRI_inf,PPI_pix
847.65625,830.0
839.84375,810.0
808.59375,820.0
777.34375,600.0
718.75,910.0
710.9375,690.0
726.5625,720.0
714.84375,710.0
691.40625,710.0
691.40625,680.0
695.3125,700.0
1023.4375,1020.0
941.40625,970.0
906.25,1230.0
933.59375,600.0
910.15625,920.0
824.21875,820.0
835.9375,820.0
808.59375,810.0
746.09375,730.0
734.375,720.0
753.90625,760.0
820.3125,840.0
832.03125,800.0
804.6875,840.0
804.6875,790.0
789.0625,790.0
765.625,770.0
781.25,770.0
804.6875,790.0
792.96875,810.0
816.40625,810.0
859.375,860.0
914.0625,910.0
894.53125,910.0
832.03125,850.0
824.21875,790.0
828.125,840.0
851.5625,850.0
820.3125,810.0
816.40625,820.0
839.84375,850.0
855.46875,860.0
804.6875,790.0
765.625,790.0
765.625,740.0
769.53125,640.0
789.0625,900.0
765.625,790.0
781.25,770.0
832.03125,830.0
890.625,870.0
886.71875,910.0
832.03125,840.0
808.59375,760.0
773.4375,760.0
765.625,750.0
730.46875,620.0
773.4375,910.0
828.125,890.0
828.125,770.0
804.6875,840.0
843.75,810.0
878.90625,900.0
867.1875,860.0
808.59375,840.0
773.4375,750.0
761.71875,740.0
765.625,760.0
750.0,770.0
734.375,730.0
796.875,800.0
828.125,830.0
812.5,830.0
847.65625,770.0
859.375,930.0
835.9375,740.0
839.84375,920.0
843.75,830.0
839.84375,870.0
769.53125,740.0
777.34375,790.0
812.5,810.0
828.125,820.0
812.5,820.0
808.59375,810.0
800.78125,810.0
832.03125,810.0
855.46875,850.0
824.21875,840.0
882.8125,850.0
890.625,930.0
816.40625,820.0
761.71875,1300.0
777.34375,1000.0
757.8125,1480.0
742.1875,820.0
789.0625,840.0
816.40625,870.0
804.6875,860.0
878.90625,870.0
875.0,790.0
859.375,800.0
796.875,680.0
808.59375,990.0
843.75,790.0
812.5,760.0
785.15625,780.0
789.0625,790.0
785.15625,700.0
750.0,750.0
726.5625,820.0
777.34375,830.0
804.6875,830.0
839.84375,820.0
800.78125,860.0
843.75,830.0
843.75,770.0
824.21875,720.0
777.34375,690.0
714.84375,710.0
722.65625,740.0
710.9375,750.0
730.46875,700.0
738.28125,810.0
718.75,900.0
789.0625,890.0
890.625,900.0
894.53125,940.0
906.25,900.0
933.59375,900.0
921.875,840.0
886.71875,800.0
843.75,750.0
789.0625,790.0
789.0625,760.0
777.34375,780.0
769.53125,730.0
742.1875,700.0
