RRI_inf,PPI_pix
832.03125,840.0
863.28125,850.0
871.09375,880.0
847.65625,840.0
808.59375,820.0
804.6875,800.0
812.5,880.0
812.5,740.0
781.25,790.0
726.5625,710.0
730.46875,710.0
722.65625,740.0
679.6875,670.0
644.53125,650.0
648.4375,640.0
730.46875,740.0
683.59375,680.0
683.59375,670.0
761.71875,770.0
808.59375,790.0
820.3125,840.0
792.96875,800.0
726.5625,730.0
730.46875,720.0
765.625,760.0
777.34375,790.0
792.96875,780.0
769.53125,770.0
750.0,760.0
816.40625,830.0
847.65625,820.0
824.21875,790.0
765.625,800.0
777.34375,780.0
785.15625,780.0
808.59375,800.0
804.6875,820.0
765.625,770.0
753.90625,730.0
777.34375,790.0
800.78125,800.0
828.125,830.0
832.03125,850.0
789.0625,790.0
796.875,770.0
796.875,800.0
792.96875,790.0
792.96875,810.0
773.4375,770.0
796.875,780.0
824.21875,790.0
875.0,930.0
882.8125,840.0
906.25,920.0
945.3125,970.0
957.03125,940.0
933.59375,940.0
843.75,850.0
851.5625,830.0
851.5625,850.0
812.5,830.0
835.9375,810.0
773.4375,800.0
792.96875,780.0
792.96875,780.0
792.96875,800.0
816.40625,810.0
863.28125,850.0
832.03125,870.0
828.125,800.0
863.28125,880.0
855.46875,850.0
851.5625,830.0
781.25,820.0
781.25,760.0
789.0625,780.0
800.78125,810.0
812.5,800.0
773.4375,930.0
800.78125,660.0
828.125,820.0
867.1875,580.0
839.84375,1140.0
867.1875,860.0
910.15625,900.0
894.53125,900.0
894.53125,880.0
824.21875,850.0
847.65625,830.0
871.09375,880.0
820.3125,810.0
757.8125,760.0
734.375,730.0
785.15625,790.0
800.78125,760.0
816.40625,830.0
750.0,770.0
789.0625,790.0
785.15625,770.0
843.75,830.0
820.3125,830.0
761.71875,780.0
800.78125,780.0
828.125,830.0
859.375,880.0
875.0,840.0
835.9375,860.0
835.9375,810.0
859.375,880.0
871.09375,870.0
867.1875,860.0
816.40625,840.0
847.65625,830.0
839.84375,810.0
808.59375,830.0
777.34375,780.0
718.75,720.0
710.9375,700.0
726.5625,720.0
714.84375,720.0
691.40625,710.0
691.40625,670.0
695.3125,700.0
1023.4375,1000.0
941.40625,980.0
906.25,900.0
933.59375,910.0
910.15625,930.0
824.21875,810.0
835.9375,840.0
808.59375,810.0
746.09375,730.0
734.375,720.0
753.90625,760.0
820.3125,840.0
832.03125,800.0
804.6875,840.0
804.6875,790.0
789.0625,790.0
765.625,770.0
781.25,770.0
