Resting_ECG,Resting_PPG,Resting_GSR
0.075,35.921,0.34
0.05,35.883,0.34
0.068,35.844,0.34
0.098,35.805,0.34
0.077,35.765,0.34
0.067,35.726,0.33899999999999997
0.078,35.688,0.33899999999999997
0.111,35.650999999999996,0.34
0.077,35.616,0.34
0.071,35.584,0.34
0.11699999999999999,35.555,0.34
0.15,35.53,0.341
0.11699999999999999,35.507,0.341
0.152,35.486999999999995,0.341
0.195,35.468,0.34
0.185,35.45,0.34
0.205,35.434,0.34
0.201,35.418,0.341
0.17,35.402,0.34
0.174,35.385999999999996,0.341
0.179,35.371,0.341
0.177,35.354,0.341
0.175,35.338,0.34
0.18100000000000002,35.321,0.34
0.20199999999999999,35.305,0.341
0.196,35.29,0.341
0.16899999999999998,35.277,0.341
0.152,35.265,0.34
0.133,35.254,0.34
0.111,35.242,0.34
0.08800000000000001,35.23,0.34
0.07400000000000001,35.218,0.33899999999999997
0.066,35.204,0.33899999999999997
0.043,35.19,0.34
0.036000000000000004,35.175,0.34
0.066,35.159,0.34
0.044000000000000004,35.144,0.34
0.028999999999999998,35.129,0.341
0.021,35.115,0.341
0.019,35.102,0.341
0.011000000000000001,35.089,0.341
0.01,35.078,0.341
0.019,35.068000000000005,0.341
0.077,35.059,0.341
0.085,35.05,0.341
0.022000000000000002,35.042,0.34
0.013000000000000001,35.032,0.34
0.003,35.021,0.34
0.015,35.009,0.341
0.051,34.995,0.341
0.039,34.979,0.341
0.012,34.961999999999996,0.342
0.032,34.944,0.341
0.073,34.925,0.341
0.13,34.905,0.341
0.21,34.884,0.341
0.28300000000000003,34.861,0.341
0.52,34.839,0.341
0.747,34.816,0.341
0.963,34.794000000000004,0.341
1.053,34.772,0.341
0.698,34.751,0.341
0.33299999999999996,34.729,0.341
0.012,34.708,0.341
-0.289,34.687,0.341
-0.335,34.667,0.341
-0.317,34.647,0.342
-0.146,34.626999999999995,0.34299999999999997
-0.033,34.606,0.34299999999999997
0.047,34.584,0.34299999999999997
0.07,34.561,0.34299999999999997
0.045,34.538000000000004,0.34299999999999997
0.043,34.514,0.34299999999999997
0.054000000000000006,34.489000000000004,0.34299999999999997
0.068,34.463,0.342
0.043,34.438,0.342
0.04,34.413000000000004,0.34299999999999997
0.062,34.39,0.34299999999999997
0.055,34.367,0.34299999999999997
0.083,34.346,0.34299999999999997
0.086,34.325,0.34299999999999997
0.077,34.305,0.34299999999999997
0.086,34.284,0.34299999999999997
0.10400000000000001,34.263000000000005,0.34299999999999997
0.129,34.242,0.34299999999999997
0.111,34.222,0.344
0.096,34.202,0.34299999999999997
0.11699999999999999,34.181999999999995,0.34299999999999997
0.07400000000000001,34.164,0.34299999999999997
0.077,34.147,0.34299999999999997
0.086,34.13,0.342
0.098,34.114000000000004,0.342
0.07,34.099000000000004,0.342
0.053,34.084,0.342
0.081,34.068000000000005,0.34299999999999997
0.10099999999999999,34.053000000000004,0.34299999999999997
0.12,34.037,0.34299999999999997
0.156,34.021,0.34299999999999997
0.138,34.004,0.34299999999999997
0.14,33.985,0.34299999999999997
0.14,33.966,0.34299999999999997
0.13699999999999998,33.945,0.34299999999999997
0.113,33.924,0.34299999999999997
0.14,33.902,0.342
0.16,33.881,0.342
0.165,33.859,0.342
0.156,33.836999999999996,0.342
0.159,33.814,0.342
0.192,33.791,0.342
0.21,33.768,0.342
0.218,33.745,0.342
0.19399999999999998,33.722,0.342
0.177,33.699,0.342
0.179,33.677,0.342
0.19,33.656,0.342
0.198,33.635999999999996,0.342
0.221,33.619,0.342
0.235,33.607,0.342
0.23800000000000002,33.599000000000004,0.342
0.256,33.599000000000004,0.342
0.271,33.607,0.34299999999999997
0.243,33.624,0.34299999999999997
0.245,33.650999999999996,0.342
0.23600000000000002,33.689,0.34299999999999997
0.207,33.739000000000004,0.34299999999999997
0.165,33.803000000000004,0.34299999999999997
0.13699999999999998,33.881,0.34299999999999997
0.128,33.975,0.34299999999999997
0.09300000000000001,34.083,0.34299999999999997
0.042,34.205,0.34299999999999997
0.023,34.34,0.342
-0.017,34.486,0.342
-0.091,34.64,0.342
-0.145,34.8,0.342
-0.182,34.963,0.342
-0.233,35.126999999999995,0.342
-0.273,35.289,0.342
-0.299,35.448,0.342
-0.33,35.602,0.341
-0.355,35.75,0.341
-0.358,35.891,0.341
-0.366,36.023,0.341
-0.371,36.146,0.341
-0.386,36.258,0.341
-0.385,36.36,0.342
-0.387,36.452,0.342
-0.377,36.534,0.341
-0.36700000000000005,36.607,0.341
-0.358,36.668,0.342
-0.35700000000000004,36.719,0.342
-0.35700000000000004,36.76,0.342
-0.36200000000000004,36.791,0.341
-0.368,36.812,0.341
-0.373,36.824,0.342
-0.317,36.829,0.342
-0.307,36.828,0.341
-0.31,36.82,0.341
-0.31,36.808,0.342
-0.293,36.792,0.342
-0.299,36.772,0.342
-0.303,36.75,0.342
-0.297,36.728,0.342
-0.275,36.705,0.342
-0.275,36.681999999999995,0.342
-0.265,36.66,0.342
-0.243,36.639,0.341
-0.226,36.62,0.341
-0.215,36.603,0.341
-0.217,36.588,0.341
-0.215,36.575,0.341
-0.174,36.564,0.341
-0.17600000000000002,36.556,0.341
-0.204,36.55,0.341
-0.21899999999999997,36.546,0.341
-0.201,36.543,0.342
-0.19399999999999998,36.541,0.342
-0.205,36.541,0.342
-0.175,36.54,0.342
-0.165,36.539,0.342
-0.14800000000000002,36.537,0.342
-0.154,36.533,0.342
-0.135,36.525999999999996,0.341
-0.15,36.516,0.341
-0.166,36.504,0.342
-0.157,36.489000000000004,0.342
-0.16,36.472,0.342
-0.161,36.454,0.34299999999999997
-0.133,36.435,0.34299999999999997
-0.134,36.416,0.342
-0.139,36.398,0.342
-0.124,36.38,0.342
-0.11199999999999999,36.364000000000004,0.342
-0.11599999999999999,36.349000000000004,0.34299999999999997
-0.11900000000000001,36.336,0.342
-0.09699999999999999,36.325,0.342
-0.092,36.314,0.34299999999999997
-0.114,36.304,0.342
-0.113,36.294000000000004,0.342
-0.111,36.285,0.341
-0.10099999999999999,36.277,0.341
-0.081,36.269,0.342
-0.07200000000000001,36.262,0.342
-0.07,36.254,0.342
-0.085,36.246,0.342
-0.087,36.238,0.342
-0.07400000000000001,36.229,0.342
-0.079,36.22,0.342
-0.055,36.211,0.34299999999999997
-0.034,36.203,0.34299999999999997
-0.038,36.196999999999996,0.34299999999999997
-0.07200000000000001,36.192,0.34299999999999997
-0.067,36.189,0.34299999999999997
-0.047,36.186,0.342
-0.047,36.181999999999995,0.342
-0.043,36.18,0.341
-0.027999999999999997,36.177,0.341
-0.03,36.174,0.341
-0.028999999999999998,36.172,0.342
-0.021,36.168,0.342
-0.03,36.162,0.341
-0.038,36.155,0.341
-0.03,36.145,0.342
-0.027000000000000003,36.133,0.342
-0.027000000000000003,36.12,0.341
-0.023,36.106,0.341
-0.022000000000000002,36.091,0.341
-0.021,36.076,0.341
-0.017,36.059,0.341
0.003,36.042,0.341
0.002,36.023,0.341
0.023,36.001999999999995,0.341
0.042,35.977,0.341
0.036000000000000004,35.95,0.341
0.016,35.919000000000004,0.341
-0.003,35.884,0.341
0.019,35.846,0.341
0.013000000000000001,35.804,0.341
0.016,35.759,0.341
0.034,35.711999999999996,0.341
0.028999999999999998,35.664,0.341
0.022000000000000002,35.615,0.341
0.03,35.567,0.341
0.022000000000000002,35.521,0.341
0.026000000000000002,35.475,0.341
0.047,35.431,0.341
0.063,35.391,0.341
0.059000000000000004,35.353,0.34
0.043,35.318000000000005,0.34
0.052000000000000005,35.287,0.34
0.05,35.258,0.34
0.032,35.232,0.34
0.042,35.207,0.341
0.055999999999999994,35.183,0.341
0.077,35.159,0.341
0.09699999999999999,35.135,0.341
0.156,35.113,0.341
0.149,35.093,0.341
0.184,35.074,0.34
0.168,35.055,0.34
0.175,35.037,0.341
0.18899999999999997,35.018,0.341
0.18899999999999997,35.0,0.341
0.209,34.98,0.341
0.16699999999999998,34.959,0.341
0.159,34.937,0.342
0.22,34.913000000000004,0.342
0.22899999999999998,34.888000000000005,0.341
0.136,34.861,0.341
0.09300000000000001,34.834,0.341
0.092,34.806,0.341
0.08199999999999999,34.779,0.341
0.076,34.753,0.341
0.076,34.729,0.34
0.055999999999999994,34.709,0.34
0.055,34.693000000000005,0.34
0.034,34.681999999999995,0.341
0.021,34.673,0.342
0.013999999999999999,34.668,0.342
0.006999999999999999,34.666,0.342
0.011000000000000001,34.665,0.342
0.006,34.665,0.342
0.013999999999999999,34.666,0.342
0.016,34.666,0.342
-0.003,34.667,0.342
0.001,34.667,0.342
-0.016,34.665,0.342
-0.004,34.662,0.34299999999999997
-0.013000000000000001,34.657,0.342
0.017,34.65,0.342
0.012,34.639,0.342
0.013000000000000001,34.626,0.342
0.004,34.611,0.341
0.006999999999999999,34.593,0.341
0.024,34.574,0.341
0.051,34.554,0.341
0.10400000000000001,34.533,0.342
0.192,34.513000000000005,0.342
0.336,34.494,0.342
0.611,34.476,0.342
0.863,34.459,0.342
1.014,34.443000000000005,0.341
1.056,34.428000000000004,0.34
0.6579999999999999,34.413000000000004,0.341
0.28,34.4,0.341
-0.061,34.387,0.341
-0.326,34.373000000000005,0.341
-0.382,34.36,0.34
-0.35100000000000003,34.346,0.34
-0.20199999999999999,34.330999999999996,0.34
-0.096,34.317,0.34
-0.038,34.304,0.34
0.026000000000000002,34.293,0.34
0.039,34.282,0.34
0.01,34.274,0.34
0.012,34.266,0.34
0.032,34.259,0.341
0.046,34.254,0.34
0.011000000000000001,34.25,0.33899999999999997
0.033,34.247,0.33899999999999997
0.063,34.243,0.34
0.048,34.24,0.34
0.02,34.236999999999995,0.33899999999999997
0.043,34.233000000000004,0.33899999999999997
0.068,34.229,0.33899999999999997
0.086,34.226,0.34
0.094,34.223,0.33899999999999997
0.08800000000000001,34.221,0.33899999999999997
0.083,34.218,0.33899999999999997
0.098,34.216,0.33899999999999997
0.079,34.211999999999996,0.33899999999999997
0.054000000000000006,34.207,0.33799999999999997
0.057999999999999996,34.201,0.33799999999999997
0.077,34.193000000000005,0.33799999999999997
0.063,34.183,0.33799999999999997
0.10400000000000001,34.172,0.33799999999999997
0.122,34.161,0.33799999999999997
0.138,34.148,0.33799999999999997
0.10400000000000001,34.135999999999996,0.33899999999999997
0.076,34.125,0.33899999999999997
0.098,34.114000000000004,0.33799999999999997
0.109,34.104,0.33799999999999997
0.10800000000000001,34.093,0.33899999999999997
0.127,34.082,0.33799999999999997
0.14300000000000002,34.07,0.33799999999999997
0.111,34.058,0.33799999999999997
0.10400000000000001,34.044000000000004,0.33799999999999997
0.136,34.029,0.33799999999999997
0.13699999999999998,34.014,0.33799999999999997
0.166,33.997,0.33899999999999997
0.17,33.98,0.33899999999999997
0.151,33.961999999999996,0.33899999999999997
0.153,33.944,0.33799999999999997
0.17800000000000002,33.927,0.33899999999999997
0.20800000000000002,33.91,0.33899999999999997
0.204,33.894,0.34
0.175,33.88,0.33899999999999997
0.21100000000000002,33.869,0.33899999999999997
0.243,33.86,0.33899999999999997
0.254,33.854,0.33899999999999997
0.23199999999999998,33.85,0.33899999999999997
