RRI_inf,PPI_pix
632.8125,600.0
609.375,620.0
632.8125,650.0
621.09375,590.0
617.1875,670.0
613.28125,610.0
621.09375,630.0
628.90625,630.0
652.34375,610.0
621.09375,610.0
644.53125,620.0
640.625,630.0
652.34375,650.0
625.0,630.0
628.90625,630.0
636.71875,630.0
613.28125,620.0
601.5625,630.0
605.46875,630.0
605.46875,630.0
613.28125,610.0
636.71875,620.0
644.53125,620.0
660.15625,640.0
667.96875,1210.0
648.4375,630.0
660.15625,660.0
660.15625,620.0
644.53125,640.0
656.25,640.0
660.15625,650.0
660.15625,620.0
656.25,630.0
660.15625,610.0
648.4375,650.0
628.90625,600.0
636.71875,610.0
636.71875,600.0
628.90625,610.0
613.28125,630.0
636.71875,640.0
656.25,670.0
640.625,660.0
664.0625,660.0
648.4375,660.0
671.875,670.0
667.96875,630.0
636.71875,660.0
648.4375,650.0
640.625,640.0
636.71875,680.0
609.375,670.0
605.46875,650.0
605.46875,600.0
617.1875,650.0
636.71875,620.0
644.53125,620.0
648.4375,610.0
656.25,640.0
664.0625,670.0
628.90625,630.0
664.0625,670.0
687.5,650.0
703.125,680.0
679.6875,670.0
675.78125,630.0
687.5,650.0
664.0625,640.0
664.0625,640.0
679.6875,610.0
671.875,590.0
656.25,610.0
675.78125,620.0
671.875,630.0
656.25,640.0
679.6875,660.0
687.5,660.0
664.0625,660.0
691.40625,630.0
675.78125,660.0
683.59375,680.0
679.6875,720.0
660.15625,670.0
671.875,680.0
660.15625,680.0
652.34375,660.0
656.25,670.0
636.71875,680.0
640.625,660.0
652.34375,660.0
621.09375,670.0
628.90625,670.0
656.25,660.0
644.53125,680.0
640.625,690.0
644.53125,670.0
636.71875,680.0
601.5625,680.0
601.5625,680.0
621.09375,680.0
636.71875,660.0
660.15625,680.0
652.34375,650.0
679.6875,660.0
683.59375,650.0
703.125,640.0
703.125,630.0
679.6875,650.0
691.40625,640.0
671.875,620.0
683.59375,660.0
679.6875,640.0
656.25,630.0
699.21875,660.0
679.6875,630.0
699.21875,600.0
675.78125,590.0
687.5,610.0
683.59375,650.0
664.0625,670.0
687.5,660.0
691.40625,660.0
660.15625,690.0
691.40625,700.0
703.125,720.0
699.21875,670.0
722.65625,690.0
722.65625,670.0
691.40625,670.0
710.9375,690.0
691.40625,650.0
714.84375,710.0
683.59375,660.0
691.40625,700.0
707.03125,680.0
699.21875,680.0
714.84375,700.0
707.03125,660.0
710.9375,680.0
660.15625,700.0
648.4375,660.0
660.15625,680.0
660.15625,710.0
667.96875,700.0
664.0625,720.0
652.34375,730.0
667.96875,690.0
664.0625,710.0
660.15625,680.0
683.59375,710.0
679.6875,690.0
648.4375,680.0
671.875,700.0
667.96875,700.0
640.625,710.0
628.90625,710.0
