Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-505083.0,-551471.0,-539371.0,-485307.0,-461307.0,-453223.0
-505309.0,-551459.0,-539445.0,-485663.0,-461397.0,-452917.0
-505371.0,-551799.0,-539467.0,-485833.0,-461793.0,-452697.0
-505389.0,-552035.0,-539553.0,-486143.0,-461957.0,-452387.0
-505745.0,-552063.0,-539529.0,-486653.0,-462309.0,-452143.0
-506049.0,-552375.0,-539593.0,-486697.0,-462539.0,-452159.0
-505947.0,-552047.0,-539609.0,-487115.0,-462851.0,-451837.0
-506077.0,-552505.0,-539627.0,-487275.0,-463223.0,-451707.0
-506179.0,-552329.0,-539699.0,-487851.0,-463145.0,-451697.0
-506265.0,-552307.0,-539519.0,-488021.0,-463489.0,-451549.0
-506559.0,-552251.0,-539785.0,-488303.0,-463541.0,-451691.0
-506733.0,-551867.0,-539983.0,-488377.0,-463801.0,-451765.0
-506723.0,-551465.0,-540135.0,-488903.0,-463647.0,-451605.0
-507033.0,-551397.0,-540197.0,-489265.0,-463625.0,-451533.0
-507219.0,-551335.0,-540677.0,-489887.0,-464071.0,-451419.0
-507067.0,-551171.0,-540503.0,-489903.0,-464061.0,-451307.0
-507429.0,-551149.0,-540909.0,-490265.0,-464309.0,-451041.0
-507841.0,-550939.0,-540899.0,-490797.0,-464259.0,-451041.0
-508159.0,-551007.0,-541091.0,-491193.0,-464433.0,-451193.0
-507915.0,-550729.0,-541259.0,-491441.0,-464569.0,-450849.0
-508193.0,-550815.0,-541453.0,-491645.0,-464563.0,-450887.0
-508255.0,-551149.0,-541407.0,-492001.0,-464983.0,-450685.0
-508549.0,-551047.0,-541605.0,-492503.0,-465423.0,-450645.0
-508797.0,-550951.0,-541877.0,-492911.0,-465345.0,-450425.0
-508797.0,-550927.0,-542249.0,-493409.0,-465927.0,-450583.0
-508633.0,-550837.0,-541955.0,-493481.0,-466011.0,-450617.0
-508429.0,-550911.0,-542283.0,-493963.0,-466311.0,-450373.0
-508113.0,-550849.0,-542233.0,-494217.0,-466645.0,-450627.0
-507593.0,-551051.0,-542363.0,-494691.0,-466791.0,-450803.0
-507215.0,-550781.0,-542571.0,-494917.0,-467029.0,-450893.0
-506931.0,-551159.0,-542899.0,-495105.0,-467481.0,-451115.0
-506513.0,-551211.0,-542589.0,-495529.0,-467741.0,-451233.0
-506005.0,-551273.0,-542871.0,-495861.0,-467905.0,-451555.0
-505795.0,-551311.0,-543115.0,-496365.0,-468341.0,-451673.0
-505817.0,-551425.0,-543357.0,-496749.0,-468505.0,-451865.0
-505563.0,-551453.0,-543629.0,-497021.0,-468747.0,-451741.0
-505241.0,-551673.0,-543675.0,-497491.0,-469273.0,-451967.0
-505359.0,-551561.0,-543793.0,-497343.0,-469347.0,-452087.0
-505439.0,-551843.0,-543837.0,-497597.0,-469613.0,-452341.0
-505359.0,-551985.0,-543901.0,-497371.0,-469879.0,-452709.0
-505293.0,-552233.0,-543935.0,-497015.0,-470013.0,-452777.0
-505405.0,-552183.0,-544691.0,-496987.0,-470489.0,-452941.0
-505417.0,-552279.0,-544443.0,-496455.0,-470631.0,-453325.0
-505557.0,-552551.0,-544697.0,-496377.0,-471003.0,-453223.0
-505461.0,-552747.0,-544799.0,-496127.0,-471213.0,-453777.0
-505519.0,-552635.0,-544799.0,-496257.0,-471415.0,-453953.0
-505423.0,-552731.0,-544935.0,-496167.0,-471789.0,-454161.0
-505359.0,-552781.0,-545365.0,-495777.0,-471885.0,-454377.0
-505405.0,-552867.0,-545111.0,-495901.0,-472309.0,-454665.0
-505919.0,-552969.0,-545535.0,-495697.0,-472225.0,-454771.0
-505847.0,-553359.0,-545641.0,-495981.0,-472495.0,-454981.0
-505909.0,-553347.0,-545925.0,-496145.0,-472591.0,-454975.0
-506219.0,-553285.0,-545833.0,-496151.0,-473129.0,-455377.0
-506333.0,-553465.0,-546269.0,-496207.0,-473333.0,-455677.0
-506309.0,-553563.0,-546495.0,-496343.0,-473219.0,-455637.0
-506315.0,-553471.0,-546563.0,-496479.0,-473507.0,-456179.0
-506535.0,-554003.0,-546941.0,-496529.0,-473841.0,-456491.0
-506599.0,-553867.0,-546975.0,-496987.0,-473931.0,-456859.0
-506887.0,-553907.0,-546841.0,-497015.0,-474389.0,-456751.0
-506621.0,-554071.0,-547067.0,-497123.0,-474345.0,-457163.0
-506887.0,-554121.0,-547297.0,-497591.0,-474553.0,-457203.0
-506825.0,-554771.0,-547303.0,-497733.0,-474627.0,-457395.0
-506921.0,-554947.0,-547089.0,-498045.0,-474051.0,-457977.0
-507055.0,-554829.0,-546953.0,-498169.0,-473893.0,-458039.0
-507215.0,-555049.0,-546903.0,-498469.0,-472847.0,-458447.0
-507023.0,-554947.0,-546637.0,-498791.0,-472157.0,-458871.0
-507299.0,-555105.0,-546433.0,-498949.0,-471065.0,-459097.0
-507395.0,-555495.0,-546349.0,-499125.0,-470043.0,-459199.0
-507361.0,-555569.0,-546077.0,-499469.0,-469223.0,-459601.0
