Resting_ECG,Resting_PPG,Resting_GSR
-0.072,0.004,2.017
-0.088,0.065,2.017
-0.11,0.296,2.018
-0.092,0.83,2.02
-0.069,1.78,2.02
-0.079,3.221,2.02
-0.104,5.182,2.02
-0.086,7.643,2.022
-0.055,10.545,2.022
-0.059,13.796,2.022
-0.074,17.28,2.022
-0.083,20.872,2.023
-0.067,24.446,2.024
-0.038,27.883,2.024
-0.063,31.078,2.024
-0.067,33.946,2.025
-0.059,36.427,2.026
-0.04,38.481,2.026
-0.049,40.093,2.026
-0.052,41.269,2.027
-0.05,42.033,2.028
-0.034,42.423,2.028
-0.035,42.487,2.028
-0.045,42.283,2.028
-0.035,41.869,2.03
-0.023,41.303,2.03
-0.023,40.641,2.03
-0.032,39.934,2.03
-0.039,39.225,2.031
-0.023,38.551,2.031
-0.015,37.938,2.031
-0.019,37.405,2.031
-0.029,36.964,2.032
-0.033,36.619,2.033
-0.017,36.368,2.032
-0.017,36.205,2.032
-0.027,36.118,2.033
-0.023,36.096,2.034
-0.011,36.124,2.034
-0.017,36.188,2.033
-0.018,36.274,2.034
-0.014,36.368,2.035
-0.004,36.461,2.035
0.002,36.544,2.035
-0.011,36.608,2.035
-0.009,36.65,2.036
0,36.667,2.036
0.007,36.659,2.036
0.008,36.625,2.036
0.002,36.569,2.036
-0.012,36.493,2.037
0.003,36.4,2.037
0.003,36.295,2.036
0.002,36.182,2.037
0.007,36.065,2.038
0.007,35.948,2.038
0.008,35.833,2.037
0.015,35.723,2.038
0.01,35.621,2.039
0.008,35.527,2.039
0.012,35.442,2.038
0.006,35.366,2.038
0.012,35.3,2.039
0.015,35.242,2.039
0.01,35.192,2.039
0.011,35.15,2.039
0.014,35.113,2.039
0.012,35.08,2.04
0.027,35.051,2.04
0.027,35.024,2.04
0.023,34.998,2.04
0.038,34.972,2.041
0.038,34.945,2.041
0.046,34.918,2.04
0.059,34.889,2.041
0.074,34.858,2.042
0.088,34.827,2.042
0.1,34.795,2.041
0.105,34.763,2.041
0.118,34.731,2.042
0.14,34.698,2.042
0.133,34.667,2.042
0.122,34.635,2.041
0.118,34.603,2.042
0.095,34.57,2.042
0.083,34.536,2.042
0.064,34.5,2.041
0.051,34.463,2.042
0.037,34.423,2.042
0.021,34.382,2.042
0.021,34.339,2.042
0.016,34.294,2.042
0.014,34.247,2.043
-0.005,34.199,2.043
-0.008,34.151,2.042
-0.009,34.102,2.042
-0.014,34.053,2.043
-0.01,34.006,2.043
-0.01,33.959,2.043
-0.01,33.913,2.042
-0.009,33.869,2.042
-0.01,33.826,2.043
-0.015,33.785,2.043
-0.01,33.745,2.042
-0.007,33.707,2.043
-0.004,33.67,2.043
-0.002,33.635,2.043
-0.007,33.6,2.043
0.003,33.566,2.043
0.007,33.532,2.043
-0.012,33.499,2.044
0.005,33.467,2.043
0.089,33.434,2.043
0.209,33.402,2.043
0.331,33.371,2.044
0.504,33.34,2.044
0.62,33.309,2.043
0.768,33.279,2.043
0.785,33.25,2.044
0.58,33.222,2.044
0.094,33.193,2.043
-0.406,33.163,2.043
-0.925,33.133,2.044
-1.086,33.101,2.044
-1.072,33.068,2.043
-0.95,33.032,2.043
-0.774,32.994,2.044
-0.583,32.954,2.044
-0.34,32.91,2.044
-0.131,32.865,2.043
0.032,32.817,2.044
0.105,32.767,2.045
0.142,32.716,2.044
0.167,32.663,2.044
0.185,32.61,2.044
0.201,32.556,2.045
0.199,32.503,2.044
0.211,32.451,2.044
0.223,32.401,2.044
0.237,32.353,2.045
0.226,32.308,2.045
0.219,32.266,2.044
0.231,32.228,2.044
0.245,32.195,2.045
0.238,32.165,2.045
0.233,32.138,2.044
0.237,32.114,2.044
0.245,32.092,2.044
0.247,32.071,2.045
0.239,32.051,2.044
0.244,32.031,2.044
0.254,32.011,2.044
0.261,31.991,2.045
0.254,31.97,2.044
0.25,31.949,2.044
0.261,31.926,2.044
0.27,31.903,2.044
0.263,31.878,2.044
0.261,31.854,2.044
0.267,31.828,2.043
0.286,31.803,2.044
0.29,31.777,2.044
0.284,31.751,2.044
0.29,31.725,2.043
0.294,31.699,2.044
0.298,31.673,2.045
0.295,31.646,2.044
0.296,31.62,2.043
0.3,31.594,2.044
0.302,31.569,2.044
0.282,31.546,2.044
0.272,31.525,2.044
0.27,31.507,2.043
0.257,31.494,2.044
0.241,31.487,2.044
0.22,31.488,2.044
0.207,31.5,2.044
0.197,31.527,2.044
0.172,31.571,2.045
0.145,31.636,2.044
0.12,31.726,2.044
0.107,31.843,2.044
0.08,31.989,2.045
0.04,32.167,2.044
0.014,32.377,2.044
-0.007,32.619,2.044
-0.027,32.891,2.045
-0.072,33.193,2.045
-0.104,33.52,2.044
-0.133,33.871,2.044
-0.153,34.24,2.045
-0.187,34.624,2.045
-0.209,35.019,2.044
-0.224,35.421,2.044
-0.232,35.824,2.045
-0.247,36.224,2.045
-0.266,36.616,2.045
-0.268,36.998,2.044
-0.268,37.365,2.045
-0.27,37.714,2.045
-0.28,38.041,2.045
-0.277,38.346,2.045
-0.272,38.624,2.045
-0.27,38.875,2.045
-0.279,39.099,2.045
-0.274,39.293,2.044
-0.259,39.46,2.044
-0.25,39.599,2.044
-0.253,39.711,2.045
-0.255,39.799,2.044
-0.249,39.864,2.044
-0.238,39.909,2.044
-0.229,39.937,2.045
-0.23,39.948,2.044
-0.227,39.946,2.044
-0.215,39.932,2.044
-0.211,39.907,2.045
-0.209,39.874,2.044
-0.206,39.833,2.044
-0.195,39.786,2.044
-0.188,39.734,2.044
-0.185,39.676,2.045
-0.187,39.616,2.044
-0.169,39.553,2.044
-0.158,39.488,2.044
-0.162,39.422,2.045
-0.171,39.355,2.044
-0.168,39.289,2.044
-0.155,39.223,2.044
-0.156,39.157,2.045
-0.155,39.094,2.044
-0.149,39.031,2.044
-0.143,38.97,2.044
-0.148,38.91,2.045
-0.141,38.85,2.045
-0.141,38.791,2.044
-0.133,38.732,2.044
-0.128,38.673,2.045
-0.135,38.614,2.045
-0.131,38.555,2.044
-0.133,38.496,2.044
-0.124,38.437,2.045
-0.122,38.379,2.045
-0.124,38.321,2.045
-0.128,38.265,2.044
-0.127,38.212,2.045
-0.118,38.161,2.045
-0.12,38.115,2.045
-0.121,38.073,2.044
-0.113,38.036,2.045
