Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-781549.0,-881817.0,-894669.0,-758353.0,-702829.0,-647685.0
-781643.0,-882263.0,-894719.0,-758511.0,-701377.0,-647933.0
-781817.0,-882451.0,-894837.0,-758561.0,-700807.0,-648165.0
-781659.0,-882925.0,-895361.0,-759065.0,-700273.0,-648531.0
-781865.0,-883133.0,-895135.0,-759363.0,-699855.0,-648575.0
-782055.0,-883559.0,-895521.0,-759779.0,-698991.0,-648895.0
-781897.0,-883757.0,-895669.0,-759293.0,-698689.0,-649403.0
-782165.0,-884241.0,-896035.0,-760125.0,-698475.0,-649589.0
-782333.0,-884577.0,-896005.0,-760253.0,-698011.0,-649875.0
-782371.0,-884459.0,-896193.0,-760719.0,-698065.0,-650321.0
-782149.0,-884915.0,-896401.0,-761263.0,-697789.0,-650729.0
-782379.0,-885201.0,-896885.0,-761985.0,-697655.0,-650873.0
-783077.0,-884973.0,-896717.0,-762281.0,-697459.0,-650899.0
-782775.0,-885647.0,-896807.0,-762647.0,-697629.0,-651753.0
-783029.0,-885241.0,-897163.0,-763349.0,-697379.0,-651637.0
-783155.0,-884915.0,-897193.0,-764003.0,-697825.0,-651879.0
-783305.0,-885121.0,-897193.0,-764903.0,-697557.0,-652519.0
-783449.0,-885271.0,-897479.0,-765477.0,-697781.0,-652947.0
-783479.0,-885033.0,-897479.0,-765943.0,-697495.0,-653117.0
-783891.0,-884973.0,-897945.0,-766783.0,-697799.0,-653329.0
-783749.0,-884905.0,-897775.0,-767565.0,-697549.0,-653829.0
-783813.0,-885201.0,-898033.0,-767931.0,-697585.0,-654239.0
-784153.0,-884835.0,-898151.0,-768079.0,-697095.0,-654497.0
-784161.0,-884735.0,-898003.0,-769305.0,-697103.0,-654665.0
-784097.0,-884717.0,-898489.0,-769603.0,-696729.0,-654835.0
-784549.0,-885201.0,-898349.0,-769999.0,-696071.0,-655529.0
-784777.0,-884993.0,-898617.0,-770671.0,-695563.0,-656027.0
-784833.0,-884765.0,-898735.0,-770979.0,-695385.0,-656455.0
-784793.0,-885043.0,-899517.0,-771503.0,-694877.0,-656579.0
-785261.0,-885497.0,-899171.0,-772313.0,-694771.0,-656901.0
-784659.0,-885033.0,-899191.0,-772275.0,-694165.0,-657471.0
-785087.0,-885329.0,-899071.0,-772185.0,-694361.0,-657817.0
-785577.0,-885487.0,-899705.0,-772907.0,-693995.0,-658023.0
-785529.0,-885627.0,-899617.0,-773313.0,-694093.0,-658637.0
-785467.0,-885497.0,-900021.0,-773195.0,-694059.0,-658841.0
-785823.0,-885507.0,-899477.0,-773393.0,-693443.0,-659295.0
-786067.0,-885835.0,-900031.0,-773175.0,-693471.0,-659777.0
-786345.0,-885983.0,-900359.0,-772521.0,-693729.0,-659945.0
-786463.0,-885923.0,-900269.0,-771809.0,-693801.0,-659589.0
-786249.0,-886181.0,-900565.0,-770819.0,-693515.0,-658717.0
-786037.0,-886051.0,-900171.0,-769841.0,-693631.0,-657221.0
-785529.0,-886339.0,-900883.0,-768979.0,-693835.0,-655449.0
-785245.0,-886537.0,-900615.0,-767427.0,-694191.0,-653703.0
-784643.0,-886685.0,-900685.0,-766515.0,-694549.0,-652395.0
-784611.0,-886339.0,-901081.0,-765943.0,-694771.0,-650729.0
-784169.0,-886547.0,-901011.0,-765141.0,-695233.0,-649751.0
-783455.0,-886587.0,-901101.0,-764151.0,-695145.0,-648245.0
-782949.0,-886823.0,-900903.0,-763677.0,-695901.0,-647061.0
-783021.0,-886615.0,-900893.0,-762875.0,-696347.0,-646189.0
-782507.0,-886943.0,-901505.0,-762607.0,-696693.0,-645209.0
-782293.0,-887199.0,-901169.0,-761885.0,-696971.0,-644711.0
-782103.0,-886813.0,-901457.0,-761777.0,-697593.0,-643927.0
-781683.0,-887091.0,-901515.0,-761401.0,-697701.0,-643499.0
-781287.0,-887101.0,-901783.0,-761499.0,-697959.0,-642975.0
-781343.0,-887091.0,-901853.0,-760797.0,-698645.0,-643045.0
-780931.0,-887239.0,-901753.0,-760995.0,-699427.0,-643001.0
-780797.0,-887239.0,-901655.0,-760867.0,-699651.0,-642699.0
-780821.0,-887685.0,-901881.0,-760353.0,-700113.0,-642699.0
-780725.0,-887209.0,-901813.0,-760303.0,-700505.0,-642405.0
-780647.0,-888011.0,-901683.0,-760521.0,-700853.0,-642965.0
-780781.0,-887387.0,-901931.0,-760283.0,-701743.0,-642699.0
-780797.0,-888081.0,-902237.0,-760323.0,-702187.0,-642975.0
-780495.0,-888061.0,-901971.0,-760333.0,-702927.0,-643089.0
-780511.0,-888119.0,-902445.0,-760541.0,-703185.0,-643187.0
-780607.0,-888189.0,-902455.0,-760441.0,-703693.0,-643153.0
-780487.0,-888447.0,-902445.0,-760471.0,-704281.0,-643883.0
-780473.0,-888673.0,-902347.0,-760501.0,-704761.0,-643785.0
-780243.0,-888851.0,-902287.0,-761075.0,-705393.0,-644113.0
-780503.0,-888901.0,-902931.0,-760897.0,-706409.0,-643989.0
-780449.0,-888693.0,-902633.0,-761629.0,-706889.0,-644585.0
-780069.0,-888673.0,-903099.0,-761499.0,-707727.0,-644105.0
-779855.0,-889079.0,-903267.0,-761965.0,-707941.0,-644131.0
-779933.0,-889297.0,-902911.0,-762677.0,-708803.0,-643767.0
-779887.0,-889257.0,-903445.0,-763529.0,-708937.0,-643641.0
-779815.0,-889485.0,-903553.0,-764231.0,-710149.0,-643535.0
-779483.0,-889911.0,-903347.0,-764715.0,-710949.0,-643793.0
-779237.0,-889267.0,-903327.0,-765705.0,-711181.0,-643375.0
-779047.0,-889653.0,-903405.0,-766645.0,-712215.0,-642681.0
-778865.0,-889811.0,-903355.0,-767713.0,-712927.0,-642503.0
-778779.0,-890119.0,-903347.0,-768277.0,-713533.0,-642129.0
-778683.0,-890039.0,-903703.0,-770019.0,-714431.0,-642191.0
-778605.0,-890317.0,-903811.0,-771195.0,-715321.0,-642235.0
-778683.0,-890079.0,-904157.0,-772303.0,-716247.0,-642315.0
-778755.0,-891019.0,-904147.0,-773571.0,-716657.0,-642315.0
-778619.0,-890435.0,-904059.0,-774431.0,-717485.0,-642503.0
-778667.0,-890851.0,-904107.0,-776163.0,-718537.0,-642733.0
-778889.0,-890771.0,-904237.0,-777617.0,-718981.0,-642733.0
-778809.0,-891117.0,-904553.0,-778943.0,-720131.0,-642903.0
-778985.0,-891315.0,-904643.0,-780823.0,-721021.0,-642823.0
-779309.0,-891147.0,-905097.0,-782079.0,-721599.0,-643135.0
-779269.0,-891395.0,-905067.0,-783583.0,-722739.0,-643767.0
-779483.0,-891425.0,-905029.0,-785057.0,-723229.0,-644105.0
-779633.0,-891681.0,-905395.0,-786531.0,-723701.0,-644007.0
-779689.0,-891741.0,-905225.0,-788133.0,-724315.0,-644817.0
-779855.0,-891613.0,-905661.0,-789597.0,-724591.0,-644969.0
-779965.0,-891811.0,-905681.0,-790775.0,-724591.0,-645217.0
-779665.0,-891959.0,-905839.0,-792447.0,-724083.0,-645609.0
-779997.0,-892581.0,-905929.0,-793873.0,-724147.0,-646251.0
-780321.0,-892225.0,-906137.0,-795129.0,-723549.0,-646491.0
-780227.0,-892741.0,-906621.0,-796721.0,-723077.0,-647017.0
-780139.0,-892819.0,-906383.0,-798285.0,-722819.0,-647087.0
-780085.0,-892927.0,-906541.0,-799403.0,-722357.0,-647623.0
-780005.0,-893343.0,-906739.0,-801105.0,-722081.0,-648255.0
-780321.0,-893205.0,-906561.0,-801777.0,-721573.0,-648797.0
-780551.0,-893303.0,-906661.0,-803389.0,-721921.0,-648939.0
-780305.0,-893641.0,-906691.0,-804835.0,-721787.0,-649215.0
-780567.0,-893531.0,-906907.0,-805705.0,-722151.0,-649697.0
-780401.0,-893749.0,-907067.0,-807139.0,-722517.0,-649839.0
-780725.0,-893651.0,-907007.0,-808129.0,-723113.0,-650151.0
-780867.0,-893581.0,-907383.0,-809355.0,-723923.0,-650855.0
-780845.0,-893245.0,-907047.0,-810593.0,-724511.0,-651495.0
-780829.0,-892899.0,-907115.0,-811939.0,-725037.0,-651603.0
-781003.0,-892879.0,-907601.0,-812897.0,-725855.0,-652109.0
-781231.0,-892523.0,-907809.0,-814095.0,-726747.0,-652555.0
-781271.0,-892285.0,-907521.0,-815223.0,-727655.0,-652653.0
-781675.0,-891631.0,-907679.0,-816301.0,-728491.0,-653295.0
-781287.0,-891425.0,-907601.0,-817697.0,-729559.0,-653623.0
-781501.0,-890673.0,-908015.0,-818685.0,-730779.0,-654007.0
-781889.0,-890475.0,-907937.0,-819843.0,-731849.0,-654417.0
-782149.0,-890167.0,-908075.0,-821139.0,-733095.0,-654987.0
-782149.0,-889733.0,-907857.0,-822217.0,-734003.0,-655129.0
-782237.0,-889207.0,-908035.0,-823315.0,-735045.0,-655903.0
-782205.0,-889307.0,-908253.0,-824355.0,-736069.0,-655787.0
-782901.0,-889079.0,-908035.0,-825057.0,-736987.0,-656375.0
-782681.0,-889011.0,-908353.0,-826353.0,-738143.0,-656901.0
-782625.0,-888575.0,-908353.0,-827213.0,-738483.0,-657443.0
-782601.0,-888575.0,-908333.0,-828065.0,-739283.0,-657551.0
-782847.0,-888485.0,-908679.0,-829361.0,-740075.0,-658031.0
-782601.0,-888297.0,-908927.0,-830191.0,-740467.0,-658387.0
-782767.0,-888239.0,-909105.0,-831379.0,-741313.0,-658611.0
-782791.0,-887981.0,-909143.0,-832705.0,-741519.0,-658691.0
-782887.0,-888169.0,-909341.0,-833457.0,-742257.0,-658859.0
-782879.0,-887843.0,-909143.0,-834099.0,-742935.0,-658503.0
-782941.0,-887921.0,-909005.0,-835069.0,-743157.0,-657167.0
-783053.0,-888081.0,-908907.0,-836049.0,-743753.0,-655797.0
-783361.0,-887773.0,-908649.0,-837157.0,-744475.0,-654879.0
-783511.0,-887931.0,-908045.0,-837999.0,-744733.0,-653197.0
-783575.0,-887645.0,-907887.0,-838641.0,-745489.0,-651799.0
-783511.0,-887853.0,-906897.0,-839363.0,-746149.0,-649981.0
-783931.0,-887655.0,-906245.0,-840195.0,-747467.0,-649483.0
-783677.0,-887883.0,-906453.0,-840739.0,-747849.0,-647783.0
-784033.0,-887575.0,-905919.0,-841531.0,-748695.0,-646643.0
-784397.0,-887555.0,-905751.0,-842085.0,-749533.0,-645975.0
-784421.0,-887169.0,-905355.0,-842549.0,-750663.0,-645343.0
-784777.0,-887467.0,-905543.0,-842687.0,-751197.0,-644737.0
-784437.0,-886765.0,-905701.0,-842905.0,-752007.0,-644185.0
-784565.0,-887031.0,-905177.0,-843241.0,-753281.0,-643909.0
-784959.0,-887061.0,-905403.0,-842935.0,-753967.0,-643499.0
-784493.0,-887091.0,-905077.0,-841521.0,-754545.0,-643411.0
-784247.0,-886971.0,-905215.0,-840373.0,-755739.0,-643161.0
-783883.0,-886783.0,-905187.0,-838533.0,-755961.0,-643063.0
-783645.0,-886437.0,-905385.0,-837355.0,-757057.0,-643285.0
-783123.0,-886655.0,-905651.0,-836139.0,-758285.0,-643135.0
-782317.0,-886793.0,-905621.0,-835139.0,-758427.0,-643543.0
-782443.0,-886883.0,-905215.0,-833931.0,-759639.0,-643615.0
-781967.0,-886853.0,-905345.0,-832863.0,-760503.0,-643749.0
-781375.0,-886893.0,-905661.0,-832369.0,-761197.0,-643659.0
-781335.0,-886527.0,-905553.0,-831281.0,-762319.0,-643927.0
-781287.0,-886873.0,-905701.0,-830251.0,-763237.0,-644291.0
-780725.0,-886833.0,-906205.0,-829529.0,-764037.0,-644461.0
-780535.0,-887151.0,-906087.0,-828569.0,-765239.0,-644897.0
-780045.0,-887249.0,-906463.0,-828105.0,-765837.0,-644879.0
-780115.0,-887199.0,-906691.0,-827343.0,-766869.0,-645057.0
-779863.0,-887249.0,-906235.0,-826611.0,-767911.0,-645137.0
-779815.0,-887111.0,-906403.0,-825849.0,-768419.0,-644925.0
-779475.0,-887527.0,-906541.0,-824899.0,-769309.0,-644933.0
-779395.0,-887159.0,-906295.0,-823751.0,-770047.0,-645147.0
-779341.0,-887259.0,-906343.0,-822841.0,-770823.0,-644817.0
-779633.0,-887585.0,-906423.0,-822455.0,-771775.0,-644665.0
-779151.0,-887803.0,-906413.0,-821921.0,-772889.0,-644567.0
-779577.0,-887497.0,-906709.0,-821605.0,-773779.0,-644167.0
