RRI_inf,PPI_inf,PPI_pix,label
628.90625,632.8125,630.0,0.0
609.375,601.5625,600.0,0.0
566.40625,570.3125,580.0,0.0
558.59375,554.6875,550.0,0.0
550.78125,550.78125,550.0,0.0
542.96875,531.25,540.0,0.0
539.0625,542.96875,530.0,0.0
562.5,562.5,550.0,0.0
585.9375,582.03125,590.0,0.0
597.65625,601.5625,600.0,0.0
609.375,613.28125,610.0,0.0
632.8125,632.8125,640.0,0.0
671.875,671.875,670.0,0.0
660.15625,660.15625,670.0,0.0
636.71875,648.4375,630.0,0.0
660.15625,652.34375,660.0,0.0
648.4375,648.4375,640.0,0.0
640.625,648.4375,640.0,0.0
636.71875,625.0,640.0,0.0
636.71875,636.71875,630.0,0.0
636.71875,644.53125,650.0,0.0
613.28125,609.375,610.0,0.0
613.28125,609.375,610.0,0.0
621.09375,621.09375,620.0,0.0
609.375,613.28125,610.0,0.0
617.1875,617.1875,610.0,0.0
640.625,632.8125,640.0,0.0
644.53125,652.34375,650.0,0.0
617.1875,621.09375,620.0,0.0
605.46875,597.65625,590.0,0.0
613.28125,613.28125,620.0,0.0
667.96875,667.96875,660.0,0.0
699.21875,703.125,710.0,0.0
683.59375,687.5,680.0,0.0
675.78125,671.875,680.0,0.0
671.875,667.96875,670.0,0.0
679.6875,687.5,680.0,0.0
675.78125,679.6875,660.0,0.0
628.90625,625.0,640.0,0.0
609.375,609.375,610.0,0.0
605.46875,605.46875,610.0,0.0
621.09375,621.09375,610.0,0.0
617.1875,617.1875,620.0,0.0
636.71875,632.8125,630.0,0.0
675.78125,675.78125,680.0,0.0
695.3125,695.3125,700.0,0.0
675.78125,679.6875,670.0,0.0
707.03125,703.125,710.0,0.0
695.3125,695.3125,690.0,0.0
710.9375,718.75,710.0,0.0
734.375,726.5625,740.0,0.0
718.75,722.65625,720.0,0.0
707.03125,710.9375,710.0,0.0
660.15625,664.0625,650.0,0.0
667.96875,660.15625,670.0,0.0
675.78125,675.78125,680.0,0.0
679.6875,679.6875,680.0,0.0
683.59375,679.6875,680.0,0.0
714.84375,714.84375,710.0,0.0
738.28125,738.28125,740.0,0.0
691.40625,691.40625,690.0,0.0
714.84375,726.5625,720.0,0.0
726.5625,714.84375,720.0,0.0
687.5,691.40625,690.0,0.0
699.21875,703.125,700.0,0.0
726.5625,726.5625,720.0,0.0
734.375,734.375,740.0,0.0
671.875,675.78125,670.0,0.0
691.40625,687.5,690.0,0.0
691.40625,687.5,690.0,0.0
710.9375,722.65625,710.0,0.0
664.0625,652.34375,660.0,0.0
667.96875,667.96875,670.0,0.0
675.78125,675.78125,670.0,0.0
679.6875,683.59375,680.0,0.0
660.15625,664.0625,660.0,0.0
625.0,625.0,630.0,0.0
621.09375,617.1875,620.0,0.0
640.625,640.625,640.0,0.0
664.0625,660.15625,660.0,0.0
683.59375,679.6875,680.0,0.0
648.4375,652.34375,650.0,0.0
656.25,656.25,660.0,0.0
660.15625,664.0625,660.0,0.0
683.59375,679.6875,680.0,0.0
648.4375,644.53125,650.0,0.0
648.4375,652.34375,650.0,0.0
652.34375,652.34375,640.0,0.0
671.875,671.875,680.0,0.0
648.4375,648.4375,650.0,0.0
648.4375,648.4375,650.0,0.0
667.96875,667.96875,660.0,0.0
667.96875,667.96875,670.0,0.0
656.25,660.15625,640.0,0.0
628.90625,617.1875,630.0,0.0
656.25,664.0625,670.0,0.0
656.25,656.25,640.0,0.0
640.625,632.8125,650.0,0.0
621.09375,625.0,620.0,0.0
593.75,593.75,590.0,0.0
605.46875,609.375,610.0,0.0
605.46875,601.5625,600.0,0.0
617.1875,617.1875,620.0,0.0
621.09375,617.1875,610.0,0.0
