RRI_inf,PPI_inf,PPI_pix,label
781.25,789.0625,730.0,0.0
710.9375,714.84375,700.0,0.0
710.9375,695.3125,690.0,0.0
753.90625,750.0,750.0,0.0
812.5,808.59375,780.0,0.0
894.53125,902.34375,800.0,0.0
816.40625,820.3125,830.0,0.0
812.5,804.6875,760.0,0.0
746.09375,750.0,720.0,0.0
746.09375,742.1875,740.0,0.0
792.96875,792.96875,760.0,0.0
742.1875,746.09375,770.0,0.0
726.5625,722.65625,790.0,0.0
714.84375,726.5625,730.0,0.0
660.15625,648.4375,730.0,0.0
671.875,671.875,790.0,0.0
675.78125,675.78125,820.0,0.0
683.59375,683.59375,820.0,0.0
734.375,730.46875,790.0,0.0
746.09375,746.09375,820.0,0.0
757.8125,761.71875,800.0,0.0
718.75,726.5625,810.0,0.0
640.625,648.4375,710.0,0.0
671.875,656.25,710.0,0.0
714.84375,710.9375,720.0,0.0
761.71875,757.8125,770.0,0.0
781.25,789.0625,750.0,0.0
742.1875,750.0,690.0,0.0
703.125,695.3125,790.0,0.0
738.28125,738.28125,770.0,0.0
777.34375,773.4375,740.0,0.0
824.21875,832.03125,740.0,0.0
730.46875,738.28125,760.0,0.0
695.3125,691.40625,770.0,0.0
710.9375,703.125,750.0,0.0
710.9375,714.84375,700.0,0.0
730.46875,730.46875,700.0,0.0
703.125,710.9375,710.0,0.0
695.3125,687.5,770.0,0.0
742.1875,738.28125,730.0,0.0
785.15625,785.15625,800.0,0.0
800.78125,804.6875,850.0,0.0
824.21875,832.03125,890.0,0.0
753.90625,761.71875,840.0,0.0
726.5625,718.75,810.0,0.0
742.1875,738.28125,820.0,0.0
757.8125,757.8125,830.0,0.0
773.4375,769.53125,830.0,0.0
789.0625,792.96875,780.0,0.0
726.5625,730.46875,730.0,0.0
742.1875,734.375,760.0,0.0
785.15625,785.15625,820.0,0.0
828.125,828.125,830.0,0.0
816.40625,824.21875,820.0,0.0
792.96875,792.96875,720.0,0.0
816.40625,812.5,750.0,0.0
812.5,816.40625,770.0,0.0
796.875,804.6875,810.0,0.0
710.9375,707.03125,780.0,0.0
710.9375,703.125,760.0,0.0
730.46875,718.75,690.0,0.0
757.8125,761.71875,700.0,0.0
757.8125,765.625,710.0,0.0
714.84375,710.9375,760.0,0.0
769.53125,765.625,790.0,0.0
765.625,773.4375,770.0,0.0
738.28125,738.28125,690.0,0.0
734.375,726.5625,730.0,0.0
761.71875,757.8125,710.0,0.0
773.4375,781.25,750.0,0.0
742.1875,742.1875,710.0,0.0
703.125,703.125,780.0,0.0
718.75,710.9375,830.0,0.0
718.75,718.75,930.0,0.0
757.8125,757.8125,890.0,0.0
726.5625,734.375,780.0,0.0
804.6875,796.875,820.0,0.0
859.375,859.375,830.0,0.0
871.09375,875.0,810.0,0.0
835.9375,839.84375,770.0,0.0
816.40625,812.5,700.0,0.0
820.3125,820.3125,770.0,0.0
832.03125,835.9375,790.0,0.0
835.9375,835.9375,860.0,0.0
777.34375,789.0625,770.0,0.0
726.5625,718.75,740.0,0.0
773.4375,765.625,800.0,0.0
816.40625,816.40625,840.0,0.0
828.125,835.9375,870.0,0.0
820.3125,832.03125,780.0,0.0
718.75,714.84375,710.0,0.0
750.0,746.09375,670.0,0.0
773.4375,773.4375,660.0,0.0
808.59375,804.6875,730.0,0.0
789.0625,796.875,780.0,0.0
750.0,761.71875,830.0,0.0
683.59375,679.6875,800.0,0.0
710.9375,695.3125,760.0,0.0
718.75,718.75,810.0,0.0
765.625,765.625,790.0,0.0
785.15625,789.0625,800.0,0.0
757.8125,761.71875,740.0,0.0
695.3125,695.3125,720.0,0.0
734.375,722.65625,690.0,0.0
730.46875,726.5625,670.0,0.0
742.1875,746.09375,640.0,0.0
699.21875,703.125,650.0,0.0
789.0625,777.34375,670.0,0.0
832.03125,832.03125,640.0,0.0
929.6875,929.6875,660.0,0.0
890.625,898.4375,680.0,0.0
769.53125,773.4375,730.0,0.0
828.125,820.3125,770.0,0.0
828.125,828.125,740.0,0.0
816.40625,816.40625,680.0,0.0
769.53125,777.34375,700.0,0.0
703.125,695.3125,710.0,0.0
769.53125,761.71875,740.0,0.0
800.78125,800.78125,690.0,0.0
855.46875,855.46875,670.0,0.0
761.71875,769.53125,690.0,0.0
753.90625,750.0,730.0,0.0
796.875,796.875,770.0,0.0
843.75,843.75,780.0,0.0
875.0,878.90625,740.0,0.0
765.625,777.34375,740.0,0.0
699.21875,707.03125,750.0,0.0
679.6875,667.96875,780.0,0.0
687.5,675.78125,800.0,0.0
730.46875,726.5625,790.0,0.0
769.53125,769.53125,750.0,0.0
828.125,828.125,800.0,0.0
808.59375,816.40625,790.0,0.0
742.1875,742.1875,770.0,0.0
812.5,808.59375,720.0,0.0
792.96875,789.0625,720.0,0.0
800.78125,808.59375,780.0,0.0
746.09375,750.0,820.0,0.0
714.84375,714.84375,860.0,0.0
691.40625,687.5,850.0,0.0
667.96875,667.96875,730.0,0.0
644.53125,648.4375,760.0,0.0
656.25,656.25,760.0,0.0
664.0625,660.15625,780.0,0.0
