valley_location,PPI
21.0,0.0
87.0,660.0
155.0,680.0
217.0,620.0
282.0,650.0
346.0,640.0
411.0,650.0
475.0,640.0
537.0,620.0
599.0,620.0
662.0,630.0
728.0,660.0
791.0,630.0
855.0,640.0
918.0,630.0
984.0,660.0
1049.0,650.0
1114.0,650.0
1177.0,630.0
1243.0,660.0
1306.0,630.0
1372.0,660.0
1434.0,620.0
1498.0,640.0
1620.0,1220.0
1792.0,1720.0
1850.0,580.0
1907.0,570.0
1962.0,550.0
2015.0,530.0
2132.0,1170.0
2237.0,1050.0
2341.0,1040.0
2407.0,660.0
2464.0,570.0
2515.0,510.0
2579.0,640.0
2636.0,570.0
2698.0,620.0
2757.0,590.0
3013.0,2560.0
3078.0,650.0
3144.0,660.0
3210.0,660.0
3276.0,660.0
3340.0,640.0
3408.0,680.0
3476.0,680.0
3543.0,670.0
3609.0,660.0
3675.0,660.0
3743.0,680.0
3809.0,660.0
3873.0,640.0
3934.0,610.0
3998.0,640.0
4066.0,680.0
4135.0,690.0
4207.0,720.0
4276.0,690.0
4343.0,670.0
4408.0,650.0
4476.0,680.0
4542.0,660.0
4608.0,660.0
4675.0,670.0
4741.0,660.0
4806.0,650.0
4869.0,630.0
4935.0,660.0
5000.0,650.0
5064.0,640.0
5127.0,630.0
5191.0,640.0
5254.0,630.0
5322.0,680.0
5384.0,620.0
5450.0,660.0
5517.0,670.0
5584.0,670.0
5647.0,630.0
5709.0,620.0
5777.0,680.0
5844.0,670.0
5909.0,650.0
5973.0,640.0
6038.0,650.0
6102.0,640.0
6166.0,640.0
6230.0,640.0
6294.0,640.0
6360.0,660.0
6426.0,660.0
6491.0,650.0
6555.0,640.0
6620.0,650.0
6684.0,640.0
6747.0,630.0
6812.0,650.0
6878.0,660.0
6945.0,670.0
7009.0,640.0
7073.0,640.0
7137.0,640.0
7200.0,630.0
7265.0,650.0
7330.0,650.0
7394.0,640.0
7461.0,670.0
7524.0,630.0
7587.0,630.0
7653.0,660.0
7718.0,650.0
7781.0,630.0
7845.0,640.0
7908.0,630.0
7973.0,650.0
8038.0,650.0
8100.0,620.0
8163.0,630.0
8226.0,630.0
8287.0,610.0
8347.0,600.0
8408.0,610.0
8470.0,620.0
8530.0,600.0
8591.0,610.0
8654.0,630.0
8716.0,620.0
8778.0,620.0
8839.0,610.0
8903.0,640.0
8964.0,610.0
9027.0,630.0
9092.0,650.0
9160.0,680.0
9228.0,680.0
9295.0,670.0
9357.0,620.0
9421.0,640.0
9485.0,640.0
9549.0,640.0
9610.0,610.0
9673.0,630.0
9734.0,610.0
9798.0,640.0
9861.0,630.0
9927.0,660.0
9994.0,670.0
10060.0,660.0
10128.0,680.0
10198.0,700.0
10263.0,650.0
10331.0,680.0
10399.0,680.0
10463.0,640.0
10527.0,640.0
10592.0,650.0
10657.0,650.0
10721.0,640.0
10782.0,610.0
10845.0,630.0
10914.0,690.0
10979.0,650.0
11045.0,660.0
11111.0,660.0
11178.0,670.0
11243.0,650.0
11306.0,630.0
11370.0,640.0
11433.0,630.0
11493.0,600.0
