valley_location,PPI
25.0,0.0
95.0,700.0
164.0,690.0
230.0,660.0
298.0,680.0
366.0,680.0
433.0,670.0
500.0,670.0
565.0,650.0
630.0,650.0
696.0,660.0
760.0,640.0
822.0,620.0
884.0,620.0
945.0,610.0
1011.0,660.0
1076.0,650.0
1141.0,650.0
1208.0,670.0
1275.0,670.0
1342.0,670.0
1407.0,650.0
1472.0,650.0
1537.0,650.0
1599.0,620.0
1660.0,610.0
1725.0,650.0
1788.0,630.0
1851.0,630.0
1912.0,610.0
1978.0,660.0
2044.0,660.0
2109.0,650.0
2173.0,640.0
2238.0,650.0
2305.0,670.0
2375.0,700.0
2437.0,620.0
2502.0,650.0
2566.0,640.0
2631.0,650.0
2696.0,650.0
2758.0,620.0
2822.0,640.0
2891.0,690.0
2958.0,670.0
3023.0,650.0
3086.0,630.0
3152.0,660.0
3222.0,700.0
3289.0,670.0
3352.0,630.0
3418.0,660.0
3485.0,670.0
3549.0,640.0
3612.0,630.0
3676.0,640.0
3741.0,650.0
3805.0,640.0
3867.0,620.0
3928.0,610.0
3992.0,640.0
4056.0,640.0
4122.0,660.0
4187.0,650.0
4253.0,660.0
4316.0,630.0
4378.0,620.0
4441.0,630.0
4507.0,660.0
4571.0,640.0
4632.0,610.0
4692.0,600.0
4756.0,640.0
4818.0,620.0
4880.0,620.0
4940.0,600.0
5004.0,640.0
5068.0,640.0
5129.0,610.0
5194.0,650.0
5259.0,650.0
5322.0,630.0
5383.0,610.0
5448.0,650.0
5513.0,650.0
5575.0,620.0
5637.0,620.0
5700.0,630.0
5765.0,650.0
5828.0,630.0
5888.0,600.0
5952.0,640.0
6017.0,650.0
6082.0,650.0
6143.0,610.0
6206.0,630.0
6271.0,650.0
6333.0,620.0
6396.0,630.0
6457.0,610.0
6523.0,660.0
6589.0,660.0
6652.0,630.0
6714.0,620.0
6777.0,630.0
6844.0,670.0
6907.0,630.0
6971.0,640.0
7035.0,640.0
7101.0,660.0
7165.0,640.0
7227.0,620.0
7292.0,650.0
7358.0,660.0
7421.0,630.0
7482.0,610.0
7546.0,640.0
7613.0,670.0
7675.0,620.0
7737.0,620.0
7801.0,640.0
7864.0,630.0
7927.0,630.0
7988.0,610.0
8051.0,630.0
8116.0,650.0
8182.0,660.0
8247.0,650.0
8311.0,640.0
8378.0,670.0
8449.0,710.0
8515.0,660.0
8580.0,650.0
8645.0,650.0
8711.0,660.0
8774.0,630.0
8837.0,630.0
8900.0,630.0
8965.0,650.0
9029.0,640.0
9094.0,650.0
9163.0,690.0
9230.0,670.0
9298.0,680.0
9366.0,680.0
9433.0,670.0
9502.0,690.0
9567.0,650.0
9629.0,620.0
9693.0,640.0
9759.0,660.0
9823.0,640.0
9888.0,650.0
9952.0,640.0
10018.0,660.0
10082.0,640.0
10146.0,640.0
10213.0,670.0
10282.0,690.0
10351.0,690.0
10418.0,670.0
10483.0,650.0
10549.0,660.0
10617.0,680.0
10685.0,680.0
10747.0,620.0
10815.0,680.0
10878.0,630.0
10946.0,680.0
11008.0,620.0
11072.0,640.0
11136.0,640.0
11202.0,660.0
11268.0,660.0
11331.0,630.0
