Trial 3:3back,Trial 5:3back
2,1.593
2,1.593
2,1.593
2,1.593
2,1.593
2,1.593
2,1.592
2,1.592
1.999,1.592
1.999,1.593
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.593
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.999,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.998,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.997,1.592
1.996,1.592
1.996,1.592
1.996,1.592
1.996,1.592
1.996,1.592
1.996,1.591
1.996,1.591
1.996,1.591
1.996,1.591
1.996,1.592
1.995,1.592
1.995,1.591
1.995,1.591
1.995,1.591
1.995,1.591
1.995,1.591
1.995,1.591
1.995,1.591
1.995,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.994,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.993,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.992,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.991,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.99,1.591
1.989,1.591
1.989,1.591
1.989,1.591
1.989,1.591
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.988,1.59
1.989,1.59
1.989,1.59
1.989,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.59
1.988,1.589
1.988,1.59
1.988,1.589
1.988,1.589
1.988,1.589
1.988,1.589
1.988,1.589
1.988,1.589
1.988,1.589
1.988,1.59
1.988,1.589
1.988,1.589
1.988,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.988,1.589
1.987,1.589
1.988,1.589
1.988,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.987,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.986,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.985,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.984,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.589
1.983,1.588
1.983,1.588
1.983,1.589
1.983,1.589
1.982,1.589
1.982,1.589
1.982,1.589
1.982,1.589
1.982,1.589
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.982,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.981,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.979,1.588
1.98,1.588
1.98,1.588
1.98,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.978,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.979,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.588
1.978,1.587
1.977,1.587
1.977,1.587
1.977,1.588
1.977,1.588
1.977,1.588
1.977,1.588
1.977,1.587
1.977,1.588
1.977,1.588
1.977,1.587
1.977,1.587
1.977,1.587
1.977,1.587
1.977,1.588
1.977,1.588
1.977,1.588
1.977,1.588
1.977,1.588
1.977,1.588
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.975,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.976,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.975,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.974,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.587
1.973,1.588
1.973,1.588
1.973,1.588
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.587
1.972,1.587
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.588
1.972,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.971,1.587
1.97,1.587
1.97,1.587
