Trial 3:3back,Trial 5:3back
3.767,4.343
3.769,4.344
3.77,4.344
3.772,4.342
3.772,4.342
3.773,4.342
3.775,4.342
3.776,4.341
3.778,4.341
3.779,4.341
3.781,4.341
3.782,4.34
3.783,4.34
3.784,4.34
3.786,4.341
3.787,4.341
3.789,4.34
3.79,4.339
3.791,4.34
3.794,4.34
3.795,4.34
3.796,4.34
3.797,4.34
3.799,4.339
3.801,4.339
3.802,4.339
3.803,4.34
3.806,4.34
3.807,4.339
3.808,4.339
3.809,4.339
3.811,4.34
3.813,4.34
3.815,4.34
3.816,4.339
3.817,4.339
3.819,4.339
3.821,4.339
3.823,4.339
3.825,4.34
3.827,4.34
3.83,4.339
3.831,4.339
3.833,4.339
3.835,4.34
3.838,4.339
3.839,4.339
3.841,4.339
3.843,4.34
3.846,4.34
3.847,4.339
3.849,4.339
3.851,4.34
3.854,4.34
3.857,4.339
3.858,4.339
3.86,4.341
3.863,4.342
3.866,4.341
3.868,4.34
3.87,4.341
3.872,4.342
3.874,4.342
3.877,4.341
3.879,4.341
3.882,4.343
3.885,4.343
3.887,4.343
3.888,4.343
3.891,4.343
3.894,4.344
3.897,4.344
3.899,4.344
3.902,4.345
3.904,4.346
3.907,4.345
3.91,4.345
3.912,4.346
3.915,4.347
3.918,4.348
3.92,4.348
3.923,4.349
3.926,4.351
3.929,4.351
3.931,4.35
3.934,4.351
3.936,4.352
3.94,4.353
3.943,4.353
3.945,4.354
3.947,4.355
3.95,4.357
3.954,4.357
3.957,4.358
3.96,4.359
3.963,4.36
3.967,4.361
3.969,4.362
3.972,4.363
3.975,4.364
3.979,4.365
3.982,4.365
3.984,4.367
3.987,4.369
3.99,4.37
3.994,4.37
3.997,4.371
3.999,4.373
4.003,4.375
4.007,4.376
4.009,4.377
4.012,4.378
4.016,4.381
4.02,4.382
4.023,4.382
4.025,4.384
4.029,4.387
4.033,4.388
4.037,4.388
4.04,4.39
4.043,4.393
4.046,4.395
4.05,4.396
4.053,4.398
4.057,4.4
4.061,4.403
4.065,4.404
4.068,4.406
4.071,4.408
4.075,4.411
4.078,4.413
4.082,4.414
4.085,4.416
4.088,4.419
4.092,4.421
4.096,4.423
4.1,4.424
4.103,4.428
4.107,4.431
4.111,4.432
4.114,4.434
4.118,4.437
4.122,4.44
4.126,4.442
4.129,4.444
4.132,4.447
4.136,4.45
4.14,4.452
4.144,4.454
4.148,4.457
4.151,4.46
4.155,4.463
4.159,4.465
4.163,4.468
4.167,4.471
4.171,4.475
4.175,4.478
4.179,4.48
4.182,4.483
4.186,4.486
4.19,4.489
4.194,4.491
4.198,4.495
4.203,4.499
4.207,4.501
4.211,4.503
4.214,4.507
4.218,4.511
4.222,4.514
4.227,4.517
4.23,4.519
4.234,4.522
4.238,4.526
4.242,4.529
4.246,4.532
4.25,4.536
4.254,4.54
4.258,4.542
4.262,4.544
4.266,4.548
4.269,4.553
4.273,4.556
4.278,4.558
4.282,4.561
4.285,4.566
4.289,4.57
4.293,4.573
4.297,4.576
4.301,4.579
4.305,4.584
4.309,4.587
4.313,4.59
4.317,4.594
4.321,4.598
4.325,4.601
4.329,4.605
4.333,4.609
4.336,4.613
4.34,4.617
4.344,4.62
4.348,4.624
4.352,4.628
4.356,4.633
4.36,4.637
4.364,4.641
4.367,4.645
4.372,4.649
4.376,4.653
4.38,4.656
4.384,4.661
4.388,4.666
4.392,4.67
4.396,4.673
4.399,4.677
4.402,4.683
4.406,4.687
4.41,4.691
4.414,4.695
4.418,4.701
4.421,4.707
4.424,4.71
4.428,4.714
4.432,4.719
4.436,4.725
4.439,4.729
4.442,4.733
4.445,4.738
4.449,4.744
4.453,4.748
4.457,4.752
4.459,4.757
4.463,4.763
4.467,4.768
4.471,4.772
4.473,4.776
4.476,4.781
4.48,4.787
4.484,4.791
4.487,4.796
4.49,4.801
4.494,4.806
4.497,4.81
4.5,4.815
4.503,4.821
4.507,4.826
4.511,4.831
4.514,4.835
4.517,4.84
4.52,4.846
4.524,4.852
4.527,4.856
4.529,4.86
4.532,4.866
4.535,4.872
4.538,4.877
4.541,4.881
4.544,4.887
4.547,4.894
4.551,4.898
4.553,4.903
4.556,4.908
4.559,4.915
4.562,4.92
4.564,4.925
4.567,4.929
4.57,4.935
4.574,4.941
4.577,4.946
4.579,4.95
4.582,4.957
4.585,4.962
4.588,4.967
4.59,4.972
4.593,4.978
4.596,4.984
4.599,4.988
4.602,4.992
4.604,4.998
4.606,5.004
4.61,5.01
4.612,5.014
4.615,5.018
4.617,5.024
4.619,5.03
4.622,5.035
4.625,5.039
4.627,5.045
4.63,5.05
4.632,5.054
4.634,5.059
4.637,5.065
4.64,5.07
4.643,5.075
4.646,5.079
4.648,5.084
4.65,5.089
4.652,5.095
4.655,5.099
4.657,5.104
4.658,5.108
4.661,5.113
4.664,5.118
4.665,5.122
4.667,5.127
4.67,5.132
4.672,5.136
4.674,5.14
4.675,5.145
4.677,5.15
4.68,5.155
4.683,5.159
4.684,5.163
4.686,5.168
4.687,5.172
4.69,5.177
4.691,5.181
4.693,5.185
4.695,5.19
4.697,5.194
4.699,5.198
4.701,5.202
4.703,5.207
4.705,5.211
4.706,5.215
4.707,5.219
4.708,5.223
4.711,5.228
4.713,5.232
4.715,5.235
4.716,5.24
4.717,5.244
4.719,5.248
4.721,5.251
4.722,5.255
4.724,5.26
4.726,5.264
4.727,5.267
4.728,5.271
4.73,5.275
4.733,5.279
4.734,5.283
4.735,5.286
4.737,5.29
4.739,5.294
4.741,5.298
4.741,5.301
4.743,5.305
4.744,5.309
4.745,5.312
4.747,5.315
4.749,5.319
4.75,5.323
4.752,5.326
4.753,5.33
4.754,5.333
4.756,5.337
4.757,5.341
4.758,5.344
4.759,5.346
4.76,5.35
4.762,5.355
4.764,5.358
4.764,5.36
4.766,5.363
4.767,5.367
4.769,5.37
4.769,5.373
4.77,5.377
4.772,5.381
4.774,5.384
4.775,5.387
4.775,5.39
4.777,5.393
4.779,5.397
4.78,5.4
4.781,5.403
4.781,5.406
4.783,5.41
4.784,5.412
4.785,5.415
4.786,5.418
4.788,5.421
4.789,5.424
4.789,5.426
4.79,5.429
4.792,5.432
4.793,5.435
4.793,5.437
4.794,5.438
4.796,5.44
4.798,5.443
4.799,5.446
4.8,5.448
4.801,5.451
4.802,5.454
4.803,5.456
4.804,5.458
4.805,5.461
4.806,5.464
4.808,5.467
4.809,5.468
4.811,5.469
4.813,5.472
4.814,5.475
4.815,5.477
4.815,5.479
4.817,5.481
4.819,5.484
4.82,5.485
4.821,5.487
4.822,5.49
4.824,5.492
4.826,5.494
4.827,5.495
4.827,5.497
4.829,5.5
4.831,5.502
4.832,5.503
4.833,5.504
4.834,5.506
4.836,5.509
4.836,5.511
4.837,5.512
4.838,5.514
4.84,5.516
4.841,5.517
4.842,5.518
4.843,5.52
4.845,5.523
4.847,5.523
4.847,5.523
4.848,5.525
4.849,5.527
4.851,5.529
4.851,5.53
4.852,5.531
4.854,5.532
4.855,5.534
4.855,5.536
4.856,5.537
4.858,5.539
4.86,5.541
4.861,5.542
4.861,5.543
4.863,5.544
4.865,5.546
4.867,5.547
4.867,5.548
4.868,5.549
4.87,5.551
4.871,5.553
4.872,5.553
4.873,5.553
4.875,5.555
4.877,5.557
4.878,5.557
4.879,5.558
4.88,5.559
4.882,5.56
4.884,5.562
4.885,5.563
4.886,5.564
4.888,5.565
4.89,5.566
4.891,5.567
4.892,5.567
4.894,5.568
4.896,5.57
4.897,5.57
4.898,5.571
4.899,5.572
4.902,5.574
4.904,5.575
4.905,5.575
4.906,5.576
4.908,5.577
4.91,5.578
4.911,5.578
4.913,5.579
4.914,5.581
4.915,5.581
4.917,5.582
4.918,5.582
4.92,5.582
4.922,5.583
4.924,5.584
4.924,5.584
4.926,5.584
4.928,5.585
4.93,5.585
4.931,5.586
4.932,5.587
4.933,5.587
4.936,5.587
4.938,5.587
4.939,5.587
4.941,5.588
4.943,5.589
4.944,5.588
4.945,5.588
4.947,5.588
4.949,5.588
4.95,5.588
4.952,5.588
4.954,5.589
4.956,5.589
4.958,5.589
4.959,5.589
4.96,5.588
4.962,5.588
4.964,5.588
