Trial 3:3back,Trial 5:3back
2.403,4.06
2.403,4.06
2.403,4.061
2.403,4.062
2.403,4.063
2.403,4.063
2.404,4.063
2.403,4.064
2.403,4.066
2.402,4.066
2.403,4.067
2.403,4.068
2.403,4.069
2.403,4.069
2.403,4.07
2.404,4.07
2.403,4.071
2.403,4.072
2.403,4.073
2.403,4.073
2.403,4.074
2.403,4.075
2.403,4.076
2.403,4.076
2.402,4.077
2.402,4.078
2.402,4.078
2.402,4.079
2.402,4.08
2.402,4.081
2.402,4.082
2.402,4.083
2.402,4.084
2.402,4.085
2.402,4.085
2.402,4.086
2.402,4.087
2.402,4.087
2.402,4.088
2.402,4.088
2.402,4.089
2.402,4.09
2.402,4.091
2.402,4.091
2.402,4.092
2.402,4.093
2.402,4.094
2.402,4.095
2.401,4.095
2.401,4.096
2.401,4.096
2.401,4.097
2.4,4.098
2.4,4.099
2.401,4.1
2.401,4.101
2.401,4.102
2.401,4.102
2.401,4.103
2.401,4.104
2.401,4.105
2.401,4.105
2.401,4.106
2.402,4.107
2.401,4.108
2.401,4.109
2.401,4.11
2.401,4.11
2.401,4.111
2.401,4.111
2.401,4.113
2.401,4.114
2.401,4.114
2.401,4.115
2.401,4.116
2.402,4.117
2.401,4.118
2.401,4.119
2.401,4.12
2.401,4.121
2.401,4.122
2.4,4.122
2.4,4.123
2.401,4.124
2.401,4.125
2.401,4.126
2.4,4.127
2.401,4.128
2.401,4.129
2.401,4.129
2.4,4.13
2.4,4.131
2.4,4.132
2.4,4.133
2.4,4.134
2.4,4.135
2.4,4.136
2.4,4.137
2.4,4.138
2.4,4.139
2.4,4.14
2.4,4.141
2.4,4.141
2.4,4.142
2.4,4.143
2.4,4.144
2.399,4.145
2.399,4.146
2.4,4.146
2.4,4.148
2.399,4.149
2.399,4.149
2.399,4.15
2.399,4.15
2.399,4.152
2.399,4.153
2.399,4.153
2.399,4.154
2.399,4.155
2.399,4.156
2.398,4.157
2.398,4.157
2.398,4.159
2.399,4.16
2.399,4.161
2.398,4.162
2.398,4.163
2.398,4.164
2.399,4.164
2.399,4.165
2.398,4.166
2.398,4.167
2.398,4.168
2.398,4.169
2.398,4.17
2.398,4.171
2.398,4.172
2.398,4.173
2.398,4.174
2.398,4.175
2.398,4.176
2.398,4.177
2.398,4.177
2.398,4.179
2.398,4.18
2.398,4.18
2.397,4.181
2.398,4.182
2.398,4.183
2.398,4.184
2.397,4.185
2.397,4.185
2.398,4.187
2.398,4.188
2.397,4.189
2.397,4.19
2.397,4.191
2.397,4.192
2.397,4.193
2.397,4.193
2.397,4.194
2.397,4.195
2.396,4.196
2.396,4.197
2.397,4.198
2.397,4.199
2.397,4.199
2.397,4.2
2.397,4.201
2.397,4.202
2.397,4.203
2.397,4.203
2.397,4.204
