Trial 3:3back,Trial 5:3back
0.369,0.707
0.369,0.708
0.369,0.708
0.368,0.708
0.368,0.708
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.708
0.368,0.708
0.369,0.708
0.368,0.708
0.368,0.708
0.368,0.708
0.368,0.708
0.368,0.707
0.368,0.707
0.369,0.707
0.369,0.708
0.369,0.708
0.368,0.708
0.367,0.708
0.368,0.708
0.368,0.707
0.369,0.707
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.707
0.368,0.707
0.368,0.708
0.367,0.707
0.368,0.707
0.368,0.707
0.368,0.708
0.368,0.708
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.707
0.368,0.707
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.708
0.368,0.708
0.368,0.707
0.367,0.707
0.368,0.707
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.707
0.368,0.708
0.368,0.708
0.368,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.707
0.368,0.707
0.369,0.708
0.369,0.708
0.369,0.709
0.368,0.709
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.708
0.369,0.708
0.37,0.708
0.37,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.708
0.368,0.708
0.368,0.708
0.369,0.708
0.369,0.708
0.368,0.709
0.368,0.709
0.368,0.709
0.369,0.708
0.369,0.708
0.369,0.708
0.368,0.708
0.368,0.708
0.369,0.709
0.369,0.709
0.369,0.709
0.369,0.708
0.369,0.708
0.369,0.709
0.368,0.709
0.368,0.709
0.368,0.71
0.368,0.709
0.369,0.709
0.369,0.709
0.368,0.709
0.368,0.709
0.368,0.709
0.368,0.71
0.368,0.71
0.368,0.709
0.368,0.709
0.369,0.709
0.369,0.709
0.369,0.71
0.368,0.709
0.368,0.71
0.368,0.71
0.367,0.709
0.367,0.709
0.368,0.709
0.369,0.709
0.369,0.709
0.369,0.709
0.368,0.709
0.368,0.71
0.367,0.71
0.368,0.71
0.369,0.71
0.369,0.71
0.369,0.71
0.368,0.71
0.369,0.71
0.369,0.71
0.368,0.71
0.368,0.71
0.368,0.709
0.368,0.709
0.368,0.71
0.368,0.71
0.368,0.709
0.369,0.71
0.369,0.71
0.368,0.71
0.367,0.71
0.367,0.71
0.368,0.71
0.368,0.71
0.368,0.71
0.367,0.709
0.367,0.709
0.368,0.709
0.368,0.71
0.367,0.711
0.367,0.711
0.367,0.71
0.368,0.71
0.367,0.71
0.367,0.71
0.367,0.71
0.368,0.71
0.367,0.71
0.366,0.71
0.366,0.71
0.367,0.711
0.367,0.711
0.367,0.71
0.367,0.71
0.368,0.71
0.367,0.711
0.367,0.711
0.366,0.71
0.367,0.71
0.367,0.711
0.367,0.71
0.367,0.71
0.367,0.71
0.367,0.71
0.367,0.71
0.367,0.71
0.366,0.71
0.367,0.711
0.367,0.711
0.367,0.71
0.367,0.71
0.367,0.71
0.368,0.711
0.368,0.711
0.367,0.71
0.366,0.71
0.366,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.368,0.711
0.368,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.368,0.711
0.368,0.711
0.367,0.711
0.367,0.71
0.367,0.711
0.367,0.712
0.367,0.712
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.368,0.711
0.368,0.71
0.368,0.711
0.367,0.712
0.367,0.711
0.367,0.71
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.71
0.368,0.711
0.368,0.712
0.367,0.712
0.366,0.712
0.367,0.711
0.368,0.711
0.368,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.711
0.366,0.711
0.366,0.711
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.712
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.712
0.366,0.712
0.366,0.712
0.366,0.712
0.366,0.711
0.366,0.712
0.367,0.712
0.367,0.713
0.367,0.712
0.367,0.712
0.367,0.713
0.367,0.713
0.367,0.712
0.367,0.712
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.713
0.367,0.713
0.367,0.712
0.366,0.712
0.366,0.712
0.367,0.713
0.368,0.713
0.367,0.713
0.367,0.713
0.367,0.713
0.367,0.713
0.367,0.712
0.366,0.713
0.366,0.712
0.367,0.712
0.368,0.712
0.367,0.713
0.366,0.713
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.713
0.366,0.712
0.367,0.712
0.367,0.713
0.367,0.713
0.367,0.712
0.367,0.712
0.367,0.713
0.367,0.713
0.366,0.713
0.366,0.712
0.366,0.712
0.367,0.713
0.367,0.713
0.367,0.713
0.367,0.712
0.367,0.713
0.367,0.713
0.367,0.713
0.367,0.713
0.367,0.713
0.366,0.713
0.366,0.713
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.713
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.368,0.712
0.367,0.712
0.367,0.713
0.367,0.713
0.367,0.712
0.367,0.712
0.367,0.712
0.368,0.712
0.367,0.711
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.711
0.367,0.711
0.367,0.712
0.367,0.713
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.712
0.367,0.711
0.367,0.711
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.366,0.712
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.367,0.712
0.367,0.711
0.366,0.712
0.366,0.712
0.367,0.712
0.367,0.712
0.368,0.711
0.367,0.711
0.367,0.712
0.367,0.712
0.367,0.711
0.368,0.711
0.367,0.712
0.367,0.711
0.367,0.711
0.368,0.711
0.367,0.711
0.366,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.366,0.711
0.366,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.366,0.711
0.366,0.712
0.367,0.712
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.366,0.711
0.366,0.711
0.366,0.711
0.367,0.711
0.367,0.711
0.367,0.711
0.367,0.71
0.367,0.71
0.367,0.711
0.367,0.712
0.367,0.711
0.367,0.711
0.366,0.711
0.366,0.711
0.366,0.71
0.366,0.71
0.366,0.71
0.367,0.71
0.366,0.71
