Trial 3:3back,Trial 5:3back
2.51,4.069
2.51,4.069
2.511,4.069
2.511,4.069
2.511,4.068
2.511,4.067
2.511,4.067
2.512,4.067
2.512,4.067
2.512,4.066
2.513,4.066
2.513,4.066
2.514,4.065
2.514,4.065
2.514,4.065
2.514,4.065
2.514,4.065
2.514,4.064
2.515,4.064
2.515,4.063
2.515,4.063
2.516,4.063
2.516,4.063
2.517,4.062
2.517,4.062
2.517,4.062
2.517,4.061
2.517,4.061
2.517,4.061
2.517,4.061
2.517,4.061
2.517,4.061
2.518,4.061
2.518,4.061
2.519,4.061
2.519,4.06
2.519,4.059
2.519,4.059
2.52,4.058
2.52,4.058
2.52,4.057
2.521,4.057
2.521,4.057
2.521,4.056
2.521,4.056
2.522,4.056
2.522,4.055
2.522,4.055
2.523,4.054
2.523,4.053
2.524,4.053
2.524,4.052
2.524,4.052
2.524,4.052
2.525,4.051
2.525,4.051
2.525,4.05
2.525,4.05
2.525,4.049
2.526,4.049
2.526,4.049
2.527,4.048
2.527,4.048
2.527,4.047
2.527,4.047
2.528,4.046
2.528,4.045
2.528,4.045
2.528,4.044
2.529,4.044
2.529,4.043
2.53,4.043
2.53,4.042
2.53,4.042
2.531,4.041
2.531,4.041
2.531,4.041
2.531,4.04
2.532,4.039
2.532,4.039
2.533,4.038
2.533,4.038
2.533,4.037
2.533,4.037
2.534,4.036
2.534,4.036
2.535,4.035
2.535,4.034
2.536,4.034
2.536,4.033
2.537,4.032
2.537,4.032
2.538,4.031
2.538,4.031
2.538,4.031
2.538,4.03
2.539,4.03
2.539,4.029
2.54,4.028
2.54,4.028
2.541,4.027
2.542,4.026
2.542,4.026
2.542,4.025
2.542,4.025
2.543,4.024
2.543,4.024
2.543,4.023
2.543,4.023
2.544,4.022
2.544,4.022
2.545,4.021
2.545,4.02
2.546,4.02
2.546,4.019
2.547,4.018
2.547,4.018
2.548,4.017
2.548,4.016
2.549,4.016
2.549,4.015
2.549,4.015
2.549,4.014
2.55,4.014
2.55,4.013
2.55,4.013
2.551,4.012
2.552,4.011
2.552,4.01
2.552,4.01
2.553,4.009
2.553,4.008
2.554,4.008
2.554,4.007
2.554,4.006
2.554,4.006
2.555,4.006
2.555,4.005
2.556,4.004
2.557,4.004
2.557,4.003
2.558,4.003
2.558,4.002
2.559,4.002
2.559,4.001
2.56,4
2.56,4
2.56,3.999
2.561,3.998
2.561,3.998
2.562,3.997
2.562,3.996
2.563,3.996
2.563,3.995
2.563,3.994
2.563,3.994
2.564,3.993
2.564,3.993
2.565,3.992
2.565,3.991
2.565,3.991
2.565,3.99
2.565,3.99
2.565,3.989
2.566,3.989
2.566,3.988
2.566,3.988
2.567,3.988
2.567,3.987
2.568,3.986
2.569,3.986
2.569,3.985
2.569,3.984
2.569,3.983
2.57,3.982
2.57,3.981
2.57,3.981
2.57,3.98
2.571,3.979
2.571,3.979
2.572,3.978
2.572,3.977
2.572,3.976
2.573,3.976
2.573,3.975
2.573,3.974
2.572,3.974
2.572,3.974
2.573,3.973
2.573,3.972
2.573,3.971
2.573,3.97
2.573,3.97
2.574,3.969
2.574,3.968
2.574,3.968
2.575,3.967
2.575,3.967
2.575,3.966
2.575,3.966
2.575,3.965
2.575,3.964
2.575,3.963
2.575,3.962
2.575,3.962
2.575,3.961
2.576,3.96
2.576,3.959
2.576,3.959
2.576,3.958
2.576,3.957
2.576,3.956
2.576,3.956
2.576,3.955
2.575,3.954
2.575,3.953
2.575,3.953
2.575,3.952
2.575,3.951
2.576,3.951
2.576,3.95
2.576,3.949
2.576,3.948
2.576,3.947
2.576,3.947
2.576,3.946
2.576,3.946
2.576,3.945
2.576,3.944
2.576,3.944
2.576,3.943
2.575,3.942
2.575,3.941
2.575,3.94
2.575,3.939
2.575,3.939
2.575,3.938
2.575,3.937
2.575,3.937
2.575,3.936
2.575,3.936
2.575,3.935
2.575,3.934
2.574,3.934
2.574,3.933
2.574,3.932
2.574,3.932
2.574,3.931
2.575,3.93
2.575,3.929
2.575,3.928
2.574,3.927
2.574,3.927
2.574,3.926
2.573,3.925
2.573,3.925
2.573,3.924
2.573,3.924
2.573,3.923
2.573,3.923
2.572,3.922
2.572,3.921
2.572,3.92
2.572,3.919
2.572,3.919
2.571,3.918
2.571,3.917
2.571,3.916
2.571,3.916
2.57,3.915
2.57,3.915
2.57,3.914
2.57,3.913
2.57,3.912
2.569,3.911
2.569,3.911
2.569,3.911
2.569,3.91
2.569,3.909
2.568,3.908
2.568,3.907
2.568,3.907
2.567,3.906
2.567,3.905
2.567,3.904
2.567,3.904
2.567,3.903
2.566,3.903
2.566,3.902
2.566,3.901
2.566,3.9
2.565,3.899
2.565,3.899
2.565,3.898
2.564,3.897
2.564,3.896
2.564,3.896
2.564,3.895
2.563,3.894
2.563,3.894
2.563,3.893
2.563,3.892
2.563,3.891
2.563,3.891
2.563,3.89
2.562,3.89
2.562,3.889
2.561,3.888
2.561,3.887
2.561,3.886
2.56,3.885
2.56,3.885
2.56,3.884
2.56,3.883
2.56,3.883
2.561,3.882
2.561,3.881
2.56,3.88
2.56,3.879
2.559,3.879
2.559,3.878
2.559,3.878
2.559,3.877
2.559,3.876
2.559,3.876
2.559,3.875
2.559,3.874
2.558,3.873
2.558,3.873
2.558,3.872
2.558,3.871
2.557,3.871
2.557,3.87
2.556,3.869
2.556,3.869
2.556,3.868
2.556,3.868
2.556,3.867
2.555,3.866
