Trial 3:3back,Trial 5:3back
6.265,5.652
6.264,5.651
6.264,5.651
6.263,5.65
6.262,5.649
6.261,5.648
6.26,5.648
6.259,5.647
6.258,5.646
6.258,5.645
6.257,5.645
6.256,5.645
6.255,5.644
6.254,5.643
6.254,5.642
6.253,5.641
6.252,5.641
6.251,5.64
6.251,5.639
6.251,5.638
6.25,5.637
6.249,5.637
6.248,5.636
6.247,5.635
6.246,5.635
6.245,5.635
6.245,5.634
6.245,5.633
6.244,5.632
6.243,5.631
6.243,5.63
6.243,5.629
6.242,5.629
6.241,5.628
6.24,5.628
6.239,5.627
6.239,5.626
6.238,5.626
6.237,5.626
6.236,5.624
6.235,5.623
6.235,5.623
6.234,5.622
6.234,5.621
6.234,5.62
6.233,5.619
6.232,5.619
6.231,5.618
6.231,5.617
6.23,5.617
6.23,5.616
6.229,5.615
6.228,5.615
6.228,5.615
6.227,5.614
6.226,5.613
6.226,5.612
6.225,5.611
6.224,5.611
6.223,5.61
6.222,5.609
6.222,5.608
6.222,5.607
6.222,5.608
6.221,5.607
6.221,5.606
6.22,5.606
6.219,5.605
6.219,5.605
6.218,5.604
6.217,5.604
6.216,5.603
6.215,5.603
6.215,5.602
6.215,5.601
6.214,5.6
6.213,5.599
6.212,5.598
6.212,5.598
6.212,5.598
6.211,5.598
6.211,5.597
6.21,5.597
6.209,5.596
6.208,5.596
6.208,5.595
6.208,5.594
6.207,5.593
6.206,5.593
6.205,5.593
6.205,5.592
6.204,5.591
6.204,5.59
6.204,5.59
6.204,5.59
6.203,5.589
6.203,5.588
6.202,5.588
6.201,5.587
6.201,5.587
6.201,5.586
6.2,5.585
6.199,5.584
6.198,5.583
6.198,5.583
6.197,5.583
6.197,5.582
6.196,5.581
6.196,5.581
6.195,5.581
6.195,5.58
6.195,5.58
6.195,5.579
6.195,5.578
6.194,5.578
6.193,5.577
6.193,5.576
6.193,5.575
6.192,5.575
6.191,5.575
6.191,5.575
6.19,5.574
6.19,5.574
6.189,5.574
6.189,5.573
6.189,5.573
6.188,5.572
6.187,5.571
6.187,5.57
6.188,5.569
6.187,5.568
6.187,5.569
6.186,5.568
6.186,5.567
6.185,5.567
6.184,5.567
6.184,5.567
6.184,5.566
6.183,5.565
6.183,5.564
6.182,5.564
6.183,5.563
6.183,5.563
6.183,5.562
6.182,5.561
6.182,5.561
6.181,5.561
6.181,5.56
6.18,5.56
6.18,5.559
6.18,5.559
6.179,5.558
6.179,5.558
6.178,5.557
6.178,5.556
6.178,5.555
6.178,5.555
6.177,5.555
6.177,5.554
6.177,5.553
6.177,5.553
6.177,5.553
6.176,5.553
6.175,5.552
6.175,5.551
6.174,5.551
6.174,5.55
6.174,5.549
6.173,5.549
6.172,5.548
6.171,5.548
6.171,5.548
6.171,5.547
6.171,5.547
6.17,5.547
6.17,5.545
6.17,5.544
6.17,5.544
6.169,5.544
6.169,5.543
6.169,5.542
6.168,5.541
6.167,5.542
6.167,5.541
6.167,5.541
6.166,5.54
6.166,5.54
6.165,5.54
6.166,5.539
6.166,5.539
6.166,5.538
6.165,5.538
6.165,5.537
6.164,5.537
6.164,5.536
6.164,5.535
6.164,5.535
6.164,5.534
6.163,5.534
6.162,5.534
6.162,5.534
6.161,5.533
6.161,5.532
6.161,5.532
6.16,5.533
6.16,5.532
6.16,5.531
6.16,5.531
6.16,5.531
6.16,5.53
6.16,5.529
6.159,5.529
6.159,5.528
6.159,5.528
6.159,5.528
6.159,5.528
6.158,5.527
6.157,5.527
6.157,5.526
6.158,5.526
6.158,5.526
6.157,5.526
6.157,5.525
6.157,5.524
6.157,5.524
6.157,5.523
6.157,5.523
6.157,5.522
6.156,5.521
6.156,5.521
6.155,5.521
6.155,5.521
6.155,5.52
6.155,5.52
6.155,5.519
6.155,5.519
6.155,5.518
6.155,5.517
6.155,5.517
6.155,5.516
6.155,5.516
6.155,5.517
6.154,5.516
6.154,5.516
6.155,5.515
6.154,5.515
6.153,5.515
6.153,5.514
6.152,5.514
6.152,5.513
6.153,5.513
6.152,5.512
6.152,5.511
6.152,5.511
6.151,5.51
6.152,5.51
6.152,5.51
6.152,5.509
6.152,5.509
6.151,5.509
6.151,5.509
6.15,5.508
6.15,5.508
6.15,5.507
6.15,5.506
6.149,5.505
6.149,5.505
6.149,5.505
6.149,5.505
6.149,5.504
6.149,5.504
6.149,5.504
6.148,5.504
6.148,5.503
6.148,5.502
6.148,5.502
6.148,5.502
6.148,5.501
6.148,5.5
6.147,5.5
6.147,5.5
6.147,5.5
6.147,5.499
6.147,5.499
6.146,5.499
6.146,5.499
6.147,5.499
6.147,5.498
6.147,5.498
6.146,5.498
6.147,5.497
6.148,5.496
6.148,5.496
6.147,5.495
6.147,5.494
6.147,5.493
6.147,5.493
6.147,5.494
6.147,5.494
6.148,5.493
6.148,5.493
6.148,5.493
6.148,5.493
6.148,5.492
6.148,5.491
6.148,5.49
6.148,5.489
6.148,5.489
6.148,5.489
6.148,5.489
6.148,5.489
6.148,5.489
6.149,5.489
6.149,5.49
6.149,5.49
6.149,5.489
6.15,5.488
6.15,5.487
6.15,5.487
6.15,5.487
6.15,5.487
6.151,5.486
6.151,5.486
6.151,5.486
6.151,5.486
6.151,5.486
6.151,5.485
6.151,5.485
6.151,5.484
6.152,5.484
6.153,5.484
6.153,5.483
6.153,5.483
6.154,5.482
6.154,5.481
6.154,5.481
6.154,5.48
6.154,5.48
6.155,5.479
6.155,5.479
6.154,5.48
6.155,5.479
6.156,5.477
6.156,5.477
6.157,5.477
6.157,5.477
6.157,5.476
6.157,5.476
6.158,5.475
6.158,5.475
6.159,5.475
6.159,5.474
6.159,5.473
6.159,5.473
6.16,5.473
6.16,5.473
6.16,5.473
6.16,5.472
6.16,5.472
6.16,5.471
6.161,5.471
6.162,5.47
6.162,5.47
6.163,5.469
6.163,5.469
6.164,5.469
6.164,5.469
6.164,5.468
6.164,5.467
6.164,5.467
6.164,5.468
6.164,5.468
6.164,5.467
6.165,5.466
6.165,5.466
6.166,5.465
6.167,5.465
6.168,5.464
6.168,5.464
6.169,5.464
6.169,5.463
6.17,5.463
6.17,5.463
6.17,5.463
6.17,5.462
6.171,5.462
6.171,5.462
6.171,5.462
6.172,5.461
6.172,5.461
6.172,5.46
6.173,5.46
6.173,5.46
6.174,5.459
6.174,5.458
6.174,5.458
6.174,5.458
6.176,5.458
6.176,5.457
6.176,5.457
6.177,5.457
6.177,5.456
6.177,5.456
6.177,5.455
6.177,5.455
6.177,5.454
6.177,5.454
6.178,5.454
6.178,5.454
6.179,5.453
6.179,5.453
6.18,5.453
6.18,5.453
6.181,5.453
6.181,5.452
6.182,5.451
6.182,5.451
6.182,5.451
6.182,5.451
6.182,5.45
6.183,5.449
6.183,5.449
6.184,5.45
6.185,5.449
6.185,5.449
6.185,5.449
6.185,5.449
6.186,5.449
6.187,5.449
6.187,5.448
6.187,5.448
6.187,5.447
6.188,5.447
6.188,5.447
6.188,5.446
6.188,5.446
6.189,5.446
6.189,5.446
6.189,5.446
6.19,5.445
6.191,5.445
6.191,5.445
6.191,5.445
6.192,5.445
6.192,5.444
6.192,5.443
6.193,5.442
6.193,5.442
6.193,5.442
6.194,5.441
6.194,5.441
6.195,5.441
6.195,5.441
6.196,5.441
6.196,5.44
6.196,5.44
6.196,5.44
6.196,5.439
6.197,5.439
6.197,5.439
6.197,5.438
6.197,5.437
6.198,5.437
6.198,5.437
6.198,5.437
6.198,5.436
6.199,5.436
6.199,5.436
6.199,5.436
6.199,5.436
6.2,5.435
6.201,5.435
6.201,5.434
6.201,5.434
6.201,5.434
6.202,5.433
6.202,5.433
6.203,5.433
6.203,5.433
6.203,5.433
6.202,5.433
6.202,5.432
6.203,5.432
6.204,5.431
6.205,5.431
6.205,5.431
6.205,5.43
6.205,5.429
6.206,5.429
6.206,5.429
6.207,5.429
6.207,5.428
6.208,5.428
6.208,5.428
6.208,5.428
6.208,5.428
6.208,5.427
6.208,5.427
6.208,5.427
6.208,5.426
6.208,5.426
6.209,5.425
6.21,5.425
6.21,5.424
6.21,5.424
6.21,5.423
6.21,5.423
6.21,5.423
6.211,5.423
6.211,5.423
6.211,5.423
6.211,5.423
6.211,5.423
6.212,5.422
6.212,5.421
6.213,5.422
6.213,5.421
6.213,5.421
6.213,5.42
6.214,5.42
6.214,5.42
6.214,5.42
6.215,5.42
6.214,5.42
6.214,5.419
6.214,5.419
6.214,5.419
6.214,5.419
6.214,5.419
6.214,5.418
6.215,5.418
6.215,5.418
6.215,5.418
6.216,5.418
6.216,5.417
6.216,5.416
6.216,5.416
6.216,5.417
6.217,5.417
6.217,5.416
6.217,5.416
6.216,5.416
6.217,5.416
6.217,5.416
6.217,5.415
6.217,5.415
6.217,5.414
6.217,5.414
6.217,5.414
6.217,5.414
6.218,5.414
6.219,5.414
6.219,5.414
6.219,5.414
6.218,5.414
6.219,5.413
6.219,5.414
6.219,5.414
6.218,5.414
6.218,5.413
6.218,5.412
6.218,5.412
6.218,5.412
6.219,5.412
6.219,5.412
6.219,5.412
6.22,5.412
6.22,5.412
6.22,5.412
6.221,5.412
6.22,5.412
6.22,5.411
6.219,5.41
6.219,5.41
6.219,5.41
6.219,5.41
6.219,5.409
6.22,5.409
6.22,5.41
6.219,5.411
6.219,5.41
6.219,5.41
