Trial 3:3back,Trial 5:3back
14.177,13.424
14.177,13.423
14.177,13.422
14.177,13.423
14.177,13.423
14.177,13.422
14.178,13.422
14.179,13.422
14.178,13.423
14.177,13.422
14.178,13.421
14.178,13.421
14.178,13.421
14.179,13.421
14.18,13.42
14.181,13.42
14.18,13.42
14.18,13.419
14.179,13.418
14.18,13.418
14.18,13.419
14.181,13.419
14.18,13.417
14.18,13.416
14.181,13.417
14.181,13.417
14.181,13.417
14.181,13.415
14.182,13.415
14.182,13.416
14.182,13.417
14.181,13.416
14.182,13.415
14.184,13.415
14.184,13.415
14.184,13.415
14.185,13.415
14.186,13.415
14.185,13.415
14.185,13.414
14.186,13.413
14.186,13.412
14.187,13.412
14.187,13.411
14.187,13.41
14.187,13.409
14.186,13.409
14.186,13.408
14.186,13.407
14.187,13.407
14.187,13.408
14.187,13.407
14.187,13.406
14.187,13.405
14.187,13.406
14.187,13.406
14.187,13.405
14.187,13.403
14.188,13.403
14.189,13.404
14.188,13.403
14.188,13.401
14.188,13.4
14.188,13.401
14.188,13.401
14.188,13.4
14.189,13.4
14.19,13.4
14.189,13.4
14.189,13.399
14.189,13.398
14.189,13.398
14.189,13.398
14.189,13.397
14.19,13.397
14.191,13.396
14.191,13.395
14.192,13.394
14.192,13.394
14.192,13.394
14.192,13.394
14.193,13.392
14.194,13.391
14.194,13.391
14.194,13.392
14.193,13.392
14.194,13.39
14.194,13.389
14.194,13.389
14.195,13.389
14.195,13.388
14.195,13.387
14.195,13.386
14.195,13.385
14.195,13.384
14.196,13.383
14.197,13.382
14.197,13.382
14.197,13.382
14.196,13.381
14.196,13.38
14.197,13.381
14.197,13.381
14.197,13.38
14.198,13.378
14.199,13.378
14.199,13.378
14.198,13.378
14.199,13.377
14.2,13.376
14.2,13.375
14.201,13.374
14.201,13.374
14.201,13.373
14.202,13.372
14.203,13.371
14.203,13.369
14.202,13.368
14.202,13.369
14.204,13.368
14.204,13.367
14.204,13.366
14.204,13.366
14.203,13.366
14.203,13.365
14.204,13.363
14.204,13.362
14.205,13.362
14.205,13.36
14.205,13.359
14.206,13.359
14.205,13.359
14.205,13.358
14.205,13.357
14.206,13.356
14.206,13.356
14.205,13.355
14.205,13.353
14.206,13.352
14.206,13.352
14.206,13.352
14.206,13.352
14.206,13.35
14.207,13.349
14.207,13.35
14.207,13.35
14.208,13.349
14.209,13.348
14.21,13.348
14.21,13.347
14.21,13.346
14.21,13.345
14.21,13.345
14.211,13.344
14.211,13.343
14.211,13.341
14.212,13.341
14.212,13.34
14.212,13.339
14.212,13.338
14.213,13.338
14.212,13.338
14.212,13.336
14.213,13.335
14.215,13.335
14.215,13.335
14.215,13.335
14.215,13.333
14.215,13.332
14.215,13.332
14.215,13.332
14.215,13.33
14.216,13.329
14.217,13.328
14.216,13.328
14.216,13.328
14.216,13.327
14.217,13.326
14.218,13.327
14.218,13.327
14.218,13.327
14.218,13.326
14.219,13.326
14.219,13.325
14.219,13.324
14.219,13.323
14.221,13.322
14.221,13.321
14.22,13.321
14.219,13.321
14.221,13.321
14.222,13.32
14.222,13.319
14.221,13.318
14.221,13.319
14.221,13.32
14.221,13.319
14.221,13.317
14.222,13.316
14.222,13.317
14.222,13.318
14.222,13.316
14.222,13.315
14.223,13.315
14.223,13.315
14.223,13.315
14.222,13.314
14.222,13.314
14.222,13.314
14.222,13.313
14.222,13.312
14.221,13.312
14.221,13.313
14.221,13.313
14.221,13.312
14.222,13.312
14.223,13.312
14.223,13.313
14.221,13.313
14.221,13.312
14.222,13.312
14.223,13.312
14.223,13.311
14.222,13.311
14.222,13.311
14.223,13.311
14.222,13.31
14.221,13.309
14.222,13.309
14.222,13.309
14.222,13.309
14.222,13.309
14.222,13.309
14.222,13.309
14.222,13.309
14.221,13.308
14.221,13.308
14.221,13.308
14.221,13.308
14.221,13.307
14.222,13.307
14.222,13.308
14.221,13.309
14.22,13.308
14.219,13.307
14.219,13.307
14.219,13.307
14.219,13.308
14.218,13.307
14.216,13.305
14.217,13.306
14.217,13.306
14.216,13.306
14.215,13.305
14.216,13.305
14.216,13.306
14.215,13.306
14.214,13.306
14.214,13.306
14.215,13.306
14.215,13.306
14.214,13.306
14.213,13.305
14.213,13.305
14.212,13.305
14.212,13.305
14.212,13.305
14.211,13.305
14.21,13.304
14.21,13.304
14.21,13.304
14.209,13.304
14.208,13.305
14.207,13.304
14.207,13.303
14.206,13.304
14.206,13.305
14.206,13.304
14.206,13.304
14.205,13.303
14.204,13.304
14.203,13.303
14.202,13.302
14.202,13.302
14.202,13.302
14.201,13.302
14.2,13.301
14.199,13.301
14.199,13.302
14.198,13.302
14.197,13.302
14.197,13.301
14.198,13.301
14.198,13.302
14.197,13.302
14.196,13.301
14.195,13.3
14.194,13.3
14.194,13.3
14.193,13.3
14.192,13.299
14.192,13.299
14.191,13.3
14.191,13.299
14.19,13.299
14.19,13.299
14.189,13.299
14.189,13.298
14.188,13.298
14.188,13.297
14.187,13.297
14.187,13.297
14.186,13.297
14.186,13.297
14.186,13.298
14.186,13.297
14.184,13.296
14.183,13.296
14.182,13.296
14.181,13.296
14.181,13.295
14.18,13.294
14.18,13.295
14.18,13.295
14.178,13.295
14.177,13.293
14.176,13.293
14.175,13.293
14.175,13.293
14.174,13.292
14.174,13.292
14.174,13.293
14.172,13.293
14.171,13.291
14.171,13.291
14.171,13.292
14.171,13.292
14.17,13.291
14.169,13.29
14.168,13.29
14.167,13.29
14.167,13.29
14.166,13.288
14.165,13.287
14.164,13.287
14.164,13.287
14.163,13.286
14.162,13.285
14.162,13.285
14.161,13.286
14.161,13.285
14.16,13.285
14.161,13.286
14.16,13.286
14.159,13.285
14.158,13.284
14.158,13.283
14.157,13.283
14.156,13.282
14.155,13.281
14.155,13.281
14.154,13.282
14.152,13.281
14.15,13.28
14.15,13.28
14.15,13.28
14.149,13.28
14.148,13.278
14.146,13.277
14.146,13.278
14.145,13.278
14.145,13.278
14.144,13.276
14.144,13.276
14.144,13.277
14.143,13.277
14.141,13.276
14.14,13.276
14.14,13.276
14.14,13.276
14.139,13.275
14.138,13.275
14.138,13.275
14.138,13.275
14.137,13.274
14.136,13.273
14.136,13.272
14.135,13.273
14.135,13.273
14.135,13.272
14.135,13.272
14.133,13.272
14.131,13.271
14.13,13.271
14.13,13.271
14.13,13.272
14.129,13.272
14.128,13.271
14.128,13.27
14.127,13.271
14.126,13.271
14.126,13.27
14.125,13.27
14.125,13.269
14.124,13.269
14.124,13.268
14.123,13.268
14.123,13.268
14.123,13.268
14.122,13.268
14.121,13.266
14.12,13.266
14.12,13.267
14.12,13.267
14.118,13.267
14.118,13.266
14.118,13.266
14.117,13.267
14.116,13.266
14.115,13.265
14.114,13.265
14.113,13.266
14.112,13.266
14.112,13.266
14.111,13.266
14.11,13.267
14.109,13.267
14.109,13.266
14.108,13.266
14.107,13.266
14.106,13.265
14.106,13.265
14.105,13.265
14.104,13.266
14.103,13.266
14.103,13.265
14.101,13.265
14.1,13.267
14.1,13.267
14.099,13.266
14.098,13.265
14.097,13.266
14.097,13.267
14.096,13.267
14.094,13.266
14.093,13.266
14.094,13.267
14.094,13.267
14.092,13.266
14.091,13.267
14.09,13.267
14.09,13.268
14.09,13.267
14.089,13.266
14.089,13.267
14.088,13.268
14.087,13.268
14.086,13.268
14.084,13.268
14.083,13.269
14.083,13.27
14.082,13.27
14.081,13.27
14.08,13.271
14.078,13.271
14.077,13.271
14.076,13.271
14.075,13.272
14.076,13.272
14.075,13.272
14.073,13.271
14.072,13.271
14.072,13.272
14.071,13.272
14.069,13.273
14.068,13.273
14.069,13.273
14.068,13.273
14.066,13.273
14.065,13.273
14.064,13.274
14.064,13.275
14.063,13.274
14.061,13.274
14.061,13.275
14.06,13.277
14.059,13.277
14.059,13.276
14.058,13.277
14.056,13.278
14.056,13.278
14.055,13.279
14.054,13.28
14.053,13.281
14.052,13.281
14.051,13.28
