Trial 3:3back,Trial 5:3back
3.628,4.56
3.629,4.56
3.628,4.559
3.626,4.56
3.626,4.56
3.627,4.56
3.626,4.56
3.624,4.56
3.623,4.561
3.624,4.561
3.624,4.56
3.623,4.56
3.621,4.561
3.622,4.561
3.622,4.56
3.621,4.56
3.618,4.561
3.619,4.561
3.619,4.561
3.618,4.56
3.615,4.561
3.614,4.561
3.615,4.561
3.615,4.56
3.612,4.561
3.61,4.561
3.611,4.562
3.611,4.561
3.608,4.561
3.605,4.562
3.605,4.562
3.606,4.561
3.604,4.561
3.601,4.562
3.601,4.562
3.602,4.562
3.601,4.561
3.597,4.562
3.597,4.563
3.598,4.563
3.598,4.562
3.595,4.562
3.593,4.563
3.594,4.563
3.595,4.562
3.592,4.562
3.59,4.563
3.591,4.563
3.592,4.563
3.59,4.562
3.587,4.562
3.587,4.563
3.589,4.563
3.587,4.562
3.584,4.562
3.583,4.563
3.585,4.563
3.585,4.562
3.581,4.562
3.58,4.563
3.582,4.563
3.583,4.562
3.58,4.562
3.577,4.563
3.579,4.563
3.581,4.563
3.579,4.561
3.577,4.562
3.577,4.563
3.579,4.563
3.579,4.561
3.576,4.562
3.575,4.563
3.577,4.563
3.578,4.562
3.575,4.561
3.573,4.563
3.575,4.563
3.576,4.562
3.574,4.561
3.571,4.562
3.572,4.563
3.574,4.562
3.573,4.561
3.57,4.562
3.57,4.563
3.573,4.563
3.572,4.561
3.568,4.561
3.567,4.562
3.57,4.562
3.571,4.561
3.568,4.561
3.566,4.562
3.568,4.562
3.57,4.561
3.569,4.56
3.566,4.561
3.567,4.562
3.57,4.562
3.569,4.56
3.566,4.561
3.566,4.562
3.569,4.562
3.569,4.56
3.567,4.56
3.566,4.562
3.568,4.562
3.569,4.56
3.567,4.56
3.565,4.561
3.567,4.562
3.569,4.56
3.568,4.559
3.565,4.56
3.567,4.562
3.569,4.561
3.569,4.56
3.567,4.56
3.567,4.562
3.57,4.562
3.57,4.561
3.567,4.56
3.567,4.562
3.569,4.562
3.57,4.561
3.569,4.56
3.567,4.562
3.568,4.562
3.571,4.561
3.57,4.56
3.567,4.561
3.568,4.562
3.571,4.561
3.571,4.56
3.569,4.56
3.569,4.562
3.572,4.562
3.573,4.56
3.571,4.56
3.569,4.562
3.572,4.562
3.574,4.561
3.572,4.56
3.571,4.562
3.572,4.562
3.575,4.562
3.574,4.561
3.572,4.562
3.573,4.563
3.575,4.563
3.576,4.562
3.574,4.562
3.574,4.564
3.576,4.564
3.577,4.562
3.576,4.562
3.575,4.564
3.577,4.565
3.579,4.563
3.578,4.563
3.576,4.564
3.578,4.565
3.58,4.564
3.58,4.563
3.578,4.564
3.578,4.566
3.581,4.565
3.581,4.564
3.579,4.565
3.579,4.567
3.581,4.567
3.583,4.565
3.582,4.565
3.58,4.567
3.582,4.567
3.584,4.566
3.583,4.566
3.582,4.567
3.583,4.568
3.585,4.568
3.586,4.567
3.584,4.567
3.584,4.569
3.587,4.569
3.588,4.568
3.586,4.568
3.586,4.57
3.588,4.57
3.59,4.569
3.588,4.569
3.587,4.57
3.589,4.571
3.591,4.57
3.59,4.57
3.587,4.571
3.587,4.572
3.59,4.572
3.59,4.571
3.588,4.572
3.588,4.573
3.591,4.573
3.592,4.572
3.59,4.572
3.589,4.574
3.592,4.574
3.593,4.573
3.592,4.573
3.59,4.574
3.592,4.575
3.594,4.574
3.594,4.574
3.591,4.575
3.592,4.576
3.595,4.576
3.595,4.575
3.593,4.576
3.592,4.577
3.595,4.578
3.596,4.576
3.594,4.577
3.593,4.578
3.595,4.579
3.596,4.578
3.595,4.578
3.593,4.579
3.594,4.581
3.596,4.58
3.596,4.579
3.593,4.58
3.593,4.582
3.596,4.582
3.596,4.581
3.594,4.582
3.593,4.583
3.595,4.584
3.597,4.583
3.595,4.583
3.593,4.585
3.594,4.585
3.596,4.585
3.595,4.585
3.593,4.586
3.594,4.587
3.596,4.587
3.595,4.586
3.592,4.587
3.593,4.589
3.595,4.589
3.595,4.588
3.592,4.588
3.591,4.59
3.593,4.59
3.595,4.59
3.592,4.59
3.59,4.591
3.592,4.592
3.594,4.592
3.592,4.592
3.589,4.593
3.59,4.594
3.593,4.594
3.592,4.593
3.589,4.594
3.589,4.596
3.591,4.596
3.592,4.595
3.589,4.596
3.587,4.597
3.59,4.598
3.592,4.597
3.589,4.598
3.587,4.599
3.589,4.6
3.592,4.6
3.591,4.599
3.588,4.601
3.589,4.602
3.591,4.602
3.591,4.601
3.588,4.602
3.588,4.603
3.591,4.604
3.591,4.603
3.589,4.603
3.588,4.605
3.59,4.606
3.592,4.605
3.591,4.605
3.589,4.607
3.59,4.608
3.593,4.607
3.593,4.607
3.59,4.608
3.591,4.609
3.594,4.609
3.595,4.609
3.593,4.609
3.593,4.611
3.596,4.611
3.597,4.61
3.595,4.611
3.594,4.612
3.596,4.613
3.598,4.612
3.598,4.612
