Trial 3:3back,Trial 5:3back
7.6,7.605
7.599,7.604
7.598,7.603
7.597,7.602
7.595,7.601
7.594,7.601
7.594,7.6
7.592,7.598
7.591,7.596
7.591,7.595
7.59,7.595
7.59,7.594
7.59,7.592
7.588,7.59
7.587,7.589
7.587,7.589
7.587,7.588
7.585,7.586
7.584,7.584
7.583,7.583
7.583,7.582
7.582,7.581
7.581,7.58
7.58,7.579
7.58,7.577
7.58,7.576
7.579,7.575
7.579,7.574
7.578,7.572
7.576,7.571
7.575,7.569
7.575,7.568
7.574,7.568
7.573,7.567
7.572,7.565
7.572,7.563
7.572,7.562
7.572,7.562
7.571,7.56
7.569,7.559
7.568,7.557
7.568,7.556
7.567,7.554
7.566,7.553
7.565,7.553
7.565,7.552
7.564,7.55
7.563,7.548
7.562,7.548
7.562,7.547
7.561,7.546
7.56,7.544
7.56,7.542
7.559,7.541
7.558,7.54
7.557,7.539
7.556,7.538
7.555,7.536
7.554,7.535
7.554,7.534
7.553,7.533
7.553,7.532
7.552,7.531
7.552,7.529
7.551,7.527
7.549,7.527
7.549,7.526
7.549,7.524
7.548,7.522
7.546,7.521
7.546,7.52
7.546,7.519
7.545,7.518
7.544,7.517
7.543,7.516
7.543,7.515
7.543,7.513
7.542,7.512
7.541,7.51
7.54,7.509
7.539,7.507
7.539,7.506
7.538,7.505
7.537,7.505
7.536,7.503
7.536,7.501
7.535,7.5
7.535,7.5
7.535,7.499
7.534,7.497
7.533,7.495
7.532,7.494
7.533,7.493
7.532,7.491
7.53,7.49
7.529,7.489
7.529,7.487
7.528,7.486
7.528,7.485
7.527,7.484
7.526,7.483
7.526,7.482
7.526,7.48
7.525,7.479
7.524,7.478
7.523,7.477
7.523,7.475
7.522,7.473
7.521,7.472
7.521,7.472
7.52,7.471
7.519,7.469
7.518,7.468
7.518,7.467
7.518,7.466
7.517,7.464
7.516,7.463
7.516,7.462
7.516,7.46
7.515,7.458
7.513,7.457
7.512,7.457
7.512,7.456
7.512,7.455
7.511,7.453
7.51,7.453
7.509,7.452
7.509,7.451
7.509,7.449
7.509,7.448
7.508,7.446
7.507,7.445
7.507,7.444
7.506,7.443
7.505,7.441
7.504,7.44
7.504,7.439
7.502,7.439
7.502,7.438
7.501,7.437
7.501,7.435
7.499,7.434
7.499,7.433
7.499,7.432
7.499,7.43
7.498,7.429
7.497,7.427
7.496,7.427
7.496,7.426
7.496,7.425
7.494,7.423
7.493,7.422
7.493,7.421
7.493,7.42
7.493,7.419
7.492,7.418
7.491,7.417
7.491,7.415
7.491,7.413
7.49,7.413
7.49,7.412
7.489,7.411
7.488,7.409
7.487,7.408
7.487,7.408
7.486,7.407
7.485,7.405
7.484,7.404
7.484,7.402
7.484,7.401
7.484,7.4
7.482,7.399
7.481,7.398
7.481,7.397
7.481,7.395
7.481,7.394
7.479,7.394
7.478,7.394
7.478,7.392
7.478,7.39
7.478,7.389
7.477,7.388
7.476,7.387
7.476,7.385
7.476,7.384
7.475,7.384
7.474,7.383
7.474,7.382
7.473,7.381
7.472,7.38
7.472,7.378
7.472,7.377
7.471,7.375
7.47,7.374
7.47,7.373
7.47,7.371
7.469,7.37
7.468,7.37
7.467,7.369
7.467,7.368
7.467,7.367
7.466,7.366
7.465,7.366
7.465,7.364
7.465,7.363
7.465,7.361
7.464,7.36
7.463,7.358
7.463,7.357
7.463,7.356
7.462,7.355
7.461,7.354
7.46,7.353
7.46,7.352
7.46,7.352
7.46,7.351
7.46,7.35
7.459,7.349
7.457,7.347
7.457,7.346
7.458,7.345
7.457,7.344
7.456,7.342
7.455,7.342
7.454,7.341
7.454,7.341
7.454,7.34
7.453,7.339
7.452,7.338
7.452,7.337
7.452,7.336
7.451,7.335
7.451,7.334
7.45,7.332
7.449,7.331
7.449,7.33
7.448,7.33
7.448,7.329
7.447,7.328
7.447,7.327
7.446,7.326
7.446,7.326
7.447,7.325
7.446,7.323
7.445,7.322
7.445,7.321
7.445,7.319
7.444,7.318
7.443,7.318
7.443,7.317
7.442,7.316
7.442,7.315
7.442,7.314
7.441,7.314
7.44,7.313
7.44,7.311
7.44,7.31
7.44,7.309
7.439,7.308
7.439,7.307
7.438,7.306
7.437,7.305
7.437,7.304
7.437,7.303
7.436,7.303
7.435,7.302
7.435,7.301
7.435,7.299
7.435,7.298
7.434,7.297
7.433,7.296
7.433,7.295
7.433,7.294
7.432,7.293
7.43,7.293
7.43,7.293
7.43,7.292
7.43,7.291
7.429,7.289
7.428,7.288
7.428,7.287
7.428,7.286
7.427,7.285
7.427,7.283
7.427,7.283
7.426,7.282
7.426,7.281
7.425,7.281
7.425,7.28
7.425,7.279
7.424,7.278
7.424,7.277
7.424,7.277
7.424,7.275
7.423,7.273
7.422,7.272
7.421,7.272
7.421,7.272
7.421,7.271
7.42,7.27
7.419,7.269
7.419,7.269
7.419,7.268
7.418,7.268
7.418,7.267
7.417,7.266
7.417,7.264
7.416,7.263
7.416,7.263
7.415,7.262
7.415,7.261
7.415,7.259
7.414,7.259
7.413,7.259
7.413,7.259
7.413,7.258
7.412,7.257
7.411,7.256
7.412,7.254
7.412,7.253
7.412,7.252
7.411,7.251
7.41,7.25
7.41,7.249
7.41,7.249
7.409,7.248
7.409,7.248
7.408,7.247
7.408,7.246
7.407,7.245
7.407,7.244
7.407,7.243
7.407,7.241
7.406,7.24
7.406,7.239
7.406,7.238
7.405,7.238
7.405,7.237
7.404,7.237
7.404,7.236
7.405,7.235
7.404,7.235
7.403,7.234
7.402,7.233
7.403,7.232
7.403,7.23
7.403,7.23
7.402,7.23
7.401,7.229
7.401,7.228
7.401,7.227
7.401,7.227
7.4,7.227
7.4,7.226
7.4,7.225
7.4,7.224
7.4,7.223
7.399,7.221
7.398,7.22
7.398,7.22
7.398,7.219
7.398,7.218
7.397,7.217
7.397,7.217
7.397,7.217
7.397,7.216
7.398,7.215
7.397,7.213
7.396,7.213
7.396,7.212
7.396,7.211
7.396,7.209
7.396,7.208
7.395,7.208
7.395,7.207
7.394,7.207
7.394,7.206
7.393,7.206
7.393,7.205
7.393,7.204
7.394,7.203
7.394,7.202
7.394,7.201
7.393,7.199
7.392,7.198
7.392,7.198
7.392,7.198
7.391,7.198
7.391,7.196
7.39,7.196
7.389,7.195
7.39,7.195
7.39,7.194
7.39,7.193
7.389,7.192
7.39,7.191
7.39,7.189
7.39,7.189
7.389,7.189
7.389,7.188
7.388,7.187
7.388,7.186
7.388,7.186
7.388,7.186
7.388,7.185
7.388,7.184
7.387,7.183
7.388,7.182
7.388,7.182
7.387,7.181
7.386,7.18
7.386,7.179
7.386,7.179
7.386,7.178
7.385,7.178
7.384,7.177
7.385,7.176
7.385,7.175
7.385,7.174
7.385,7.173
7.384,7.173
7.384,7.173
7.384,7.172
7.384,7.171
7.384,7.171
7.383,7.171
7.383,7.17
7.383,7.169
7.382,7.168
7.382,7.167
7.382,7.166
7.383,7.165
7.383,7.165
7.383,7.165
7.383,7.163
7.383,7.162
7.381,7.162
7.382,7.162
7.382,7.161
7.382,7.16
7.381,7.159
7.38,7.159
7.38,7.158
7.381,7.157
7.381,7.157
7.381,7.156
7.38,7.155
7.38,7.154
7.38,7.154
7.38,7.153
7.379,7.152
7.379,7.151
7.378,7.15
7.378,7.15
7.378,7.15
7.377,7.148
7.377,7.148
7.377,7.147
7.377,7.147
7.378,7.147
7.378,7.146
7.377,7.146
7.376,7.145
7.376,7.144
7.377,7.144
7.376,7.143
7.375,7.142
7.375,7.141
7.375,7.141
7.375,7.14
7.374,7.141
7.374,7.141
7.374,7.14
7.374,7.138
7.374,7.138
7.374,7.138
7.374,7.138
7.373,7.137
7.373,7.135
7.372,7.135
7.372,7.135
7.372,7.134
7.371,7.134
7.371,7.134
7.371,7.134
7.371,7.133
7.371,7.132
7.371,7.132
7.371,7.132
7.371,7.131
7.371,7.13
7.37,7.129
7.369,7.129
7.369,7.129
7.369,7.128
7.368,7.127
7.367,7.126
7.367,7.126
7.367,7.126
7.367,7.126
7.367,7.125
7.367,7.124
7.367,7.123
7.366,7.123
7.365,7.122
7.365,7.122
7.365,7.122
7.364,7.121
7.363,7.12
7.363,7.12
7.363,7.12
7.362,7.12
7.362,7.119
7.362,7.118
7.362,7.118
7.363,7.117
7.362,7.117
7.361,7.117
7.361,7.116
7.361,7.115
7.361,7.114
7.36,7.114
7.359,7.115
7.359,7.114
7.359,7.113
7.359,7.112
7.359,7.112
7.359,7.112
7.359,7.111
7.359,7.11
7.359,7.109
7.359,7.109
7.358,7.108
7.357,7.108
7.356,7.108
7.356,7.107
7.356,7.107
7.356,7.106
7.355,7.106
7.356,7.106
7.356,7.105
7.356,7.104
7.355,7.104
7.354,7.103
7.354,7.103
7.354,7.103
7.354,7.102
7.352,7.101
7.352,7.101
7.353,7.101
7.353,7.101
7.352,7.1
7.352,7.099
7.352,7.098
7.352,7.098
7.352,7.098
7.351,7.098
7.351,7.097
7.35,7.096
7.349,7.095
7.349,7.096
7.349,7.096
7.348,7.096
7.348,7.094
7.348,7.093
7.348,7.093
7.348,7.092
7.348,7.092
7.348,7.092
7.348,7.092
7.348,7.091
7.347,7.09
7.346,7.09
7.345,7.091
7.345,7.09
7.346,7.089
7.345,7.088
7.344,7.088
7.344,7.088
7.345,7.087
7.345,7.087
7.345,7.086
7.344,7.085
7.344,7.085
7.345,7.085
7.344,7.085
7.343,7.084
7.343,7.083
7.343,7.083
7.343,7.082
7.343,7.082
7.343,7.082
7.343,7.08
7.343,7.079
7.343,7.079
7.344,7.079
7.344,7.079
7.343,7.078
7.342,7.078
7.342,7.078
7.343,7.078
7.343,7.078
7.343,7.077
7.343,7.076
7.343,7.075
7.344,7.075
7.344,7.074
7.343,7.074
7.343,7.074
7.344,7.073
7.344,7.072
7.343,7.072
7.343,7.073
7.344,7.072
7.344,7.071
7.344,7.07
7.345,7.07
7.345,7.069
7.345,7.069
7.345,7.068
7.345,7.068
7.346,7.067
7.346,7.066
7.346,7.066
7.346,7.066
7.346,7.066
7.347,7.065
7.348,7.064
7.348,7.064
7.348,7.064
7.349,7.063
7.35,7.062
7.351,7.061
7.351,7.061
7.351,7.061
7.352,7.061
7.352,7.06
7.352,7.059
7.353,7.059
7.354,7.059
7.355,7.058
7.356,7.058
7.357,7.057
7.358,7.056
7.359,7.056
7.36,7.056
7.361,7.056
7.363,7.055
7.364,7.054
7.365,7.054
7.366,7.054
7.367,7.054
7.369,7.053
7.37,7.053
7.371,7.052
7.372,7.051
7.374,7.051
7.376,7.051
7.377,7.051
7.379,7.05
7.38,7.05
7.382,7.049
7.384,7.05
7.385,7.05
7.387,7.049
7.389,7.048
7.39,7.047
7.392,7.047
7.394,7.047
7.396,7.046
7.398,7.046
7.399,7.045
7.402,7.045
7.405,7.045
7.406,7.045
7.407,7.044
7.409,7.044
7.412,7.043
7.414,7.043
7.416,7.042
7.419,7.042
7.421,7.042
7.424,7.04
7.427,7.04
7.429,7.04
7.431,7.041
7.433,7.04
7.436,7.039
7.439,7.039
7.441,7.039
7.443,7.038
7.445,7.037
7.448,7.037
7.451,7.036
7.454,7.035
7.457,7.035
7.459,7.035
7.462,7.035
7.466,7.034
7.469,7.033
7.471,7.033
7.473,7.034
7.477,7.033
7.48,7.032
7.483,7.031
7.485,7.031
7.489,7.031
7.493,7.03
7.497,7.029
7.5,7.029
7.503,7.028
7.505,7.029
7.509,7.029
7.512,7.028
7.515,7.028
7.518,7.027
7.521,7.026
7.524,7.026
7.528,7.026
7.531,7.026
7.535,7.025
7.538,7.024
7.542,7.024
7.546,7.024
7.55,7.024
7.554,7.023
7.557,7.022
7.56,7.022
7.564,7.022
7.568,7.021
7.57,7.021
7.574,7.02
7.578,7.02
7.583,7.019
7.586,7.019
7.59,7.019
7.594,7.019
7.598,7.018
7.602,7.017
7.606,7.017
7.61,7.017
7.613,7.016
7.617,7.016
7.621,7.015
7.625,7.015
7.63,7.014
7.634,7.014
7.638,7.014
7.642,7.013
7.646,7.013
7.651,7.012
7.654,7.012
7.658,7.012
7.662,7.012
7.667,7.011
7.671,7.01
7.674,7.01
7.678,7.01
7.682,7.01
7.686,7.009
7.69,7.008
7.695,7.008
7.698,7.009
7.702,7.008
7.707,7.008
7.711,7.007
7.716,7.007
7.72,7.006
7.723,7.006
7.727,7.005
7.732,7.005
7.736,7.004
7.74,7.003
7.744,7.003
7.748,7.004
7.753,7.003
7.758,7.002
7.761,7.002
7.765,7.002
7.769,7.001
7.774,7
7.778,7
7.781,6.999
7.785,6.999
7.79,6.999
7.794,6.998
7.798,6.998
7.802,6.998
7.806,6.997
7.81,6.997
7.814,6.997
7.819,6.997
7.823,6.996
7.827,6.995
7.831,6.995
7.835,6.995
7.839,6.994
7.844,6.994
7.847,6.993
7.851,6.992
7.855,6.992
7.86,6.992
7.865,6.992
7.868,6.992
7.872,6.992
7.877,6.991
7.881,6.99
7.885,6.99
7.888,6.99
7.892,6.989
7.896,6.988
7.9,6.988
7.904,6.988
7.908,6.988
7.912,6.987
7.916,6.987
7.92,6.986
7.925,6.986
7.929,6.986
7.933,6.985
7.936,6.985
7.939,6.984
7.944,6.984
7.948,6.983
7.951,6.983
7.954,6.983
7.959,6.983
7.963,6.982
7.967,6.982
7.97,6.982
7.974,6.981
7.979,6.98
7.983,6.98
7.986,6.979
7.989,6.979
7.992,6.979
7.996,6.978
8,6.978
8.004,6.977
8.008,6.977
8.012,6.977
8.015,6.977
8.019,6.976
8.023,6.975
8.026,6.974
8.029,6.974
8.032,6.974
8.036,6.974
8.039,6.973
8.043,6.972
8.045,6.972
8.049,6.972
8.053,6.973
8.057,6.972
8.06,6.971
8.063,6.971
8.067,6.97
8.07,6.97
8.073,6.969
8.076,6.969
8.079,6.969
8.082,6.968
8.085,6.968
8.089,6.968
8.092,6.968
8.095,6.967
8.098,6.966
8.101,6.966
8.104,6.966
8.108,6.965
8.111,6.965
8.113,6.964
8.115,6.964
8.118,6.964
8.122,6.964
8.124,6.964
8.126,6.963
8.129,6.963
8.133,6.962
8.136,6.962
8.138,6.962
8.141,6.961
8.144,6.96
8.146,6.959
8.148,6.959
8.151,6.959
8.154,6.959
8.156,6.959
8.158,6.958
8.161,6.958
8.164,6.958
8.167,6.957
8.169,6.957
8.171,6.957
8.174,6.956
8.176,6.955
8.178,6.954
8.18,6.954
8.183,6.954
8.185,6.953
8.188,6.953
8.19,6.953
8.191,6.953
8.194,6.953
8.196,6.952
8.199,6.952
8.2,6.951
8.202,6.951
8.204,6.95
8.206,6.949
8.208,6.949
8.211,6.949
8.213,6.948
8.214,6.948
8.216,6.948
8.219,6.948
8.221,6.947
8.223,6.947
8.224,6.947
8.226,6.946
8.228,6.946
8.23,6.945
8.231,6.944
8.233,6.944
8.235,6.944
8.237,6.944
8.239,6.943
8.24,6.943
8.241,6.943
8.243,6.943
8.246,6.942
8.247,6.942
8.248,6.942
8.249,6.941
8.251,6.94
8.252,6.94
8.254,6.94
8.256,6.939
8.258,6.938
8.258,6.938
8.26,6.938
8.262,6.938
8.264,6.937
8.265,6.936
8.266,6.936
8.268,6.936
8.27,6.935
8.271,6.934
8.271,6.934
8.272,6.934
8.274,6.933
8.276,6.933
8.277,6.933
8.278,6.933
8.278,6.932
8.28,6.931
8.281,6.931
8.282,6.931
8.283,6.931
8.284,6.93
8.285,6.93
8.286,6.929
8.287,6.929
8.288,6.929
8.289,6.929
8.289,6.928
8.29,6.928
8.292,6.928
8.293,6.927
8.293,6.927
8.294,6.926
8.295,6.926
8.296,6.925
8.296,6.925
8.297,6.926
8.298,6.926
8.299,6.925
8.3,6.924
8.301,6.924
8.301,6.924
8.301,6.923
8.302,6.923
8.303,6.922
8.304,6.922
8.304,6.922
8.304,6.921
8.305,6.921
8.305,6.921
8.306,6.921
8.307,6.92
8.307,6.92
8.307,6.921
8.308,6.92
8.309,6.92
8.309,6.919
8.308,6.919
8.309,6.918
8.31,6.918
8.31,6.917
8.31,6.917
8.31,6.916
8.311,6.916
8.312,6.916
8.312,6.916
8.312,6.915
8.311,6.914
8.311,6.914
8.312,6.914
8.312,6.913
8.312,6.913
8.312,6.913
8.312,6.912
8.312,6.912
8.312,6.913
8.312,6.912
8.313,6.911
8.313,6.911
8.313,6.91
8.313,6.91
8.314,6.909
8.313,6.909
8.312,6.909
8.312,6.909
8.313,6.908
8.313,6.908
8.312,6.908
8.312,6.908
8.313,6.907
8.313,6.907
8.313,6.907
8.313,6.907
8.312,6.906
8.312,6.905
8.312,6.905
8.312,6.905
8.311,6.905
8.311,6.905
8.311,6.904
8.311,6.904
8.311,6.904
8.311,6.904
8.311,6.904
8.31,6.903
8.31,6.903
8.31,6.902
8.31,6.902
8.309,6.902
8.308,6.902
8.308,6.902
8.308,6.901
8.308,6.901
8.308,6.901
8.307,6.901
8.307,6.901
8.307,6.9
8.306,6.9
8.306,6.9
8.305,6.9
8.305,6.899
8.304,6.899
8.304,6.898
8.303,6.898
8.303,6.898
8.302,6.898
8.301,6.899
8.301,6.898
8.301,6.897
8.3,6.897
8.298,6.897
8.298,6.898
8.299,6.897
8.298,6.896
8.296,6.896
8.295,6.897
8.295,6.896
8.295,6.896
8.294,6.896
8.293,6.895
8.292,6.895
8.291,6.895
8.291,6.895
8.29,6.895
8.29,6.894
8.289,6.894
8.287,6.894
8.286,6.894
8.285,6.894
8.285,6.893
8.284,6.893
8.283,6.894
8.282,6.894
8.281,6.894
8.281,6.893
8.279,6.893
