Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-1896805.0,-2010557.0,-1888011.0,-1840773.0,-2122167.0,-2020137.0
-1897249.0,-2010847.0,-1888167.0,-1841041.0,-2121235.0,-2019507.0
-1897139.0,-2011381.0,-1888479.0,-1840841.0,-2118961.0,-2019807.0
-1897005.0,-2011959.0,-1889213.0,-1841575.0,-2118797.0,-2020959.0
-1896137.0,-2012205.0,-1889659.0,-1841285.0,-2117481.0,-2020519.0
-1896671.0,-2012293.0,-1889503.0,-1842577.0,-2116111.0,-2020629.0
-1895847.0,-2013407.0,-1889547.0,-1842799.0,-2114851.0,-2019971.0
-1894979.0,-2013741.0,-1889793.0,-1842755.0,-2113535.0,-2020629.0
-1895781.0,-2014541.0,-1889971.0,-1842177.0,-2112167.0,-2021123.0
-1894757.0,-2014987.0,-1889503.0,-1841731.0,-2112687.0,-2021479.0
-1894957.0,-2015365.0,-1890103.0,-1841353.0,-2113673.0,-2021835.0
-1894757.0,-2016367.0,-1889971.0,-1840773.0,-2112933.0,-2021781.0
-1894689.0,-2016189.0,-1889793.0,-1840573.0,-2114001.0,-2022711.0
-1894021.0,-2016701.0,-1889525.0,-1839995.0,-2113399.0,-2022849.0
-1893265.0,-2017235.0,-1889101.0,-1839193.0,-2113071.0,-2023041.0
-1892887.0,-2016745.0,-1888791.0,-1839081.0,-2113015.0,-2023697.0
-1892841.0,-2016501.0,-1887321.0,-1838481.0,-2112715.0,-2023835.0
-1892841.0,-2016077.0,-1885963.0,-1838503.0,-2113125.0,-2023533.0
-1891973.0,-2015543.0,-1884071.0,-1838235.0,-2112083.0,-2024493.0
-1891841.0,-2013985.0,-1883403.0,-1838235.0,-2112331.0,-2023095.0
-1892441.0,-2012827.0,-1882313.0,-1837947.0,-2112961.0,-2023725.0
-1891729.0,-2012093.0,-1879997.0,-1837791.0,-2112275.0,-2023671.0
-1891461.0,-2012405.0,-1879307.0,-1837769.0,-2112303.0,-2024959.0
-1891261.0,-2011091.0,-1877771.0,-1837991.0,-2112741.0,-2022931.0
-1891951.0,-2010223.0,-1876457.0,-1837345.0,-2112221.0,-2023971.0
-1891483.0,-2010245.0,-1875345.0,-1837079.0,-2112331.0,-2023671.0
-1891083.0,-2009243.0,-1875523.0,-1837257.0,-2113453.0,-2023889.0
-1891283.0,-2008909.0,-1875433.0,-1838169.0,-2113207.0,-2023781.0
-1891551.0,-2008087.0,-1874833.0,-1837591.0,-2113809.0,-2023971.0
-1891685.0,-2008799.0,-1874855.0,-1839349.0,-2114413.0,-2023479.0
-1891661.0,-2007863.0,-1874565.0,-1839149.0,-2114549.0,-2024329.0
-1891329.0,-2008309.0,-1874409.0,-1838325.0,-2116933.0,-2024739.0
-1891973.0,-2008219.0,-1874655.0,-1839127.0,-2116823.0,-2024411.0
-1892173.0,-2008443.0,-1874877.0,-1839461.0,-2117947.0,-2025067.0
-1891951.0,-2009555.0,-1875967.0,-1839081.0,-2118467.0,-2025479.0
-1892419.0,-2008821.0,-1875635.0,-1839549.0,-2119619.0,-2026081.0
-1891395.0,-2009199.0,-1876079.0,-1840663.0,-2117263.0,-2026273.0
-1892019.0,-2009087.0,-1876457.0,-1840573.0,-2116139.0,-2026493.0
-1891283.0,-2009667.0,-1876993.0,-1841531.0,-2115673.0,-2027341.0
-1890705.0,-2010067.0,-1877771.0,-1840663.0,-2114221.0,-2027835.0
-1891017.0,-2010691.0,-1878261.0,-1840997.0,-2112933.0,-2026903.0
-1890327.0,-2011315.0,-1878261.0,-1841975.0,-2111399.0,-2026959.0
-1890593.0,-2011759.0,-1878885.0,-1842377.0,-2111893.0,-2028273.0
-1890149.0,-2011693.0,-1879397.0,-1841843.0,-2111427.0,-2028547.0
-1890125.0,-2011381.0,-1879485.0,-1841531.0,-2109783.0,-2028739.0
-1890415.0,-2012605.0,-1879909.0,-1841797.0,-2108769.0,-2028163.0
-1888767.0,-2012961.0,-1880509.0,-1841909.0,-2109071.0,-2029451.0
-1888345.0,-2013807.0,-1880999.0,-1842043.0,-2108987.0,-2029341.0
-1887031.0,-2013875.0,-1880843.0,-1842421.0,-2109645.0,-2029945.0
-1885651.0,-2014275.0,-1880843.0,-1843067.0,-2110851.0,-2030191.0
-1884427.0,-2014519.0,-1881599.0,-1842421.0,-2111591.0,-2031233.0
-1883469.0,-2014431.0,-1882379.0,-1843401.0,-2112249.0,-2031397.0
-1882401.0,-2014987.0,-1882825.0,-1843467.0,-2112441.0,-2031615.0
-1880153.0,-2014675.0,-1882981.0,-1843601.0,-2113179.0,-2031835.0
-1879151.0,-2014519.0,-1882713.0,-1843667.0,-2113453.0,-2032465.0
-1877371.0,-2015565.0,-1884005.0,-1843979.0,-2114221.0,-2033725.0
-1876881.0,-2014965.0,-1883715.0,-1844557.0,-2114001.0,-2033617.0
-1876147.0,-2015233.0,-1884983.0,-1843735.0,-2113783.0,-2034191.0
-1875167.0,-2015499.0,-1884761.0,-1845293.0,-2113153.0,-2033643.0
-1874075.0,-2015655.0,-1885875.0,-1843979.0,-2113563.0,-2033891.0
-1873519.0,-2015899.0,-1886831.0,-1844847.0,-2114851.0,-2034191.0
-1872829.0,-2017079.0,-1887321.0,-1845915.0,-2115509.0,-2033945.0
-1872607.0,-2016613.0,-1887745.0,-1845559.0,-2117399.0,-2034685.0
-1871939.0,-2018015.0,-1888435.0,-1846071.0,-2119399.0,-2033369.0
-1872585.0,-2017681.0,-1888791.0,-1846361.0,-2122577.0,-2033013.0
-1872429.0,-2018059.0,-1889235.0,-1846517.0,-2125015.0,-2032629.0
-1871337.0,-2018081.0,-1891417.0,-1847273.0,-2128715.0,-2031807.0
-1871917.0,-2019217.0,-1891017.0,-1846829.0,-2132715.0,-2031753.0
-1871539.0,-2019461.0,-1892619.0,-1847385.0,-2135099.0,-2031069.0
-1871493.0,-2019929.0,-1892329.0,-1847051.0,-2138769.0,-2030411.0
-1871449.0,-2020931.0,-1893665.0,-1847117.0,-2143591.0,-2030465.0
-1872607.0,-2020663.0,-1895223.0,-1846005.0,-2148715.0,-2030081.0
-1872139.0,-2021487.0,-1896471.0,-1846161.0,-2154743.0,-2029725.0
-1872205.0,-2021933.0,-1898139.0,-1846561.0,-2159153.0,-2029945.0
-1872073.0,-2022445.0,-1900009.0,-1845827.0,-2164057.0,-2030109.0
-1871739.0,-2022779.0,-1902971.0,-1844313.0,-2168825.0,-2030191.0
-1872005.0,-2023625.0,-1903527.0,-1844247.0,-2172963.0,-2030411.0
-1872027.0,-2023603.0,-1905241.0,-1844379.0,-2177291.0,-2030027.0
-1872295.0,-2024025.0,-1907579.0,-1843423.0,-2182579.0,-2030411.0
-1871449.0,-2024493.0,-1908201.0,-1843423.0,-2185839.0,-2030055.0
-1872117.0,-2024649.0,-1909025.0,-1843891.0,-2190169.0,-2030931.0
-1871515.0,-2025115.0,-1910427.0,-1843511.0,-2194497.0,-2030437.0
-1871227.0,-2024337.0,-1910851.0,-1843045.0,-2198223.0,-2031451.0
-1870937.0,-2024293.0,-1911385.0,-1843379.0,-2203017.0,-2031259.0
-1870537.0,-2024937.0,-1912321.0,-1842309.0,-2206031.0,-2031369.0
-1870693.0,-2023401.0,-1912187.0,-1843089.0,-2209209.0,-2031287.0
-1869023.0,-2023313.0,-1911941.0,-1842555.0,-2212717.0,-2031287.0
-1869089.0,-2021799.0,-1912609.0,-1843089.0,-2216333.0,-2031863.0
-1869669.0,-2021043.0,-1911653.0,-1843111.0,-2218991.0,-2032521.0
-1871271.0,-2019195.0,-1912787.0,-1843467.0,-2222689.0,-2031945.0
-1870047.0,-2018059.0,-1912141.0,-1843557.0,-2224909.0,-2032383.0
-1870893.0,-2017303.0,-1911385.0,-1843511.0,-2228169.0,-2033041.0
-1869957.0,-2015387.0,-1912699.0,-1844535.0,-2231375.0,-2032903.0
-1869935.0,-2014097.0,-1912899.0,-1844357.0,-2233375.0,-2032685.0
-1869245.0,-2012873.0,-1913121.0,-1844735.0,-2236361.0,-2033233.0
-1869157.0,-2011359.0,-1913523.0,-1845471.0,-2239869.0,-2033479.0
-1869557.0,-2010847.0,-1913255.0,-1845559.0,-2242525.0,-2032877.0
-1869423.0,-2009801.0,-1914123.0,-1845939.0,-2244909.0,-2032821.0
-1869045.0,-2009267.0,-1913767.0,-1846917.0,-2247403.0,-2032903.0
-1868823.0,-2008643.0,-1913923.0,-1846495.0,-2249895.0,-2032547.0
-1869133.0,-2007641.0,-1913945.0,-1847207.0,-2253239.0,-2033999.0
-1869801.0,-2007441.0,-1913655.0,-1847697.0,-2255923.0,-2034301.0
-1869513.0,-2007553.0,-1914635.0,-1848141.0,-2256087.0,-2034027.0
-1871205.0,-2006951.0,-1914101.0,-1848543.0,-2257623.0,-2033863.0
-1870981.0,-2006239.0,-1914813.0,-1849055.0,-2258443.0,-2034711.0
-1870403.0,-2006083.0,-1914835.0,-1849879.0,-2257129.0,-2034629.0
-1871961.0,-2005927.0,-1915415.0,-1849833.0,-2256279.0,-2035069.0
