Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
34.993,37.323,35.062,33.755,35.395,33.946
35.39,37.247,35.03,33.687,35.399,33.925
35.805,37.174,34.999,33.62,35.4,33.906
36.232,37.104,34.968,33.555,35.4,33.888000000000005
36.664,37.037,34.938,33.49,35.398,33.871
37.097,36.974000000000004,34.91,33.426,35.395,33.856
37.525,36.915,34.884,33.363,35.39,33.841
37.944,36.859,34.86,33.302,35.384,33.828
38.348,36.806999999999995,34.836999999999996,33.242,35.376,33.815
38.735,36.76,34.816,33.185,35.367,33.804
39.102,36.717,34.796,33.128,35.356,33.793
39.446,36.68,34.777,33.074,35.345,33.783
39.764,36.647,34.76,33.021,35.333,33.772
40.055,36.619,34.745,32.97,35.32,33.760999999999996
40.319,36.596,34.733000000000004,32.921,35.306,33.75
40.555,36.578,34.726,32.874,35.291,33.739000000000004
40.763000000000005,36.563,34.726,32.83,35.275,33.727
40.943000000000005,36.553000000000004,34.736999999999995,32.79,35.259,33.716
41.096000000000004,36.546,34.76,32.755,35.243,33.705
41.224,36.543,34.798,32.725,35.225,33.695
41.327,36.544000000000004,34.852,32.701,35.207,33.687
41.406000000000006,36.547,34.925,32.687,35.188,33.681
41.461999999999996,36.554,35.018,32.684,35.169000000000004,33.677
41.496,36.563,35.131,32.696,35.15,33.677
41.51,36.574,35.264,32.724000000000004,35.13,33.681999999999995
41.504,36.586,35.416,32.773,35.111,33.694
41.481,36.598,35.585,32.845,35.091,33.713
41.441,36.611,35.77,32.942,35.071,33.743
41.386,36.622,35.967,33.066,35.051,33.784
41.317,36.632,36.173,33.22,35.03,33.839
41.235,36.64,36.385999999999996,33.403,35.008,33.909
41.141999999999996,36.646,36.601,33.615,34.986,33.995
41.038999999999994,36.649,36.815,33.855,34.961999999999996,34.099000000000004
40.927,36.648,37.024,34.119,34.938,34.219
40.806999999999995,36.643,37.224000000000004,34.406,34.913000000000004,34.356
40.681,36.634,37.414,34.711999999999996,34.888000000000005,34.508
40.549,36.621,37.59,35.033,34.864000000000004,34.675
40.413000000000004,36.604,37.751999999999995,35.367,34.84,34.854
40.274,36.582,37.896,35.709,34.816,35.043
40.134,36.555,38.024,36.055,34.792,35.24
39.992,36.523,38.133,36.400999999999996,34.768,35.443000000000005
39.85,36.488,38.224000000000004,36.743,34.743,35.648
39.708,36.449,38.296,37.077,34.717,35.853
39.566,36.407,38.351,37.399,34.691,36.056
39.426,36.363,38.388000000000005,37.705,34.665,36.253
39.286,36.318000000000005,38.41,37.992,34.638000000000005,36.443000000000005
39.147,36.271,38.417,38.256,34.61,36.623000000000005
39.009,36.224000000000004,38.411,38.495,34.582,36.792
38.872,36.176,38.394,38.707,34.554,36.948
38.736,36.126,38.366,38.891,34.525999999999996,37.089
38.6,36.076,38.33,39.047,34.498000000000005,37.216
38.463,36.025,38.287,39.175,34.472,37.328
38.327,35.973,38.238,39.277,34.446,37.424
38.19,35.92,38.184,39.353,34.421,37.505
38.053000000000004,35.867,38.126999999999995,39.405,34.397,37.571
37.917,35.812,38.067,39.434,34.374,37.624
37.782,35.758,38.004,39.442,34.351,37.662
37.649,35.702,37.94,39.431,34.328,37.687
37.52,35.647,37.874,39.402,34.306999999999995,37.7
37.396,35.591,37.806999999999995,39.358000000000004,34.288000000000004,37.701
37.277,35.535,37.739000000000004,39.3,34.272,37.692
37.164,35.479,37.669000000000004,39.23,34.263000000000005,37.673
37.059,35.422,37.598,39.15,34.262,37.646
36.961999999999996,35.365,37.525999999999996,39.062,34.27,37.611
36.873000000000005,35.309,37.453,38.967,34.292,37.571
36.793,35.251,37.38,38.867,34.327,37.527
36.722,35.194,37.308,38.762,34.378,37.479
36.661,35.135,37.238,38.653,34.446,37.428000000000004
36.608000000000004,35.076,37.17,38.542,34.531,37.373000000000005
36.563,35.016,37.105,38.43,34.634,37.316
36.525999999999996,34.957,37.043,38.316,34.754,37.256
36.497,34.897,36.985,38.203,34.89,37.196
36.475,34.839,36.93,38.089,35.04,37.135
36.46,34.781,36.878,37.977,35.203,37.075
36.45,34.724000000000004,36.83,37.865,35.376,37.015
36.445,34.67,36.784,37.753,35.556999999999995,36.957
36.443000000000005,34.617,36.742,37.643,35.744,36.900999999999996
36.444,34.566,36.702,37.534,35.933,36.848
36.446999999999996,34.516999999999996,36.664,37.425,36.123000000000005,36.796
36.452,34.47,36.628,37.317,36.312,36.747
36.458,34.425,36.592,37.21,36.497,36.7
36.464,34.381,36.556,37.104,36.677,36.655
36.471,34.338,36.52,37.0,36.849000000000004,36.611999999999995
36.476,34.296,36.484,36.897,37.012,36.569
36.479,34.255,36.446999999999996,36.797,37.164,36.528
36.481,34.215,36.41,36.699,37.304,36.486999999999995
36.48,34.174,36.371,36.604,37.431,36.446
36.476,34.133,36.332,36.51,37.544000000000004,36.405
36.468,34.092,36.291,36.419000000000004,37.644,36.363
36.457,34.049,36.25,36.329,37.73,36.321999999999996
36.442,34.005,36.208,36.241,37.803000000000004,36.281
36.421,33.96,36.166,36.154,37.863,36.241
36.395,33.914,36.125,36.068000000000005,37.91,36.202
36.365,33.866,36.084,35.985,37.945,36.166
36.329,33.817,36.046,35.904,37.968,36.132
36.289,33.766,36.010999999999996,35.826,37.98,36.101
36.244,33.715,35.979,35.751,37.981,36.071999999999996
36.194,33.663000000000004,35.951,35.681,37.972,36.044000000000004
36.139,33.611999999999995,35.928000000000004,35.615,37.954,36.018
36.080999999999996,33.56,35.91,35.555,37.928000000000004,35.993
36.02,33.51,35.898,35.501,37.895,35.969
35.957,33.46,35.893,35.454,37.856,35.946999999999996
35.891,33.412,35.895,35.414,37.813,35.926
35.823,33.367,35.904,35.381,37.765,35.908
35.754,33.324,35.919000000000004,35.356,37.715,35.891999999999996
35.684,33.286,35.941,35.336999999999996,37.662,35.88
35.613,33.253,35.969,35.325,37.608000000000004,35.872
35.541,33.227,36.001,35.318000000000005,37.552,35.868
35.469,33.211,36.037,35.314,37.496,35.869
35.396,33.207,36.075,35.314,37.439,35.874
35.323,33.217,36.113,35.314,37.381,35.885
35.25,33.245,36.150999999999996,35.315,37.324,35.9
35.177,33.294000000000004,36.187,35.316,37.266999999999996,35.918
35.103,33.365,36.219,35.317,37.211,35.939
35.03,33.461,36.246,35.316,37.154,35.961
34.955,33.583,36.268,35.314,37.098,35.983000000000004
34.881,33.732,36.284,35.311,37.042,36.004
34.805,33.907,36.293,35.306,36.985,36.022
34.729,34.107,36.297,35.299,36.928000000000004,36.039
34.653,34.333,36.295,35.29,36.871,36.052
34.577,34.580999999999996,36.287,35.279,36.814,36.062
34.501,34.849000000000004,36.275,35.266,36.757,36.069
34.426,35.134,36.258,35.25,36.7,36.074
