Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
-943327.0,-1011323.0,-977943.0,-1037279.0,-939909.0,-1018223.0
-943739.0,-1011879.0,-977575.0,-1037491.0,-939365.0,-1018601.0
-943649.0,-1012045.0,-977987.0,-1037891.0,-939153.0,-1018991.0
-943571.0,-1012135.0,-978065.0,-1037935.0,-938997.0,-1019381.0
-943437.0,-1012079.0,-978421.0,-1038125.0,-938341.0,-1020049.0
-943949.0,-1012179.0,-978699.0,-1038281.0,-938363.0,-1019649.0
-943927.0,-1012391.0,-978799.0,-1038369.0,-938351.0,-1019559.0
-944283.0,-1012547.0,-978699.0,-1039127.0,-938007.0,-1020049.0
-944117.0,-1012469.0,-978911.0,-1039181.0,-938307.0,-1019993.0
-944517.0,-1013337.0,-978465.0,-1039371.0,-937783.0,-1020383.0
-944563.0,-1013147.0,-978487.0,-1039995.0,-937695.0,-1020449.0
-944551.0,-1013493.0,-978309.0,-1039693.0,-938007.0,-1020071.0
-944473.0,-1013593.0,-978121.0,-1039705.0,-937751.0,-1019937.0
-944695.0,-1013771.0,-978121.0,-1039827.0,-937783.0,-1019893.0
-944873.0,-1014005.0,-977875.0,-1040929.0,-937917.0,-1020049.0
-945185.0,-1014149.0,-977731.0,-1040807.0,-937673.0,-1019493.0
-944873.0,-1014117.0,-977631.0,-1041129.0,-937739.0,-1019403.0
-945921.0,-1014183.0,-976863.0,-1041497.0,-937595.0,-1018401.0
-945151.0,-1014283.0,-977007.0,-1041709.0,-937805.0,-1018045.0
-945809.0,-1014861.0,-976685.0,-1041931.0,-937595.0,-1016977.0
-946043.0,-1014785.0,-976339.0,-1041853.0,-937861.0,-1015441.0
-945663.0,-1015063.0,-976273.0,-1042599.0,-938107.0,-1014295.0
-945865.0,-1015051.0,-976395.0,-1042443.0,-937995.0,-1013171.0
-946455.0,-1015373.0,-976641.0,-1042843.0,-937861.0,-1011255.0
-946287.0,-1015675.0,-975917.0,-1042733.0,-938085.0,-1009631.0
-946543.0,-1015831.0,-976317.0,-1043379.0,-937873.0,-1008473.0
-946443.0,-1015987.0,-976585.0,-1043401.0,-938017.0,-1006849.0
-946833.0,-1015997.0,-976741.0,-1043813.0,-938217.0,-1005223.0
-946421.0,-1015763.0,-976451.0,-1043901.0,-938151.0,-1003865.0
-947155.0,-1016131.0,-976629.0,-1044045.0,-938295.0,-1003041.0
-947123.0,-1016053.0,-976795.0,-1044891.0,-937717.0,-1002017.0
-947077.0,-1015941.0,-976851.0,-1044903.0,-938163.0,-1000949.0
-947433.0,-1015675.0,-976529.0,-1045259.0,-938273.0,-1000425.0
-947189.0,-1015397.0,-976461.0,-1045337.0,-938251.0,-999757.0
-947479.0,-1015575.0,-976595.0,-1045069.0,-938785.0,-999713.0
-947433.0,-1015529.0,-976985.0,-1045571.0,-938351.0,-999803.0
-947635.0,-1015497.0,-976473.0,-1045939.0,-938807.0,-999369.0
-948313.0,-1015529.0,-976039.0,-1046273.0,-939041.0,-999023.0
-948247.0,-1015507.0,-975927.0,-1046295.0,-939465.0,-999179.0
-948247.0,-1015619.0,-975593.0,-1046639.0,-939131.0,-999135.0
-947845.0,-1015295.0,-974959.0,-1046661.0,-939153.0,-999223.0
-947267.0,-1015607.0,-974615.0,-1047241.0,-939375.0,-998845.0
-947355.0,-1015785.0,-974259.0,-1047219.0,-939297.0,-999825.0
-946477.0,-1015863.0,-973813.0,-1047731.0,-939955.0,-999569.0
-945997.0,-1015519.0,-973389.0,-1047819.0,-940187.0,-999569.0
-945253.0,-1015741.0,-973423.0,-1048443.0,-940165.0,-999847.0
-945175.0,-1015785.0,-972867.0,-1048153.0,-940489.0,-999257.0
-944507.0,-1016175.0,-972389.0,-1048621.0,-940433.0,-999413.0
-944173.0,-1016297.0,-972143.0,-1048731.0,-940811.0,-999035.0
-943549.0,-1016553.0,-971931.0,-1049177.0,-941701.0,-999023.0
-943617.0,-1016499.0,-971231.0,-1049445.0,-942781.0,-999135.0
-943337.0,-1016553.0,-970573.0,-1049221.0,-944785.0,-998889.0
-942825.0,-1016587.0,-969761.0,-1049677.0,-948325.0,-998789.0
-942469.0,-1016643.0,-969015.0,-1050279.0,-952087.0,-998857.0
-942203.0,-1017065.0,-967603.0,-1050101.0,-956527.0,-998345.0
-942259.0,-1016865.0,-966913.0,-1050523.0,-960979.0,-998099.0
-941747.0,-1017065.0,-966377.0,-1050313.0,-965053.0,-998221.0
-941891.0,-1017411.0,-965443.0,-1050725.0,-969861.0,-997965.0
-942003.0,-1017277.0,-964931.0,-1050969.0,-974303.0,-997065.0
-941701.0,-1017789.0,-964097.0,-1051603.0,-979589.0,-996919.0
-941323.0,-1017601.0,-963339.0,-1051827.0,-984843.0,-996675.0
-941201.0,-1017701.0,-962637.0,-1051615.0,-989407.0,-996307.0
-941323.0,-1017689.0,-962393.0,-1051737.0,-994961.0,-996241.0
-941367.0,-1017533.0,-961703.0,-1052393.0,-999635.0,-996219.0
-940389.0,-1018123.0,-960723.0,-1051715.0,-1004767.0,-996129.0
-940801.0,-1017667.0,-960501.0,-1052449.0,-1009007.0,-996219.0
-940633.0,-1017811.0,-960111.0,-1052283.0,-1013059.0,-996219.0
-940467.0,-1017957.0,-959599.0,-1052327.0,-1016777.0,-996197.0
-940677.0,-1018291.0,-959031.0,-1052671.0,-1019525.0,-996585.0
-940099.0,-1017855.0,-958409.0,-1052795.0,-1023243.0,-996329.0
-940255.0,-1018569.0,-958409.0,-1052873.0,-1025803.0,-996441.0
-939955.0,-1018535.0,-958263.0,-1052929.0,-1027729.0,-996485.0
-939765.0,-1018413.0,-957819.0,-1053083.0,-1029989.0,-996463.0
-939799.0,-1018189.0,-957329.0,-1053185.0,-1031435.0,-996173.0
-939809.0,-1018757.0,-957107.0,-1053551.0,-1032693.0,-996107.0
-939497.0,-1018957.0,-956995.0,-1053773.0,-1032961.0,-995885.0
-939331.0,-1019481.0,-956717.0,-1054053.0,-1033907.0,-995773.0
-939109.0,-1019225.0,-956315.0,-1054353.0,-1034329.0,-994749.0
-939353.0,-1019581.0,-956361.0,-1054575.0,-1034307.0,-994571.0
-939241.0,-1019459.0,-956449.0,-1054541.0,-1033861.0,-994327.0
-939209.0,-1019759.0,-956049.0,-1054909.0,-1033483.0,-993369.0
-938853.0,-1019625.0,-955715.0,-1055009.0,-1033083.0,-992813.0
-938907.0,-1019881.0,-954813.0,-1055767.0,-1032259.0,-992345.0
-938863.0,-1020005.0,-954367.0,-1055699.0,-1031091.0,-991689.0
-938931.0,-1020183.0,-953767.0,-1056089.0,-1030345.0,-991221.0
-938753.0,-1020293.0,-953299.0,-1056123.0,-1028709.0,-990587.0
-938651.0,-1020595.0,-952887.0,-1056379.0,-1027073.0,-990085.0
-938451.0,-1020539.0,-952453.0,-1056457.0,-1025247.0,-990253.0
-938407.0,-1020639.0,-951519.0,-1056735.0,-1023109.0,-989707.0
-938729.0,-1021329.0,-951095.0,-1056757.0,-1021139.0,-989641.0
-938741.0,-1021139.0,-950861.0,-1057035.0,-1019571.0,-989697.0
-938753.0,-1021151.0,-949905.0,-1056813.0,-1017677.0,-989363.0
-938151.0,-1021217.0,-949593.0,-1057647.0,-1015841.0,-988983.0
-939097.0,-1021285.0,-948713.0,-1057869.0,-1014327.0,-989061.0
-938441.0,-1021351.0,-948325.0,-1057759.0,-1012535.0,-988571.0
-938651.0,-1021797.0,-947767.0,-1057893.0,-1010777.0,-988517.0
-938753.0,-1021595.0,-946733.0,-1057737.0,-1009341.0,-988683.0
-938451.0,-1021997.0,-946253.0,-1058103.0,-1007817.0,-988405.0
-938507.0,-1022285.0,-945609.0,-1058259.0,-1006303.0,-988439.0
-938807.0,-1022643.0,-944673.0,-1059239.0,-1005023.0,-988283.0
-938563.0,-1022441.0,-944429.0,-1059273.0,-1003999.0,-987959.0
-938485.0,-1022587.0,-943505.0,-1059361.0,-1002551.0,-988115.0
-938919.0,-1022999.0,-943081.0,-1059205.0,-1001605.0,-987749.0
-938385.0,-1022931.0,-941591.0,-1058949.0,-1000571.0,-987849.0
-938853.0,-1022719.0,-941157.0,-1059417.0,-999657.0,-987393.0
-938919.0,-1022887.0,-940433.0,-1059973.0,-999013.0,-987359.0
-938953.0,-1023021.0,-939275.0,-1059985.0,-997855.0,-987481.0
-939253.0,-1023465.0,-938607.0,-1060397.0,-997121.0,-986913.0
-939241.0,-1023699.0,-938029.0,-1060831.0,-996229.0,-987025.0
-939075.0,-1024033.0,-937193.0,-1060975.0,-995763.0,-987081.0
