Trial 1:0back,Trial 2:2back,Trial 3:3back,Trial 4:2back,Trial 5:3back,Trial 6:0back
35.848,35.109,34.825,34.117,34.452,34.665
35.849000000000004,35.115,34.805,34.105,34.57,34.646
35.847,35.123000000000005,34.787,34.091,34.689,34.629
35.842,35.134,34.769,34.077,34.808,34.615
35.835,35.147,34.753,34.063,34.927,34.605
35.827,35.162,34.739000000000004,34.051,35.044000000000004,34.599000000000004
35.819,35.177,34.726,34.042,35.155,34.597
35.811,35.191,34.715,34.038000000000004,35.26,34.597
35.803000000000004,35.204,34.705999999999996,34.038000000000004,35.357,34.602
35.795,35.216,34.699,34.045,35.446,34.609
35.788000000000004,35.224000000000004,34.692,34.058,35.525999999999996,34.618
35.782,35.229,34.687,34.078,35.597,34.628
35.774,35.231,34.681999999999995,34.107,35.657,34.638000000000005
35.764,35.229,34.679,34.144,35.708,34.645
35.751999999999995,35.223,34.678000000000004,34.188,35.749,34.65
35.736999999999995,35.215,34.679,34.239000000000004,35.782,34.652
35.72,35.204,34.683,34.296,35.806999999999995,34.650999999999996
35.701,35.191,34.689,34.357,35.827,34.646
35.681999999999995,35.177,34.699,34.423,35.84,34.638000000000005
35.663000000000004,35.162,34.711999999999996,34.49,35.849000000000004,34.625
35.643,35.147,34.729,34.56,35.854,34.607
35.623000000000005,35.131,34.75,34.631,35.855,34.585
35.602,35.115,34.775,34.701,35.855,34.56
35.582,35.098,34.805,34.771,35.854,34.531
35.561,35.08,34.838,34.839,35.851,34.499
35.539,35.061,34.875,34.905,35.847,34.465
35.516,35.042,34.916,34.968,35.841,34.428000000000004
35.491,35.022,34.961,35.027,35.832,34.39
35.465,35.001999999999995,35.01,35.083,35.821999999999996,34.35
35.439,34.981,35.063,35.134,35.81,34.311
35.414,34.961,35.12,35.183,35.796,34.273
35.391,34.94,35.181999999999995,35.227,35.781,34.236999999999995
35.372,34.921,35.246,35.269,35.765,34.204
35.357,34.904,35.313,35.309,35.75,34.173
35.346,34.888000000000005,35.383,35.347,35.735,34.144
35.336999999999996,34.875,35.455999999999996,35.383,35.72,34.114000000000004
35.330999999999996,34.864000000000004,35.533,35.418,35.705,34.084
35.325,34.855,35.611,35.453,35.691,34.054
35.32,34.847,35.69,35.486,35.677,34.024
35.316,34.842,35.769,35.519,35.664,33.994
35.311,34.839,35.847,35.551,35.652,33.965
35.306,34.836999999999996,35.923,35.580999999999996,35.641,33.937
35.302,34.835,35.996,35.609,35.63,33.909
35.297,34.835,36.066,35.634,35.619,33.883
35.291,34.834,36.131,35.656,35.608000000000004,33.857
35.284,34.832,36.192,35.675,35.596,33.832
35.275,34.828,36.248000000000005,35.69,35.580999999999996,33.809
35.264,34.821999999999996,36.298,35.7,35.563,33.786
35.251999999999995,34.812,36.341,35.707,35.543,33.763000000000005
35.238,34.8,36.378,35.708,35.52,33.74
35.224000000000004,34.786,36.409,35.705,35.494,33.716
35.208,34.771,36.435,35.699,35.465,33.692
35.19,34.755,36.455999999999996,35.692,35.434,33.668
35.17,34.739000000000004,36.474000000000004,35.685,35.4,33.641999999999996
35.15,34.723,36.49,35.68,35.366,33.617
35.131,34.708,36.503,35.676,35.330999999999996,33.59
35.113,34.694,36.516,35.674,35.297,33.564
35.097,34.681999999999995,36.528,35.674,35.263000000000005,33.536
35.084,34.672,36.54,35.678000000000004,35.232,33.506
35.074,34.663000000000004,36.552,35.684,35.205,33.474000000000004
35.066,34.656,36.564,35.693000000000005,35.181,33.441
35.06,34.650999999999996,36.575,35.704,35.161,33.407
35.054,34.65,36.584,35.718,35.143,33.374
35.048,34.652,36.591,35.733000000000004,35.129,33.342
35.041,34.658,36.596,35.747,35.116,33.314
35.034,34.665,36.599000000000004,35.76,35.104,33.288000000000004
35.025999999999996,34.674,36.6,35.769,35.094,33.266
35.016,34.681999999999995,36.6,35.775,35.084,33.247
35.005,34.69,36.599000000000004,35.778,35.076,33.232
34.992,34.696999999999996,36.598,35.775999999999996,35.069,33.219
34.975,34.703,36.598,35.771,35.063,33.209
34.955999999999996,34.705999999999996,36.598,35.763000000000005,35.056999999999995,33.201
34.934,34.71,36.599000000000004,35.751999999999995,35.052,33.194
34.909,34.713,36.601,35.739000000000004,35.047,33.189
34.882,34.716,36.604,35.725,35.043,33.183
34.854,34.718,36.608000000000004,35.709,35.039,33.177
34.826,34.718,36.614000000000004,35.692,35.035,33.171
34.799,34.715,36.62,35.675,35.032,33.163000000000004
34.775,34.709,36.624,35.657,35.028,33.155
34.751,34.696999999999996,36.625,35.64,35.025,33.144
34.728,34.681999999999995,36.624,35.622,35.022,33.132
34.707,34.664,36.618,35.603,35.016999999999996,33.117
34.686,34.644,36.609,35.583,35.012,33.1
34.666,34.621,36.594,35.56,35.004,33.082
34.647,34.597,36.576,35.535,34.995,33.062
34.629,34.57,36.555,35.508,34.985,33.042
34.611999999999995,34.541,36.533,35.478,34.972,33.022
34.597,34.509,36.51,35.446,34.958,33.005
34.584,34.476,36.486999999999995,35.412,34.943000000000005,32.989000000000004
34.571999999999996,34.442,36.464,35.379,34.929,32.976
34.559,34.41,36.441,35.346,34.914,32.965
34.547,34.38,36.418,35.314,34.9,32.958
34.533,34.353,36.394,35.285,34.885,32.955
34.519,34.329,36.369,35.26,34.868,32.957
34.504,34.308,36.343,35.239000000000004,34.851,32.965
34.488,34.289,36.317,35.223,34.832,32.982
34.473,34.272,36.293,35.211999999999996,34.812,33.008
34.458,34.258,36.269,35.207,34.789,33.044000000000004
34.443000000000005,34.246,36.244,35.207,34.766,33.092
34.431,34.238,36.22,35.211999999999996,34.74,33.153
34.419000000000004,34.234,36.196,35.22,34.714,33.227
34.41,34.234,36.173,35.232,34.686,33.316
